title,release_year,artists,genres,region
Demonios,2004.0,Total Death (2),Rock,Spain
Hammering Thy Fucking Grave,,Thy Grave; Fuckhammer,Rock,Russia
Mass IIII,,Amenra,Rock,Belgium
The Purpose Of Existence,2002.0,Reckon With One,Rock,Canada
Clássicos Punk - Vielas do Rio,2022.0,Various,Rock,Brazil
Old Grey Whistle Test 30th Anniversary DVD Promo,2001.0,Unknown Artist,Rock,UK
Float,2000.0,Seventh Hour,Rock,US
Adult Baby,2024.0,Guy Blackman,Rock,Australia
A Fool In Love,1977.0,Jeff St. John,Rock,Australia
Legend,1990.0,Poco (3),Rock,Japan
Ram It Down,2001.0,Judas Priest,Rock,Europe
On The Avenue,1994.0,The Potatomen,Rock,US
Gallery Of Despair -Live-,2024.0,Thousand Eyes,Rock,Japan
Regulate,2022.0,Regulate (3),Rock,Japan
My Regeneration,2010.0,Joe Elliott's Down 'N' Outz,Rock,US
Epileptic Apocalypse 1979-1999,2003.0,The Spelling Mistakes,Rock,New Zealand
Thees Uhlmann,2015.0,Thees Uhlmann,Rock,Germany
Back In Black,1980.0,AC/DC,Rock,South Africa
Sounds Like Trouble,2008.0,The Vicious Five,Rock,Portugal
The Retch Files Volume 2,2001.0,Blitzkrieg; Paradox U.K.,Rock,UK
Thank You For Being A Friend: The Best Of Andrew Gold,1997.0,Andrew Gold,Rock,US
A Frightful Piece Of Hate,2017.0,FreeHowling,Rock,Poland
Unspoken,1996.0,Frozen Sun (2),Rock,Netherlands
Love Is A Mountain And Heavy As Fuck!,,Volume (6),Rock,US
Road Runner / Lorie,1963.0,The Count Victors; Danny Harrison (6),Rock,Canada
Lies (the Belka Cover),2004.0,Soulout,Rock,Estonia
The First Chapter: Chapter 1,1986.0,Desecrated Angel,Rock,US
Hot Rock!,2004.0,The Rollin' Miles,Rock,Spain
Action City / Got No Feeling,1980.0,Roxcity,Rock,Canada
Singles Collection,1993.0,The Exploited,Rock,US
Fuck The Kids,2022.0,NOFX,Rock,Europe
Soul Taker,2018.0,Attacker,Rock,Greece
The Humble Pie Collection,1985.0,Humble Pie,Rock,UK
Fortress,2024.0,Modern Color,Rock,US
Carving Your Name,1996.0,Perfume,Rock,UK
Last Train For Love,2013.0,Weird Omen,Rock,France
Departed + Odds And Ends,2004.0,Rockets Burst From The Streetlamps,Rock,US
カラス,1991.0,Bloodthirsty Butchers,Rock,Japan
Decadas Pre-Producción,1992.0,Uranio 238,Rock,Argentina
Ace Of Spades,1989.0,Motörhead,Rock,Japan
Muistumia,2014.0,Kauan,Rock,Finland
"What You Hear Today, You'll Be Singing Tomorrow (Fieberkurve-Compilation Vol. 4)",1998.0,Various,Rock,Germany
Bery Best Of Noise Tape 2,,Damaging Noise,Rock,Japan
SOIL/America's Dream,,Pat and the Pissers,Rock,US
Üzemzavar EP,2022.0,Süllyedő Világ,Rock,Hungary
Phallacy,1984.0,Phallacy,Rock,US
Business As Usual,1982.0,Men At Work,Rock,Taiwan
Mostralgìa,2021.0,Soundelirio,Rock,Italy
Ne´e,1992.0,Soliloquy (3),Rock,Sweden
Pulled Along By Love,1999.0,The Mutton Birds,Rock,Australasia
Unquestionable Presence,1991.0,Atheist,Rock,US
Purify,2018.0,Feeder,Rock,
10 000 Volts,2009.0,The Priscillas,Rock,UK
Death Unlimited,2004.0,Norther,Rock,Finland
Delorean / Crimson Ballroom,1999.0,Rocket From The Crypt; The Hellacopters,Rock,US
Wild Men Bop Volume 2,1998.0,Various,Rock,Germany
Hyper Exaggeration,1980.0,Active Ingredients,Rock,US
Sleeping Patterns (Special Limited Edition Pre-Release),2009.0,Jordie Lane,Rock,Australia
Northern Cream - Fall DVD That Fights Back!,2009.0,The Fall,Rock,UK
Spaghetti II - Revenge!,,Various,Rock,Germany
Nur Noch So (Remix),1986.0,Herbert Grönemeyer,Rock,Germany
Common Courtesy,2014.0,A Day To Remember,Rock,UK
Noi Non Siamo,1990.0,Avanguardia,Rock,Italy
Farewell Tour,1983.0,The Doobie Brothers,Rock,Mexico
Smile / If You Want Me,2011.0,Zeppet Store,Rock,Japan
SugarHi,2006.0,SugarHi,Rock,US
Forever,2006.0,Vallila Tractors Band,Rock,Finland
Killing Room,2016.0,Corrosive (9),Rock,Germany
Opera Prima,1987.0,Paolo Rustichelli; Carlo Bordini,Rock,Japan
Restroom Poets,1995.0,The Restroom Poets,Rock,US
Glass Spider - Volume 1,1988.0,David Bowie,Rock,Spain
Promo 2013 A.B.,2013.0,Forgotten God,Rock,Chile
"Very Nice Indeed / Sweet Talk, Sweet Talk",1970.0,Panco Boys,Rock,Germany
Demo 2016,2016.0,SilentPie & The Plezírs,Rock,Czech Republic
Punk-A-Rama,1977.0,Venus & The Razorblades,Rock,UK
Feed The Kitty/Tails Out,2018.0,Shy Tiger,Rock,US
Matahariku,1996.0,Kelompok Topeng,Rock,Indonesia
The People Who Grinned Themselves To Death,1987.0,The Housemartins,Rock,Europe
Satanas Tedeum,2009.0,Rotting Christ,Rock,Bolivia
Opioid,2020.0,Cancer (11),Rock,
Chemical Imbalance,1996.0,Gabe Toth,Rock,US
Hechos de Barro,1997.0,Sin Paredes,Rock,Costa Rica
She Looks Like A Pigg,1988.0,So What! (6),Rock,Sweden
Ride With Me / For Madmen Only,1971.0,Steppenwolf,Rock,US
Love Peace Noise,1994.0,Ewa Braun,Rock,Poland
DVD!,,Freak Oi! Accident,Rock,Norway
Dawn Of The Pariahs,2014.0,Blood Legion,Rock,Malaysia
Stubborn Love,2012.0,The Lumineers,Rock,US
Tribute A La Tribu,2015.0,Solidagité,Rock,France
Crazy Train,2024.0,Ozzy Osbourne,Rock,UK
Demo 1 - 2001,2001.0,Critical Mass (9),Rock,France
For The Lions To Feed,2018.0,Indorsia,Rock,
Raw and Violent,2019.0,Space Parasites,Rock,Germany
Joe Cocker!,2009.0,Joe Cocker,Rock,US
Let Them Say ,2020.0,Notturno Concertante,Rock,Italy
Hearty Har,2015.0,Hearty Har,Rock,UK
In Through The Out Door,1979.0,Led Zeppelin,Rock,Canada
Hell Awaits,1991.0,Slayer,Rock,Poland
WTN / Morgue,2002.0,WTN; Morgue (2),Rock,China
Garage,2010.0,Supercabrón,Rock,Chile
Ichor,2000.0,The Black League,Rock,Netherlands
Wild Hearts (...Time),1985.0,Roy Orbison,Rock,Germany
The Peel Sessions,1990.0,The Smiths,Rock,Netherlands
Hadean Tides,2022.0,Assumption,Rock,US
Abbey Road,1998.0,The Beatles,Rock,India
The Triumph Of Steel,2024.0,Manowar,Rock,Brazil
The Wacken Carnage,2008.0,Bloodbath,Rock,Russia
The Runaway,2010.0,The Magic Numbers,Rock,Australia
B-Side & Rarities,,Teenage Fanclub,Rock,
The Closet Bones,2016.0,Sky Swamp Orange,Rock,US
Pet The Fish,1993.0,Wish For Eden,Rock,US
A Dangerous Meeting,1992.0,King Diamond; Mercyful Fate,Rock,US
It's Been So Long / Echo In My Heart,,5 Majors,Rock,US
The Beatles Collection,1978.0,The Beatles,Rock,UK
"Pitied Be The Dragon Hunter / Mercy, Mercy, Mercy",1967.0,The Buckinghams,Rock,Greece
Love. Toxic,2020.0,Leave Her To Heaven,Rock,France
See You In Hell,2000.0,See You In Hell,Rock,Czech Republic
Money To Burn,2004.0,Dosch,Rock,UK
Everyone,2009.0,Geneva (23),Rock,New Zealand
Dread,2017.0,Altered Visions,Rock,Australia
All These Things I Hate (Revolve Around Me),2006.0,Bullet For My Valentine,Rock,UK
Reaching The Coasts Of Thule,2001.0,Fleshdawn Manifesto,Rock,Macedonia
The Devil Has Possession Of Your Mind ,1970.0,The Flying Machine,Rock,Australia
Try,2005.0,Joe Taylor (20),Rock,
2003 - 2004,2004.0,Kabát,Rock,Czech Republic & Slovakia
The Kings Of Rock 'N' Roll,,Various,Rock,UK
Strong Enough,2006.0,Hell:On,Rock,Ukraine
"McGuinn, Clark & Hillman",1979.0,"McGuinn, Clark & Hillman",Rock,UK
Mental Jewelry,1991.0,Live,Rock,Europe
This Love Of Mine,,Frankie Miller,Rock,Zimbabwe
 Young Studs And Rusty Razors,2005.0,Shaggable Sluts; Last To Go,Rock,Netherlands
Little Drummer Boy,1985.0,Miracle Legion,Rock,US
Chronicle (The 20 Greatest Hits),1991.0,Creedence Clearwater Revival; John Fogerty,Rock,Spain
Brothers In Arms,,Dire Straits,Rock,Russia
I Need You,1972.0,America (2),Rock,UK
Cały Świat,,Deuter (2),Rock,Poland
Impasse,2017.0,Richard Buckner,Rock,
Gerade,2003.0,Anger 77,Rock,Germany
California Ain't Fun No More,2002.0,Various,Rock,Germany
Ronnie Lane's Slim Chance,1990.0,Ronnie Lane,Rock,Japan
Dogmatic Accusations,2024.0,Traktat,Rock,Germany
Galaxsea,2011.0,Lunar Dunes,Rock,UK
Serenadium,1996.0,Iniquity,Rock,Worldwide
Nosferatu Festival,1982.0,Various,Rock,Denmark
Breakaway,2014.0,Dark Horse Flyer,Rock,US
"A Monument To Fear .​.​. To Be Remembered, But Never Awaken Again",2014.0,AWWO,Rock,Romania
Live! Live! Live!,1986.0,Bachman-Turner Overdrive,Rock,France
Demo 2016,2016.0,Angkar,Rock,Italy
感情 (Emotion),2022.0,W.O.D.,Rock,Japan
She Left Me / Your Lovin Man,1966.0,The Tremolos (3),Rock,US
The Town Of Tuxley Toymaker,1968.0,Shane Hales,Rock,New Zealand
(Last Night We Were) The Delicious Wolves,2001.0,Hawksley Workman,Rock,UK
When The Spirit Moves You,1980.0,Touch (16),Rock,Australia
Ride On Time,2010.0,Basilisk (6),Rock,Japan
Siége Perilous,,Kamelot,Rock,
Nothing Feels Right (Instrumental Version),2023.0,Ozzy Osbourne,Rock,Israel
Gatecrash / Nerves,,Drunk (4),Rock,Norway
Beer Drinkers,,Vrisak Generacije,Rock,Yugoslavia
Bessere Zeiten,1982.0,Die Klopferbande,Rock,Germany
Die Impact Jahre I,2021.0,OHL,Rock,Germany
Blood On Your Boots,2022.0,Rat Cage,Rock,UK
Selv Ikke Døden Vil Have Os,2011.0,Torpedo Zombies,Rock,Denmark
So What / Love That Well,1998.0,Fiveball,Rock,US
Pleasant Dreams,2016.0,Ramones,Rock,Japan
HQ Live,2012.0,Incubus (2),Rock,US
Frampton Comes Alive!,2002.0,Peter Frampton,Rock,Brazil
The ZZ Top Sixpack,,ZZ Top,Rock,US
Battle Of Opinions,1993.0,3-Way Cum,Rock,US
Indestructible,2008.0,Disturbed,Rock,Benelux
Wiseass vs. The World Volume 1-Fuck You From Texas,2013.0,Various,Rock,US
Blood Sport,2016.0,Thee Loose Hounds,Rock,Australia
Эстрадные Мелодии,1977.0,The Beatles; Paul & Linda McCartney,Rock,USSR
Westwood One In Concert ,1983.0,Quiet Riot; Krokus,Rock,US
Solid Gold Rock 'N' Roll,2006.0,Various,Rock,Thailand
 5 Original Albums,,Doro,Rock,Europe
Vivere Est Militare,2019.0,Der Oberberger,Rock,Germany
Hallo Worum Gehts Ich Bin Dagegen,2002.0,Der Junge Mit Der Gitarre,Rock,Germany
Sha Sha,2002.0,Ben Kweller,Rock,Europe
Lethal Western,2024.0,The Big Red Rocket,Rock,UK & Ireland
From Ashes,2017.0,Kill Your Darlings (2),Rock,Netherlands
The Last Temptation,1994.0,Alice Cooper (2),Rock,Ukraine
Legacy 01/05,2005.0,Various,Rock,Germany
I Am Meat,1995.0,Choke (14),Rock,US
...Raus!,2007.0,Dean Dirg,Rock,Germany
Jundrew Sasaki,2007.0,s.c.powerz,Rock,Japan
Eat A Peach,,The Allman Brothers Band,Rock,Russia
Trust Issues With Magicians,2005.0,Kids In Glass Houses,Rock,UK
Wild Obsession,1989.0,Axel Rudi Pell,Rock,
Promo 2010,2010.0,Draugr (4),Rock,Italy
That's My Desire,1960.0,Dion & The Belmonts,Rock,Netherlands
Μέσα Μου Κρύβονται Άλλοι,2005.0,Ενδελέχεια,Rock,Greece
X,2021.0,Def Leppard,Rock,Europe
Forgotten Heroes,1991.0,The Stranglers,Rock,Italy
Yorchh,2020.0,Yorchh,Rock,Spain
Know What You Mean,1998.0,Sister 7,Rock,US
In Vain,2019.0,Within Temptation,Rock,Europe
Spare The Defeated,2009.0,Bob Dylan,Rock,Japan
The Complete French EP Mono Versions - 1962/1967,2023.0,The Spotnicks,Rock,France
Afterbirth,1995.0,Bad Influence (3),Rock,Belgium
Warred On By Cranes,2006.0,Men As Trees,Rock,US
Steppenwolf,,Steppenwolf,Rock,Austria
What's My Age Again?,2000.0,Blink-182,Rock,Italy
Your Filthy Little Mouth,,David Lee Roth,Rock,Europe
The La Mancha Candidate E.P.,1991.0,Ten Bright Spikes,Rock,US
Recherche Sur Le Secret Du Mystère,1994.0,Venus Prayer,Rock,Germany
Vömit För Breakfast,2008.0,Vömit För Breakfast,Rock,France
Sometime Anywhere / Somewhere Else,1994.0,The Church,Rock,US
:Sápmi​:​Lapland​:​Helevetti:,2022.0,Djuasa,Rock,Turkey
What They Want... What The Fuck!!,1994.0,Oppressed Logic,Rock,US
Beyond Magnetic,2012.0,Metallica,Rock,Taiwan
Dark Universe,2016.0,Mora Prokaza,Rock,Russia
Lies,2009.0,51/50s,Rock,UK
A Right To Passage,1993.0,Rush,Rock,Luxembourg
You And Me,2021.0,Open Hand,Rock,Canada
Unreleased Radio & Studio Sessions ,2019.0,4 Skins,Rock,Spain
Nägel mit Köpfen VII,2015.0,Various,Rock,Germany
Demo,1977.0,X-Ray Spex,Rock,UK
Live In Rennes,2021.0,Shandy (8),Rock,Australia
Greatest Hits Vol. 1,2001.0,Paris (4),Rock,Sweden
Surrounded By Spies,2021.0,Placebo,Rock,US
To Milk A Duck,2014.0,Ressel Brothers,Rock,
Космическая,2021.0,Ольга Кормухина,Rock,Russia
Festival Hall Melbourne 1983,,Dire Straits,Rock,
Taormina,2006.0,Jean-Louis Murat,Rock,France
Sea Shanties,1982.0,High Tide (2),Rock,UK
The New Folk Implosion,2003.0,The Folk Implosion,Rock,Brazil
Ivan Sand & Rust,1995.0,Ivan Sand & Rust,Rock,Denmark
Destination Anywhere,1997.0,Jon Bon Jovi,Rock,France
"""...Wing It!""",2009.0,Able Danger,Rock,US
Danthology,2013.0,Dan Israel (2),Rock,US
Hölderlins Traum,,Hoelderlin,Rock,Germany
Bossa Nova Baby,1970.0,Elvis Presley; The Jordanaires,Rock,US
7colors Mind,2004.0,Indian-Hi,Rock,Japan
The Champagne Of Bands,,Beef (14),Rock,US
DIE,2020.0,Kristallroll,Rock,France
Orange Sunshine,2022.0,Fuzz Meadows,Rock,UK
Cycles,2014.0,Aqeuous,Rock,US
COBB,2012.0,Six (17),Rock,Japan
...Our Ashes Blown Away,2013.0,Lutece,Rock,France
Gloria  /  Warm Love,1974.0,Van Morrison,Rock,Germany
Milk-A-Disk,1995.0,Various,Rock,Germany
The Guess Who On Tour,1998.0,The Guess Who,Rock,Netherlands
Imperial Anthems No. 17,2015.0,Desaster; Soulburn,Rock,Germany
Spit Tree Dog Love,1989.0,Roger's Trout Farm,Rock,UK
???,1996.0,Vomitose,Rock,Switzerland
B.L.T.,1981.0,Jack Bruce; Bill Lordan; Robin Trower,Rock,Mexico
The Temple Of Deformation,2006.0,Svartidauði,Rock,Iceland
Forever,,Elvis Presley,Rock,Switzerland
Old Skoöl Of Rock,2007.0,Various,Rock,Argentina
Seminary Road,,The Wilderness (11),Rock,Canada
The Return,2001.0,The Hensley Lawton Band,Rock,Russia
Demo,2015.0,Rogue Planet (4),Rock,Worldwide
Live At The Eternal Kingdom,2006.0,Metzeli,Rock,Venezuela
War,1986.0,U2,Rock,Portugal
Heavy Hands,2015.0,Lithuania,Rock,US
Divine Discontent,2002.0,Sixpence None The Richer,Rock,Malaysia
Frail Words Collapse,2003.0,As I Lay Dying,Rock,Thailand
Battle Of Fear,1994.0,Various,Rock,Malaysia
Windseller,2020.0,Nôidva,Rock,Germany
Behavior,1984.0,Behavior (9),Rock,US
8 Days,2008.0,Calvin Party,Rock,UK
The Horror / War All The Time,2007.0,The Horror; War All The Time,Rock,UK
Meat Is Murder,1990.0,The Smiths,Rock,Japan
Vexation,2019.0,Fixation (4),Rock,Australia
I Fought The Law,,The Bobby Fuller Four,Rock,UK
Retrospective,2005.0,The Animals,Rock,
Not Of This Earth: The Gorilla Factory Sessions,2019.0,Forbidden Waves,Rock,US
Stop The World,1989.0,Ghost Dance,Rock,Europe
In Concert New Rock,1994.0,The Cure,Rock,US
Cridge,2023.0,Bear The Mammoth,Rock,Australia
Okie,1982.0,J.J. Cale,Rock,Europe
Kloonattu Sukupolvi,2018.0,Ratsia,Rock,Finland
Postcard Situations / Sounds Like Eternal,2003.0,Slavka Sverakova; Steven Dickie; Loosers,Rock,Portugal
JORD,2018.0,Møl,Rock,Worldwide
Banana Brain,2007.0,The Mugwumps,Rock,Austria
Birka,,Enola Gay (10),Rock,Hungary
Idiom,2002.0,FMLY,Rock,US
Made In England,2023.0,Atomic Rooster,Rock,Japan
Take What You Get,2020.0,S.I.G (2),Rock,
The Nice Price,2007.0,Prisonshake,Rock,US
Bless Its Pointed Little Head,1969.0,Jefferson Airplane,Rock,UK
Five Quick Cuts,2015.0,Cold War Kids,Rock,US
Standing On The Edge,1985.0,Cheap Trick,Rock,Portugal
Millennium Knees Up,1999.0,Bad Manners,Rock,UK
Se O Rádio Não Toca...,2010.0,Raul Seixas,Rock,Brazil
I Can Take Or Leave Your Loving,1968.0,Herman's Hermits,Rock,South Africa
Jup'n'Jeti,2023.0,Friday's Deal,Rock,Estonia
Tormenting The Emotionally Frail,1994.0,Pussy Crush,Rock,UK
Never Forgive Never Forget,2004.0,Tearjerk (3),Rock,UK
Cast No Shadow (UNKLE Beachhead Mix),2005.0,Oasis (2),Rock,UK
Guts,2011.0,Guts (5),Rock,US
"She Loves Me, She Loves Me Not...",2024.0,Kiss It Goodbye,Rock,Worldwide
Everybody's Got A Right / What Have You Got,1962.0,The Blenders (4),Rock,US
Burn The Empty To The Ash,2002.0,I Excuse,Rock,Japan
V: The New Mythology Suite,2000.0,Symphony X,Rock,Bulgaria
"One Million Years / Darling, I Want To Get Married",1959.0,The Heartbeats,Rock,US
Jackson Browne,1974.0,Jackson Browne,Rock,Canada
Rocky Took A Lover,2006.0,Bell X1,Rock,UK
Promo CD,2001.0,Enuom,Rock,US
The Island Of Real,1998.0,The Rascals,Rock,US
Escapist,1999.0,United Super Villains,Rock,US
Lucky Thirteen,2011.0,Bruce Springsteen & The E-Street Band,Rock,
Getting Ready For Christmas (It's About Malt Liquor),1999.0,Sloth (6),Rock,US
The Face Of The Great Green Devil + Visions Of The Horrible & Strange E.P.,2020.0,Mönster Sküll,Rock,US
Fight (My Struggle Between Heaven And Hell),2012.0,Lord Nelson; Lies (11),Rock,France
Flying Above Ancient Ruins,2017.0,Krolok,Rock,Slovakia
The Big Cat Five,,Various,Rock,US
Against Our Will,1992.0,Midnight Rider (2),Rock,Greece
Supercar,2021.0,Stomp Talk Modstone,Rock,Worldwide
Dark Fire Heresy,2023.0,Draag (2),Rock,US
Broken Balls Fanzine Compil #5,2012.0,Various,Rock,France
Logikal,1992.0,EKO (4),Rock,US
Ghost Riders In The Sky / Wheels,,Karel Duba,Rock,Czechoslovakia
Rock In Rio 1985/1991 - O Melhor Dos Dois Festivais (Volume 2),2000.0,Various,Rock,Brazil
The Only Four Songs of The Lightning Boys,2015.0,Lightning Boys,Rock,US
Anno Domini High Definition,2009.0,Riverside,Rock,Poland
Lie! Cheat! 'N Steal!,1999.0,Jakkpot,Rock,UK
Something For The Rest Of Us,2010.0,Goo Goo Dolls,Rock,Argentina
The Wonder Of You / Mama Liked The Roses,1970.0,Elvis Presley,Rock,Turkey
Wasteland,2006.0,Jetpetz,Rock,Denmark
Southside,2020.0,Fear The Lord,Rock,Portugal
Sans Visage (Demo.1),1993.0,Ultimatome,Rock,France
Dreamland,1989.0,Rapier (3),Rock,Australia
Blue Suede Shoes,1956.0,Roy Hall,Rock,Canada
Hey Babe,,Johnny Denton,Rock,
Coffee Break Concerts 1997 ,2018.0,Metallica,Rock,Japan
Transylvania / Friday Night,2006.0,The Motions (5),Rock,UK
Abbey Road,1969.0,The Beatles,Rock,Norway
The Job,2014.0,Michael Stanley,Rock,US
Glasstrophobic ,2012.0,Medicated,Rock,Finland
C O S V S,2023.0,Sapo Negro,Rock,Worldwide
Jesus Christ Superstar / Bonus : Original Motion Picture SoundTrack,2000.0,Andrew Lloyd Webber And Tim Rice,Rock,Russia
Don Kirshner presents Fun Rock,1975.0,Various,Rock,US
One Of Your Neighbours,2022.0,Suicide (7),Rock,Turkey
Chicago III,1971.0,Chicago (2),Rock,US
Freezing Rain,2012.0,The Bloogs,Rock,UK
Blood Money,1988.0,Haywire (4),Rock,UK
Beyond The Mountain,2022.0,Elk Witch,Rock,US
Gomm With The Wind,1979.0,Ian Gomm,Rock,US
Look Out Live!,2025.0,Johnny Marr,Rock,"UK, Europe & US"
未来へ・・・,2002.0,ze零ro,Rock,Japan
Mother Roses Basement,1986.0,M.D.L.,Rock,US
Special Live DVD-R,2008.0,TsuShiMaMiRe,Rock,Japan
Wulfkrieg,2014.0,Wülfkrieg,Rock,US
Man In The Moon / A New Kind Of Love,1966.0,Mike's Miners,Rock,US
Escapism,2014.0,Escapism (3),Rock,Poland
Teenage Head,2003.0,The Flamin' Groovies,Rock,UK
Tape For Slaves,2022.0,deaddeddyroom'mm,Rock,Worldwide
Split EP,2004.0,Scum Banditz; No-All,Rock,Japan
The Joker,1973.0,Steve Miller Band,Rock,Denmark
Radiowave,1981.0,Radio,Rock,US
Haze,2014.0,The American Scene,Rock,US
Crawl Space,2017.0,Tei Shi,Rock,
Ισόθεος,2012.0,Kawir,Rock,Spain
The Workhorse Chronicles - The Early Years: 2000 - 2005,2007.0,Mastodon,Rock,Russia
Jarmo - EP,2014.0,Pertti Kurikan Nimipäivät,Rock,UK
Lookin For Action,2018.0,Kuni (2),Rock,Japan
I Take No Prisoners,1983.0,Lois Attridge,Rock,Canada
Sigo De Pie,2019.0,The Covers Duo,Rock,Ecuador
You've Lost That Lovin' Feelin',1965.0,The Righteous Brothers,Rock,Germany
Time Out! Time In For Them,2003.0,Them (3),Rock,UK
Sing A Song Of Freedom,1971.0,Cliff Richard,Rock,Yugoslavia
Santa Is An Anagram,2017.0,Rick Springfield,Rock,
Dansa Hela Natten,1981.0,Chiquita (3),Rock,Sweden
The Big Bang! Best Of The MC5,,MC5,Rock,US
Elvis' Christmas Album,1978.0,Elvis Presley,Rock,Italy
Mysteries,2019.0,De Umbra Ordo Infernalis,Rock,Canada
You Thrill Me,1961.0,Earl Grant,Rock,Germany
LIVE FROM THE BIG APPLE,2015.0,Southside Johnny & The Asbury Jukes,Rock,US
You Break It... You Bought It!,2014.0,Michael Stanley Band,Rock,US
Gravelands,2019.0,Possessor (7),Rock,Europe
The Blitz,1985.0,Krokus,Rock,Brazil
Rock Classics,2015.0,Various,Rock,Chile
Honda SS,2019.0,Honda SS,Rock,Greece
Fantasten,1987.0,Grobschnitt,Rock,Germany
Half Rounded Bastard File,,Half Rounded Bastard File,Rock,US
Limitless,2024.0,Any Given Day (2),Rock,Europe
Destruction Of The Void,2018.0,Count Raven,Rock,Europe
#1,2001.0,Rose Means Rose,Rock,Czech Republic
Rock Around The Clock,1956.0,Bill Haley And His Comets,Rock,France
Take My Country Back (To The People),2018.0,Broham (3),Rock,Australia
Jimi Hendrix,1975.0,Jimi Hendrix,Rock,UK
I'm Glad You're Dead,2011.0,Wolfwizard,Rock,
"""Album""",1997.0,Shane MacGowan And The Popes,Rock,UK
Virgin Killer,2013.0,Scorpions,Rock,Japan
Pretty Together,,Sloan (2),Rock,US
San Francisco,1967.0,Scott McKenzie,Rock,Australia
The Gathering,2010.0,Magnum (3),Rock,UK & Europe
Kick Your Ass,2014.0,The New Trocaderos,Rock,US
Blissed Out Fatalists,1987.0,Blissed Out Fatalists,Rock,US
Back From The Living,1994.0,Stevie Salas Colorcode,Rock,Japan
Welcome To The Pandemonium,1992.0,Sarkastic Demons,Rock,
Let's Get Funky,,Thee Psycho Delmatics,Rock,Australia
Cântece Din Cochilii,2019.0,Angela Mariașiu,Rock,Romania
The Best Of The Doors,2006.0,The Doors,Rock,US
4 Track Album Sampler,1994.0,The Jesus And Mary Chain,Rock,UK
"Kami Tak Peduli, Kalian Tak Mengerti - EP",2011.0,Multiple Personality Disorder,Rock,Indonesia
Side Car Freddie / Cable,1992.0,Hoover (3),Rock,US
Pelican West Plus,,Haircut One Hundred,Rock,Australia
Al Lado Del Camino,1999.0,Fito Páez,Rock,Argentina
Songs From The Savior Volume Two,1975.0,Paul Clark (5),Rock,US
Ready To Strike,1994.0,King Kobra (4),Rock,Germany & Switzerland
Greatest Hits,2001.0,The Cure,Rock,Malaysia
When The Clocks Strikes,2017.0,Witchseeker,Rock,Malaysia
No One Has To Cry,1991.0,The Fixx,Rock,US
Resilience,2016.0,Forbidden To Fly,Rock,Portugal
Meanderings,2021.0,Árstíðir,Rock,
Slithering,1979.0,The Blue Band (2),Rock,Netherlands
Seventeen,2004.0,Linus Troy,Rock,
Dust And Disquiet,2015.0,Caspian (3),Rock,US
World Of Confusion,2016.0,ToxicRose,Rock,Sweden
Sombras Del Progreso,2006.0,Ekkaia,Rock,Mexico
Afraid Of Dogs,1990.0,The Ex-Girlfriends (2),Rock,US
Yellow Submarine,1973.0,The Beatles,Rock,Japan
Eastern Oregon Landscapes Vol.1,2016.0,Swawm Pass,Rock,US
Latvijas Punk / HC #7,2016.0,Various,Rock,Latvia
"Old Songs, New Songs",1968.0,Family (6),Rock,Germany
Ten Years After Undead,1969.0,Ten Years After,Rock,UK
The World Of Dr. Illteams,2001.0,Various,Rock,US
Sew My Eyes,2023.0,Not Enough Space,Rock,Worldwide
Travelling In Darkness Vol. 2,,Mercyful Fate,Rock,Japan
Abner Trio & Man At Arms,2006.0,Abner Trio; Man At Arms,Rock,US
Love + Fury,2013.0,Headstones,Rock,Canada
Härliga Liv...,1988.0,Peter Lundblad,Rock,Sweden
Cache La Poudre,1988.0,"If, Bwana",Rock,US
From Demons And Angels,1999.0,Midgard,Rock,Austria
Crooked Mind,2001.0,Demencia (11),Rock,US
Slander,2011.0,Dr. Acula,Rock,US
Laulain Työsi Tee / Saat Kaiken Muuttumaan,1969.0,Soulset,Rock,Finland
Eye Of The Storm,1983.0,Mark Heard,Rock,Canada
Total Virulence,1990.0,Various,Rock,France
The Law Of  Devil's Land,2004.0,Loudness (5),Rock,Japan
★ Boy,1982.0,Yasuaki Honda,Rock,Japan
Stoked!,2006.0,The Dark Bob,Rock,US
Tickatoo,1971.0,Dizzy Man's Band,Rock,Spain
Strange Brew,1991.0,Cream (2),Rock,Japan
Flight 666 - The Original Soundtrack,2013.0,Iron Maiden,Rock,Europe
An Anchor To The Abyss: Chapter Two,2016.0,A Hero Within,Rock,US
A Turn Unstoned?,1998.0,Roger Chapman; The Shortlist,Rock,Germany
Psalm 23 ,1983.0,Vision (52),Rock,USA & Canada
Flying Away,1994.0,Whimzy,Rock,Sweden
The Quiet Terror Of Being Alive ,2016.0,Our Smallest Adventures,Rock,UK
Adventure,1978.0,Television,Rock,South Africa
Hollow Veins / Leave Your Worries Behind,2015.0,Surf City,Rock,UK
The Many Faces Of Guns N' Roses,2014.0,Various,Rock,Brazil
Ruggine,2010.0,Elizabeth (56),Rock,Italy
1+1,1972.0,Nils Lofgren; Grin,Rock,Netherlands
Коллекция Альбомов И Концертов (1994-2002) CD2,,Tankard,Rock,Russia
Should Have Stayed In The Grave,2005.0,Faff-Bey,Rock,Finland
"Flexi 7""",2014.0,Rüz,Rock,US
Era Bleak,2018.0,Era Bleak,Rock,US
Crown Of Phantoms,2021.0,Chimaira,Rock,US
Time Flies... 1994-2009,2010.0,Oasis (2),Rock,Europe
