Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
,,Energy,,,,,,,,,,,,,,China National Petroleum Corporation,https://en.wikipedia.org/wiki/China_National_Petroleum_Corporation,Worldwide,State-owned enterprise,1988; 37 years ago (1988),,"Dongcheng District, Beijing, China",Oil and gas,Dai Houliang (chairman)Hou Qijun (president),CN¥180.4 billion (2022),"1,090,345 (2022)",CN¥298.5 billion (2022),,,"Petroleum, natural gas, and other petrochemicals",CN¥3.400 trillion (2022),PetroChina,CN¥4.395 trillion (2022),CN¥2.508 trillion (2022),,www.cnpc.com.cn/en/
,,Consumer Staples,,,,,,,,,,,,,,Carr's,https://en.wikipedia.org/wiki/Carr%27s,,Private (1831–1964)Subsidiary (1931–),"1831; 194 years ago (1831) in Carlisle, Cumberland",Jonathan Dodgson Carr,"Carlisle, United Kingdom",,,,,,,Cavenham Foods (1964–71) United Biscuits (1972–),Biscuits (United Biscuits)Flour (Carr's Flour Mills Ltd),,,,,,carrscrackers.com
,,Energy,,,,,,,,,,,,,,Bahrain Petroleum Company,https://en.wikipedia.org/wiki/Bahrain_Petroleum_Company,,State-owned enterprise,1929 (1929) (original company)[a]1999 (1999) (current company),Standard Oil Company of California (original company),"Awali, Bahrain",Petroleum,Abdulrahman Jawahery (CEO),,,,Government of Bahrain,,,,,,,,www.bapco.net
,,Consumer Staples,,,,,,,,,,,,,,Unilever,https://en.wikipedia.org/wiki/Unilever,Worldwide,Public,January 1930; 95 years ago (1930-01),Anton Jurgens William Hulme Lever Samuel van den Bergh,"Unilever House, London, England, United Kingdom",Consumer goods,Ian Meakins (chair)Fernando Fernández (CEO),€6.369 billion (2024),"128,000 (2025)",€9.400 billion (2024),,,List Foods Condiments Dairy products Ice cream Energy drinks Wellbeing vitamins Minerals and supplements Tea Instant coffee Baby food Instant noodles Pharmaceutical and consumer healthcare products Breakfast cereals Cleaning agents Water and air purifiers Pet food Toothpaste Bottled water Soft drinks Beauty products Personal care,€60.761 billion (2024),,€79.750 billion (2024),€22.555 billion (2024),LSE: ULVR Euronext Amsterdam: UNA NYSE: UL (ADR) FTSE 100 component,unilever.com
,,Industrials,,,,,,,,,,,,,,China Power Clean Energy Development,https://en.wikipedia.org/wiki/China_Power_Clean_Energy_Development,,,2006 in Bermuda (legal domicile),,"Hong Kong, China","Electricity, renewable energy",Wang Binghua (Chairman)Wang Zhongtang (CEO),,,,,State Power Investment Corporation,Electric power,,,,,SEHK: 735,www.cpne.com.hk
,,Consumer Discretionary,,,,,,,,,,,,,,Infinity Ward,https://en.wikipedia.org/wiki/Infinity_Ward,,Subsidiary,May 2002; 23 years ago (May 2002),Grant CollierJason WestVince Zampella,"Woodland Hills, Los Angeles, California, US",Video games,Mark Grigsby (co-studio head)Jack O'Hara (co-studio head)Daniel Nelson (CTO)Joel Emslie (art director),,250+ (2015),,,Activision (2003–present),Call of Duty series,,,,,,infinityward.com
,,Industrials,,,,,,,,,,,,,,EKF Diagnostics,https://en.wikipedia.org/wiki/EKF_Diagnostics,Worldwide,Public company,"Barleben, Germany (1990)",Berthold Walter,"Cardiff, United Kingdom",Health Care Biotechnology,Christopher Mills(Non-Executive Chairman)Mike Salter(Chief Executive Officer)Marc Davies(Chief Financial Officer),,295 (2011),,,,,£21.658 million (2011),Argutus MedicalQuotient DiagnosticsStanbio Laboratory,£58.733 million (2011),£37.427 million (2011),LSE: EKF EKF Diagnostics Holdings plc,www.ekfdiagnostics.com
,,Industrials,,,,,,,,,,,,,,Devro,https://en.wikipedia.org/wiki/Devro,,Private limited company,1950,,"Moodiesburn, Chryston, Scotland",Food processing,Gerard Hoetmer (Chairman)Rutger Helbing (CEO),£31.1 million (2021),,£42.7 million (2021),SARIA,,Collagen sausage and cooked meat casings; collagen films and casings for the medical and cosmetics industries,£252.4 million (2021),,,,LSE: DVO,www.devro.com
,,Energy,,,,,,,,,,,,,,HKR International,https://en.wikipedia.org/wiki/HKR_International,,Public,"May 25, 1973; 52 years ago (1973-05-25) in Hong Kong",Dr. Cha Chi Ming,"23/F, China Merchants Tower Shun Tak Centre, 168 Connaught Road, Central, Hong Kong",Conglomerate,,,,,,,,,,,,SEHK: 480,http://www.hkri.com/
,,Energy,,,,,,,,,,,,,,UK Oil and Gas,https://en.wikipedia.org/wiki/UK_Oil_and_Gas,,,2000 (Wellingborough),,"Wellingborough, United Kingdom",Oil and Gas Exploration and Production,Stephen Sanderson (Executive Chairman and CEO) Matt Cartwright (Chief Operating Officer) Kiran Morzaria (Finance Director) Allen D Howard (Non-Executive Director),,,,,,,£0.21 million (2017),,,,AIM: UKOG,
,,Basic Materials,,,,,,,,,,,,,,Mondi,https://en.wikipedia.org/wiki/Mondi,,Public limited company,1967; 58 years ago (1967),,"Weybridge, England, UK",PackagingPaper,Philip Yea (Chairperson)Andrew R. King (CEO),€262 million (2024),"22,000 (2025)",€606 million (2024),,,PulpPaperContainerboardPackaging,"€7,416 million (2024)",,,,LSE: MNDIJSE: MNPFTSE 100 Component,www.mondigroup.com
,,Real Estate,,,,,,,,,,,,,,Artemis program,https://en.wikipedia.org/wiki/Artemis_program,,,,,,,,,,,,,,,,,,,
,,Financials,,,,,,,,,,,,,,SimiGon,https://en.wikipedia.org/wiki/SimiGon,,Public,1998,,"North American HQ in Orlando, Florida",computer simulation,"Ofir Baharav, President and CEO",,,,,,"SIMbox, AirBook, AirTrack, KnowBook",US$10 million (2013),,,,LSE: SIM,www.simigon.com
,,Technology,,,,,,,,,,,,,,MemeStrategy,https://en.wikipedia.org/wiki/MemeStrategy,,Public Company,,,"Hong Kong, Lee Garden One, Causeway Bay",IT,Ray Chan（Chairman and CEO）,,,,,,,,,,,SEHK: 2440,memestrategy.com.hk
,,Basic Materials,,,,,,,,,,,,,,China Cinda Asset Management,https://en.wikipedia.org/wiki/China_Cinda_Asset_Management,China,State-owned enterprise,1999; 26 years ago (1999),,"No. 1 Building, 9 Naoshikou Street, Xicheng District, Beijing, China",Financial services,Hou Jianhang (Chairman of the Board of Directors)Gong Jiande (Chairman of the Supervisory Board)Zang Jingfan (CEO),CN¥14.0 billion (2015),,CN¥19.3 billion (2015),Ministry of Finance of China (67.84%)National Social Security Fund (8.04%)Publicly listed (24.12%),Ministry of Finance of China,,CN¥78.7 billion (2015),Cinda Securities,CN¥714.0 billion (2015),CN¥101.7 billion (2015),SEHK: 1359 (H ordinary)SEHK: 4607 (H preference),www.cinda.com.cn
,,Health Care,,,,,,,,,,,,,,WuXi AppTec,https://en.wikipedia.org/wiki/WuXi_AppTec,,Public,2000; 25 years ago (2000),,"Shanghai, China",Contract Research OrganizationsPharmaceuticalBiopharmaceutical Medical Devices,Ge Li,,,,,,,,,,,SSE: 603259SEHK: 2359Hang Seng Index componentCSI A50,www.wuxiapptec.com
,,Consumer Staples,,,,,,,,,,,,,,Citrus canker,https://en.wikipedia.org/wiki/Citrus_canker,,,,,,,,,,,,,,,,,,,
,,Basic Materials,,,,,,,,,,,,,,Glencore,https://en.wikipedia.org/wiki/Glencore,Worldwide,Public,1974; 51 years ago (1974)(as Marc Rich + Co AG),Marc Rich,"Baar, Switzerland(headquarters)London, United Kingdom(head office – oil & gas)Saint Helier, Jersey(registered office)","Commodities, metals and mining",Kalidas Madhavpeddi (Chairperson)Gary Nagle (CEO),US$(2.694) billion (2024),"150,000 (2024)",US$1.336 billion (2024),Ivan Glasenberg (9.52%)Qatar Holding LLC (8.22%)Aristotelis Mistakidis (3.10%),,"Metals and minerals, energy products",US$230.944 billion (2024),,US$130.460 billion (2024),US$35.660 billion (2024),LSE: GLENJSE: GLNFTSE 100 Component,glencore.com
,,Basic Materials,,,,,,,,,,,,,,Elementis,https://en.wikipedia.org/wiki/Elementis,,Public,1844; 181 years ago (1844),,"London, UK",Chemicals,"Andrew Duff, Chairman Paul Waterman Group Chief Executive",$(47.8) million (2024),"1,300 (2024)",$(26.6) million (2024),,,,$738.3 million (2024),,,,LSE: ELMFTSE 250 component,www.elementis.com
,,Utilities,,,,,,,,,,,,,,Centrica,https://en.wikipedia.org/wiki/Centrica,,Public limited company,17 February 1997; 28 years ago (1997-02-17),,"Windsor, Berkshire, England, UK",Utilities,Kevin O’Byrne(Chairman)Chris O'Shea(Group Chief Executive),£1.365 billion (2024),"20,000 (2024)",£1.552 billion (2024),,,,£23.836 billion (2024),See below,£18.733 billion (2024),£4.812 million (2024),LSE: CNAFTSE 100 component,www.centrica.com
,,Consumer Discretionary,,,,,,,,,,,,,,Caffyns,https://en.wikipedia.org/wiki/Caffyns,,,1865,William Morris Caffyn,United Kingdom,,,,,,,,Motor dealers,,,,,LSE: CFYN,www.caffynsplc.co.uk
,,Technology,,,,,,,,,,,,,,Shenwan Hongyuan,https://en.wikipedia.org/wiki/Shenwan_Hongyuan,,Public; state-owned enterprise,16 September 1996; 29 years ago (1996-09-16),,"Urumqi, Xinjiang, People's Republic of China",Financial services,Chu Xiaoming (Chairman),CN¥9.54 billion (FY 2021),"11,440 (FY 2021)",,,,,CN¥33.89 billion (FY 2021),,CN¥601.01 billion (FY 2021),CN¥107.06 billion (FY 2021),SZSE: 000166 (A share)SEHK: 6806 (H share)China Mainland All,www.swhygh.com
,,Energy,,,,,,,,,,,,,,Thorn Lighting,https://en.wikipedia.org/wiki/Thorn_Lighting,Worldwide,Private,29 March 1928,Sir Jules Thorn,"London, England",Lighting,,,"more than 1,000 (2015)",,,Zumtobel Group,Professional luminaires and controls,€109 million (2020),,,,,www.thornlighting.com
,,Consumer Discretionary,,,,,,,,,,,,,,YesAsia,https://en.wikipedia.org/wiki/YesAsia,Worldwide,,1998,"Joshua K. Lau, Priscilla Chu","Hong Kong, Japan, South Korea, United States","Online retail, B2C",,,,,,,"DVDs, music, books, electronics & gadgets, video games",,,,,,
,,Industrials,,,,,,,,,,,,,,Oxford Instruments,https://en.wikipedia.org/wiki/Oxford_Instruments,,Public limited company,1959,,"Abingdon, Oxfordshire","Top level markets include materials analysis, semiconductors, and healthcare and life science",Neil Carson (Chairman)Richard Tyson (CEO)Paul Fry (CFO),£50.7 million (2024),"2,244 (2024)",£80.3 million (2024),,,"Analysers Atomic force microscopes Cryogenic systems CT & MRI systems, maintenance & parts Electron spectroscopes Microanalysis systems Nanoindentation systems Nanomanipulation & nanofabrication Plasma, ALD & ion beam Raman microscopes Scanning probe microscopes Scientific cameras Spectrometers Superconducting magnets X-ray tubes and integrated sources",£470.4 million (2024),,,,LSE: OXIGFTSE 250 component,www.oxinst.com
,,Financials,,,,,,,,,,,,,,University of Leeds,https://en.wikipedia.org/wiki/University_of_Leeds,,Public,,,,,,,,,,,,,,,,,leeds.ac.uk
,,Industrials,,,,,,,,,,,,,,Innoscience,https://en.wikipedia.org/wiki/Innoscience,,Public,17 December 2015; 9 years ago (2015-12-17),Luo Weiwei,"Suzhou, Jiangsu, China",Semiconductors,Luo Weiwei (Chairperson)Wu Jingang (CEO),CN¥−1.10 billion (2023),,,,,,CN¥592.72 billion (2023),,CN¥4.59 billion (2023),CN¥1.96 billion (2023),SEHK: 2577,www.innoscience.com
,,Utilities,,,,,,,,,,,,,,United Utilities,https://en.wikipedia.org/wiki/United_Utilities,North West England,Public limited company,1995; 30 years ago (1995),,"Warrington, England, UK",Water industry,David Higgins (Chairperson)Philip Nevill Green (CEO),£264.7 million (2025),,£631.5 million (2025),,,Drinking waterRecycled wastewater,"£2,145.2 million (2025)",,,,LSE: UU.FTSE 100 Component,www.unitedutilities.com
,,Industrials,,,,,,,,,,,,,,Network International,https://en.wikipedia.org/wiki/Network_International,,Formerly Public,1994; 31 years ago (1994),,"Dubai, United Arab Emirates",Payment service provider,Ron Kalifa(Non-Executive Chairman)Nandan Mer(Chief Executive Officer),$66.5 million (2023),,$111.4 million (2023),Brookfield Asset Management,,,$490.1 million (2023),,,,Formerly LSE: NETW,www.network.ae
,,Utilities,,,,,,,,,,,,,,Sunac,https://en.wikipedia.org/wiki/Sunac,China,public,2003,Sun Hongbin,,Real estate,Sun Hongbin (Chairman),,"24,105",,,,,,,,,SEHK: 1918,sunac.com.cn
,,Energy,,,,,,,,,,,,,,Ceres Power,https://en.wikipedia.org/wiki/Ceres_Power,,Public,2001,,"Horsham, England, UK",Alternative Energy,"Warren Finegold, Chair Phil Caldwell, CEO",£(28.3) million (2024),,£(31.3) million (2024),,,,£51.9 million (2024),,,,LSE: CWR,www.ceres.tech
,,Health Care,,,,,,,,,,,,,,Innovent Biologics,https://en.wikipedia.org/wiki/Innovent_Biologics,,Public,"November 28, 2011; 14 years ago (2011-11-28)",Yu Dechao,"Suzhou Industrial Park, Suzhou, Jiangsu, China",Biopharmaceutical,Yu Dechao (Chairman & CEO),CN¥−94.63 million (2024),"5,659 (2024)",,,,,CN¥9.42 billion (2024),,CN¥21.60 billion (2024),CN¥13.12 billion (2024),SEHK: 1801,www.innoventbio.com
,,Real Estate,,,,,,,,,,,,,,Longfor Properties,https://en.wikipedia.org/wiki/Longfor_Properties,,,,,,,,,,,,,,,,,,,
,,Industrials,,,,,,,,,,,,,,University Circle Properties Development,https://en.wikipedia.org/wiki/University_Circle_Properties_Development,,,1968,Winston E. Willis,Cleveland Ohio,,,,,,,,,,,,,,
,,Consumer Discretionary,,,,,,,,,,,,,,Restaurant,https://en.wikipedia.org/wiki/Restaurant,,,,,,,,,,,,,,,,,,,
,,Basic Materials,,,,,,,,,,,,,,Experian,https://en.wikipedia.org/wiki/Experian,,Public,1996; 29 years ago (1996),,"Dublin, Ireland",Business services,Mike Rogers (Chairperson)Brian Cassin (CEO),US$1.203 billion (FY2024),"21,700 (2025)",US$1.928 billion (FY2024),,,,US$7.097 billion (FY2024),,US$11.712 billion (FY2024),US$4.669 billion (FY2024),LSE: EXPNFTSE 100 Component,www.experian.com
,,Energy,,,,,,,,,,,,,,Genel Energy,https://en.wikipedia.org/wiki/Genel_Energy,Iraqi Kurdistan,Public,2011 (2011),,London,Oil and gas industry,David McManus (Chairman) Paul Weir (CEO),,,,,,,,,,,LSE: GENL,www.genelenergy.com
,,Financials,,,,,,,,,,,,,,AJ Bell,https://en.wikipedia.org/wiki/AJ_Bell,,Public limited company,"1995 (1995) in Manchester, United Kingdom",Andrew James BellNicholas Littlefair,"Salford, United Kingdom, M5 3EE",Financial services,Fiona Clutterbuck (Chairman)Michael Summersgill (Chief Executive),£84.3 million (2024),"1,421 (2024)",£107.3 million (2024),,,SIPPISASSAS,£269.4 million (2024),,£288.9 million (2024),£204.0 million (2024),LSE: AJBFTSE 250 component,ajbell.co.uk
,,Health Care,,,,,,,,,,,,,,Sihuan Pharmaceutical,https://en.wikipedia.org/wiki/Sihuan_Pharmaceutical,,,,,,,,,,,,,,,,,,,
,,Real Estate,,,,,,,,,,,,,,Purplebricks,https://en.wikipedia.org/wiki/Purplebricks,,Public,2012,,"London , United Kingdom",Internet & Real Estate,"Paul Pindar (Non-Executive Chairman) Gillian Draper (CEO), Stephen Anthony Long (CFO)",,,-£9.4 million (2020),,,,£111.1 million (2020),,,,AIM: PURP,www.purplebricks.com
,,Real Estate,,,,,,,,,,,,,,Bodycote,https://en.wikipedia.org/wiki/Bodycote,,Public,1923,,"Macclesfield, Cheshire, United Kingdom",Engineering Services,Daniel Dayan (Chairman)Jim Fairbairn (CEO),£20.7 million (2024),"5,000 (2025)",£37.9 million (2024),,,,£757.1 million (2024),,,,LSE: BOYFTSE 250 component,bodycote.com
,,Industrials,,,,,,,,,,,,,,G4S,https://en.wikipedia.org/wiki/G4S,Worldwide,Subsidiary,July 2004,,"London, England, UK",Security,John Connolly (Chairman) Ashley Almanza (CEO),£(80) million (2019),"533,000 (2021)",£145 million (2019),,Allied Universal,,"£7,758 million (2019)","G4S Secure Solutions, Hashmira, Argenbright Security, Securicor, Ronco Consulting Corp., AMAG Technology, Wackenhut, Total Security Services",,,,g4s.com
,,Energy,,,,,,,,,,,,,,Mitie,https://en.wikipedia.org/wiki/Mitie,,Public,1987,,"London, United Kingdom",Facilities Management,"Derek Mapp, Chairman Phil Bentley, CEO",£130.9 million (2024),"72,000 (2025)",£210.2 million (2024),,,,£4.5107 billion (2024),,,,LSE: MTOFTSE 250 component,www.mitie.com/
,,Energy,,,,,,,,,,,,,,Bharat Petroleum,https://en.wikipedia.org/wiki/Bharat_Petroleum,,Public,24 January 1976; 49 years ago (1976-01-24),,"Mumbai, Maharashtra, India",Energy: Oil and gas,Sanjay Khanna (chairman & MD),"₹13,336 crore (US$1.6 billion) (2025)","8,506 permanent and 25,848 contractual (31 March 2024)","₹18,182 crore (US$2.2 billion) (2025)",,,Petroleum Natural gas LNG Lubricants Petrochemicals,"₹503,202 crore (US$60 billion) (2025)",Indraprastha Gas Limited Petronet LNG,"₹218,382 crore (US$26 billion) (2025)","₹81,384 crore (US$9.6 billion) (2025)",BSE: 500547NSE: BPCL,www.bharatpetroleum.in
,,Real Estate,,,,,,,,,,,,,,BBMG,https://en.wikipedia.org/wiki/BBMG,China,public,1996; 29 years ago (1996),,"22F, Tower D, Global Trade Center, 36 North 3rd Ring Road East, Beijing, China",Building Materials,Chairman: Mr. Jiang Weiping,,,,Beijing City Government (44.93%),BBMG Group,,,,,,SSE: 601992 (A share)SEHK: 2009 (H share),bbmg.com.cn
,,Energy,,,,,,,,,,,,,,CK Asset Holdings,https://en.wikipedia.org/wiki/CK_Asset_Holdings,,Public,As Cheung Kong Holdings in 1950; 75 years ago (1950)As CK Asset Holdings on 3 June 2015; 10 years ago (2015-06-03),,"7/F, Cheung Kong Center, 2 Queen's Road Central, Hong Kong",Property,Victor Li Tzar-kuoi (Chairman and Managing Director),,,,,,"real estate development and investment, aircraft leasing",,Cheung Kong Property Development LimitedCitybase Property Management LimitedGoodwell Property Management LimitedHarbour Plaza Hotel Management LimitedHutchison Property Group LimitedAccipiter Holdings Designated Activity Company,,,SEHK: 1113Hang Seng Index component,ckah.com
,,Real Estate,,,,,,,,,,,,,,Aveva,https://en.wikipedia.org/wiki/Aveva,Worldwide,Subsidiary,"1967; 58 years ago (1967) in Cambridge, UK",,"Cambridge, England, UK",Information Technology Technology consulting CAD/CAM Software Enterprise Asset Management Manufacturing Execution System Enterprise Solutions,Peter Herweck (Chairperson)Caspar Herzberg (CEO),£(62.6) million (2022),"6,500 (2022)",£(6.5) million (2022),,Schneider Electric (2023–present),,"£1,185.3 million (2022)",,"£6,670.5 million (2022)","£5,209.2 million (2022)",LSE: AVV (1996–2023),aveva.com
,,Real Estate,,,,,,,,,,,,,,China State Construction Engineering,https://en.wikipedia.org/wiki/China_State_Construction_Engineering,Worldwide,State-owned enterprise,1957; 68 years ago (1957),,"Beijing, China",Construction,Zheng Xuexuan (Chairman)(Party Secretary),US$ 4.4 billion (2023),"382,894 (2023)",,Central People's Government,,,US$ 320.4 billion (2023),China State Construction Engineering Corporation Limited (56.26%),US$ 410.1 billion (2023),,CSI A50,www.cscec.com.cn
,,Consumer Staples,,,,,,,,,,,,,,Britvic,https://en.wikipedia.org/wiki/Britvic,,Private,1938; 87 years ago (1938),,"Hemel Hempstead, England, UK",Soft drinks,,£125.8 million (2024 - plc),"4,808 (2024 - plc)",£250.9 million (2024 - plc),,Carlsberg Britvic,Licensee:7UpMountain DewPepsiGatoradeLipton,"£1,899 million (2024 - plc)",,,,,britvic.com
,,Real Estate,,,,,,,,,,,,,,Ocean Group International,https://en.wikipedia.org/wiki/Ocean_Group_International,Worldwide,,2005,Timur SardarovOliver Ripley,,,,,,,,,,,,,,,
,,Basic Materials,,,,,,,,,,,,,,Anglesey Mining,https://en.wikipedia.org/wiki/Anglesey_Mining,,,,Imperial Metals Corporation (Canada),United Kingdom,,,,,,,,Mining,,,,,LSE: AYM,angleseymining.co.uk
,,Consumer Staples,,,,,,,,,,,,,,Zhong Lun,https://en.wikipedia.org/wiki/Zhong_Lun,,,,,"Beijing, China",,Anthony Zhao (Managing Partner),,,,,,,US$654 million (2022),,,,,zhonglun.com
,,Technology,,,,,,,,,,,,,,Biffa,https://en.wikipedia.org/wiki/Biffa,United Kingdom,Private,"1912; 113 years ago (1912) in Wembley, London, England",Richard Henry Biffa,"High Wycombe, England",Waste management,Michael Topham (CEO),£(40.5) million (2021),"8,238 (2021)",£44.2 million (2021),Energy Capital Partners (2023–present),,,"£1,042.0 million (2021)",,,,LSE: BIFF (2016–2023),biffa.co.uk
,,Consumer Staples,,,,,,,,,,,,,,IQE,https://en.wikipedia.org/wiki/IQE,Global,Public,"1988; 37 years ago (1988) in Cardiff, Wales, UK",Drew NelsonMichael Scott,"Cardiff , United Kingdom",Semiconductors,Jutta Meier (CEO and CFO),£−74.5 million (2021),685 (end 2021),£−72.9 million (2021),,,Epitaxial wafers,£167.5 million (2021),,£296.1 million (2021),£175.1 million (2021),AIM: IQE,iqep.com
,,Health Care,,,,,,,,,,,,,,Synthomer,https://en.wikipedia.org/wiki/Synthomer,,Public,1863,,"London, England",Chemicals,Caroline Johnstone (Chair)Michael Willome (CEO),£(66.7) million (2024),"5,000 (2023)",£50.4 million (2024),,,,"£1,986.8 million (2024)",,,,LSE: SYNT,www.synthomer.com
,,Energy,,,,,,,,,,,,,,Reliance Industries,https://en.wikipedia.org/wiki/Reliance_Industries,Worldwide,Public,1958; 67 years ago (1958),Dhirubhai Ambani,"Mumbai, Maharashtra, India",Conglomerate,Mukesh Ambani (Chairman & Managing Director),"₹81,309 crore (US$9.6 billion) (2025)","347,362 (2024)",₹1.83 lakh crore (US$22 billion) (2025),Ambani family (51%),,PetroleumNatural gasChemicalPetrochemicalOil refiningRetailTelecommunicationsMediaEntertainment,₹9.98 lakh crore (US$120 billion) (2025),List Jio Platforms (67.03%)Reliance RetailJio-bp (51%)JioStar (16.34%)Network18 Group (56.89%)DEN Networks (78.62%)Hathway (71.95%)Alok Industries (75%)Reliance FoundationIndiawin SportsRelicordReliance Institute of Life SciencesReliance Industrial Infrastructure (45.43%)Sterling and Wilson Renewable EnergyReliance New Energy Ltd.Sikka Ports & Terminals LimitedRenewable Energy Corporation,₹19.50 lakh crore (US$230 billion) (2025),₹10.09 lakh crore (US$120 billion) (2025),BSE: 500325NSE: RELIANCELSE: RIGDBSE SENSEX constituentNSE NIFTY 50 constituent,www.ril.com
,,Industrials,,,,,,,,,,,,,,Marsh Supermarkets,https://en.wikipedia.org/wiki/Marsh_Supermarkets,"Central Indiana, Western Ohio",Private,"1931; 94 years ago (1931) in Muncie, Indiana",Ermal Marsh,"Indianapolis, Indiana",Retail (Grocery),"Tom O'Boyle, President and CEODon Marsh, Former President and CEO",,"9,000",,Sun Capital PartnersJT Grocery Consulting,,Grocery,,O'Malia's Food Markets (2001–2017)Village Pantry (1966–2007),,,,"marsh.net at the Wayback Machine (archived June 19, 2017)"
,,Utilities,,,,,,,,,,,,,,Northern Powergrid,https://en.wikipedia.org/wiki/Northern_Powergrid,North EastYorkshireNorth Lincolnshire,Subsidiary,1996,,"Newcastle Upon Tyne, UK",Energy,,,"2,700",,,Berkshire Hathaway Energy,,,Integrated Utility ServicesCalEnergy Resources Limited,,,,northernpowergrid.com
,,Technology,,,,,,,,,,,,,,Vaalco Energy,https://en.wikipedia.org/wiki/Vaalco_Energy,,Public company,1985; 40 years ago (1985),,"Houston, Texas, United States",Petroleum industry,"George W.M. Maxwell, CEOAndrew L. Fawthrop, ChairmanRon Bain, CFO",$81 million (2021),"117, including 80 in Gabon (2021)",,,,Petroleum,$199 million (2021),,$263 million (2021),$144 million (2021),NYSE: EGYRussell Microcap Index component,www.vaalco.com
,,Financials,,,,,,,,,,,,,,TP ICAP,https://en.wikipedia.org/wiki/TP_ICAP,,Public,1971,Derek Tullett,"London, England, UK",Banking,Richard Berliand (Chairman)Nicolas Breteau (CEO),£170 million (2024),,£236 million (2024),,,,"£2,253 million (2024)",,,,LSE: TCAPFTSE 250 component,tpicap.com/tpicap/
,,Consumer Discretionary,,,,,,,,,,,,,,Melco International Development,https://en.wikipedia.org/wiki/Melco_International_Development,"Hong Kong, Macau, Philippines, Cyprus",Listed company,1910; 115 years ago (1910) in British Hong Kong,,"Central, Hong Kong, China","Consumer discretionary – travel, leisure",Lawrence Ho(Chairman and CEO)Evan Winkler(President and Managing Director),,,,,,,,Melco Resorts & Entertainment Limited,,,SEHK: 200,www.melco-group.com
,,Technology,,,,,,,,,,,,,,China Coal Energy,https://en.wikipedia.org/wiki/China_Coal_Energy,China,Public,2006,,"Beijing, China",Coal mining,Wang An (Chairman),,,,,China National Coal Group (58.36%),Coal,,,,,SSE: 601898 (A share)SEHK: 1898 (H share),chinacoalenergy.com
,,Financials,,,,,,,,,,,,,,Trian Partners,https://en.wikipedia.org/wiki/Trian_Partners,,Private,2005; 20 years ago (2005),Nelson PeltzPeter W. MayEd Garden,"New York City, United States",Investment management,Nelson Peltz (CEO)Peter W. May (President),,50 (2023),,,,,,,,,,trianpartners.com
,,Real Estate,,,,,,,,,,,,,,CVC Capital Partners,https://en.wikipedia.org/wiki/CVC_Capital_Partners,,Public,1981; 44 years ago (1981),Rolly van Rappard,"St Helier, Jersey",Private equity,Rob Lucas (Chief Executive and Managing Partner)Rolly van Rappard (co-chair),,c. 850 (2023),,,,Private equityCreditSecondariesInfrastructure,,,,,Euronext Amsterdam: CVC,cvc.com
,,Financials,,,,,,,,,,,,,,Fidelity International,https://en.wikipedia.org/wiki/Fidelity_International,,Private,1969,"Edward Johnson, III","Pembroke, Bermuda",Financial services,Abigail Johnson (Chairman)Anne Richards (Vice Chairman)Keith Metters (President),,"8,400+ (2020)",,,,"Investment management, mutual funds, ISAs, Pensions, Fund platforms",,Eight Roads Ventures,,,,www.fidelityinternational.com
,,Energy,,,,,,,,,,,,,,EnQuest,https://en.wikipedia.org/wiki/EnQuest,,Public limited company,6 April 2010,,"London, England",Oil and gas industry,James Buckee (Chairman)Amjad Bseisu (CEO),$93.8 million (2024),,$311.5 million (2024),,,Petroleum exploration and production,"$1,180.7 million (2024)",,,,"LSE: ENQ,",www.enquest.co.uk
,,Consumer Staples,,,,,,,,,,,,,,Melrose Industries,https://en.wikipedia.org/wiki/Melrose_Industries,,Public limited company,2003,Christopher MillerDavid RoperSimon Peckham,"Birmingham, England, UK",Aerospace,Justin Dowley (Chairperson)Peter Dilnot (CEO),£(49) million (2024),"16,000 (2025)",£(4) million (2024),,,,"£3,468 million (2024)",GKN Aerospace,,,LSE: MROFTSE 100 component,melroseplc.net
,,Basic Materials,,,,,,,,,,,,,,Empyrean Technology,https://en.wikipedia.org/wiki/Empyrean_Technology,,Public; State-owned enterprise,"May 26, 2009; 16 years ago (2009-05-26)",Liu Weiping,"Beijing, China",SemiconductorsSoftware,Liu Weiping (Chairman)Yang Xiaodong (CEO),CN¥200.35 million (2023),"1,023 (2023)",,,,,CN¥1.01 billion (2023),,CN¥5.54 billion (2023),CN¥4.78 billion (2023),SZSE: 301269,www.empyrean.com.cn
,,Basic Materials,,,,,,,,,,,,,,Greggs,https://en.wikipedia.org/wiki/Greggs,,Public,"1939; 86 years ago (1939) in Gosforth, Newcastle upon Tyne, England",John Gregg,Newcastle upon Tyne,Food (Food on the go),Ian Durant (group chairman)Roisin Currie (Chief Executive),£153.4 million (2024),"32,000 (2024)",£195.3 million (2024),,,Sausage rollsPastriesPizzasSandwichesCakesBaguettes,"£2,014.4 million (2024)",,,,LSE: GRGFTSE 250 component,greggs.co.uk
