Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
Hong Kong,"China Motor Bus Company, Limited",Real Estate,,,,,,,26.0,Current,ARNETT Lynne Jane,Independent Non Executive Director,,2024-09-06,,China International Marine Containers,https://en.wikipedia.org/wiki/China_International_Marine_Containers,Worldwide,Private company,14 January 1980,Yuan Geng,"Shekou, Shenzhen, Guangdong, China",Shipping and logistics,Legal Representative and Chairman:Sia Li Jianhong,RMB 2.18 billion (2013),"57,686 (as of 31 December 2013)",,China Merchants GroupChina COSCO Shipping,,,RMB 57.874 billion (2013),,,,SZSE: 000039 (A share)SEHK: 2039 (H share)SZSE 200 Component (A),www.cimc.com
Hong Kong,"C&D Property Management Group Co., Ltd",Real Estate,,,,,,,2156.0,Current,HUANG Dang Hui,Executive Director,CEO,2020-09-22,,Liontrust Asset Management,https://en.wikipedia.org/wiki/Liontrust_Asset_Management,,Public limited company,2 August 1994; 31 years ago (1994-08-02),,"London, England",Investment management,Luke Savage(Chairman)John Ions(Chief Executive),£(3.5) million (2024),,£(1.8) million (2024),,,Asset Management services,£197.9 million (2024),,,,LSE: LIOFTSE 250 Component,liontrust.co.uk
Hong Kong,Sunac China Holdings Limited,Real Estate,,,,,,,1918.0,Current,HUANG Shu Ping,Executive Director,,2016-11-24,,HKR International,https://en.wikipedia.org/wiki/HKR_International,,Public,"May 25, 1973; 52 years ago (1973-05-25) in Hong Kong",Dr. Cha Chi Ming,"23/F, China Merchants Tower Shun Tak Centre, 168 Connaught Road, Central, Hong Kong",Conglomerate,,,,,,,,,,,,SEHK: 480,http://www.hkri.com/
London,NEWRIVER REIT PLC,Real Estate,2016-8-18 0:00,United Kingdom,Europe,MAIN MARKET,No,194.49,,,,,,,,NewRiver,https://en.wikipedia.org/wiki/NewRiver,,REIT,2009,,"London, England, UK",Property,Margaret Ford (Chairman)Allan Lockhart (CEO),£3.0 million (2024),,£26.8 million (2024),,,,£65.0 million (2024),,,,LSE: NRR,www.nrr.co.uk
Hong Kong,Sino-Ocean Group Holding Limited,Real Estate,,,,,,,3377.0,Current,CHAI Juan,Executive Director,,2023-06-26,,Ocean Group International,https://en.wikipedia.org/wiki/Ocean_Group_International,Worldwide,,2005,Timur SardarovOliver Ripley,,,,,,,,,,,,,,,
Hong Kong,New City Development Group Limited,Real Estate,,,,,,,456.0,Current,CHAN Yiu Tung Anthony,Independent Non Executive Director,,2002-08-01,,University Circle Properties Development,https://en.wikipedia.org/wiki/University_Circle_Properties_Development,,,1968,Winston E. Willis,Cleveland Ohio,,,,,,,,,,,,,,
Hong Kong,Sunac Services Holdings Limited,Real Estate,,,,,,,1516.0,Current,CAO Hong Ling,Executive Director,CEO,2019-01-10,,Proton Holdings,https://en.wikipedia.org/wiki/Proton_Holdings,Mainly Malaysia See Overseas Operations for the company's overseas presence,Joint venture,7 May 1983; 42 years ago (7 May 1983),Mahathir Mohamad,"Shah Alam, Selangor, Malaysia",Automotive,Tan Sri Syed Faisal Albar (chairman)Dr. Li Chunrong (CEO)Dato' Abdul Rashid Musa (deputy CEO),,"12,000",,,,Automobiles,RM8.0 billion (2020),Proton R3,,,,proton.com
Hong Kong,Wharf Real Estate Investment Company Limited,Real Estate,,,,,,,1997.0,Current,AU Siu Kee Alexander,Independent Non Executive Director,,2017-10-23,,University Circle Properties Development,https://en.wikipedia.org/wiki/University_Circle_Properties_Development,,,1968,Winston E. Willis,Cleveland Ohio,,,,,,,,,,,,,,
London,ARRICANO REAL ESTATE PLC,Real Estate,2013-9-12 0:00,Cyprus,Europe,AIM,Yes,23.96,,,,,,,,Hibernia Real Estate Group,https://en.wikipedia.org/wiki/Hibernia_Real_Estate_Group,,,2013; 12 years ago (2013),,"Dublin, Ireland",,"Tom Edwards-Moss, CEOKevin Nowlan, Co-founder and former CEO Frank O'Neil, Chief operating officerDaniel Kitchen, Chairman",,,,Brookfield Asset Management (2022–present),,Real estate portfolios,,,,,,www.hiberniareg.com
Hong Kong,Hopson Development Holdings Limited,Real Estate,,,,,,,754.0,Current,AU Wai Kin,Executive Director,,1997-07-28,,Hopson Development,https://en.wikipedia.org/wiki/Hopson_Development,People's Republic of China,Privately held company,1992,,"Chaoyang District, Beijing, People's Republic of China",Real estate,Chairman: Mr. Zhu Mengyi,,"7,001",,,,,,,,,SEHK: 754,Hopson Development Holdings Limited
Hong Kong,Overseas Chinese Town (Asia) Holdings Limited,Real Estate,,,,,,,3366.0,Current,CHU Wing Yiu,Independent Non Executive Director,,2019-06-19,,Overseas Chinese Town Enterprises,https://en.wikipedia.org/wiki/Overseas_Chinese_Town_Enterprises,China,State-owned enterprise,1985,,"Shenzhen, China",Tourism and Culture,,,,,State Council of China (100%),,,"110,348,810,000 renminbi (2018)",Overseas Chinese Town (53.47%)Konka Group (29.99%)OCT Bay (100%),,,,www.chinaoct.com
Hong Kong,"China Vanke Co., Ltd.",Real Estate,,,,,,,2202.0,Current,HU Guo Bin,Non Executive Director,,2020-06-30,,Shenwan Hongyuan,https://en.wikipedia.org/wiki/Shenwan_Hongyuan,,Public; state-owned enterprise,16 September 1996; 29 years ago (1996-09-16),,"Urumqi, Xinjiang, People's Republic of China",Financial services,Chu Xiaoming (Chairman),CN¥9.54 billion (FY 2021),"11,440 (FY 2021)",,,,,CN¥33.89 billion (FY 2021),,CN¥601.01 billion (FY 2021),CN¥107.06 billion (FY 2021),SZSE: 000166 (A share)SEHK: 6806 (H share)China Mainland All,www.swhygh.com
Hong Kong,Powerlong Real Estate Holdings Limited,Real Estate,,,,,,,1238.0,Current,AU YEUNG Po Fung,Independent Non Executive Director - A/F,,2025-08-01,,Hibernia Real Estate Group,https://en.wikipedia.org/wiki/Hibernia_Real_Estate_Group,,,2013; 12 years ago (2013),,"Dublin, Ireland",,"Tom Edwards-Moss, CEOKevin Nowlan, Co-founder and former CEO Frank O'Neil, Chief operating officerDaniel Kitchen, Chairman",,,,Brookfield Asset Management (2022–present),,Real estate portfolios,,,,,,www.hiberniareg.com
Hong Kong,Anhui Conch Cement Company Limited,Real Estate,,,,,,,914.0,Current,FAN Zhan,Executive Director,,2025-05-29,,Anhui Conch Cement,https://en.wikipedia.org/wiki/Anhui_Conch_Cement,People's Republic of China,public,1997,,"Wuhu, Anhui, People's Republic of China",Cement production and sales,Chairman: Mr. Guo Wensan,,,,Conch Holdings (36.78%)Conch Venture Investment (5.41%)China Securities Finance (3.15%)Central Huijin (1.33%)National Social Security Fund (1.02%),,,,,,,SSE: 600585 (A share)SEHK: 914 (H share)CSI A50,conch.cn
London,HUNTERS PROPERTY PLC,Real Estate,2015-7-2 0:00,United Kingdom,Europe,AIM,No,17.56,,,,,,,,Kingdee,https://en.wikipedia.org/wiki/Kingdee,,Public,"August 8, 1993; 32 years ago (1993-08-08)",Xu Shaochun,"Shenzhen, China",Software,Xu Shaochun (Chairman & CEO),,,,,,"Cloud computing, enterprise software",,,,,SEHK: 268,www.kingdee.com
Hong Kong,SOHO China Limited,Real Estate,,,,,,,410.0,Current,HUANG Jing Sheng,Independent Non Executive Director,,2018-08-01,,SOHO China,https://en.wikipedia.org/wiki/SOHO_China,People's Republic of China,Public,1995,Pan ShiyiZhang Xin,"Beijing, People's Republic of China (de facto)Cayman Islands (Incorporated Office)",Real estate,Pan Shiyi (Chairman)Zhang Xin (CEO),RMB543.466 Million (Fiscal Year Ended 31 December 2020),,RMB1.600 Billion (Fiscal Year Ended 31 December 2020),,,,RMB2.191 Billion (Fiscal Year Ended 31 December 2020),,RMB70.704 Billion (Fiscal Year Ended 31 December 2020),RMB37.547 Billion (Fiscal Year Ended 31 December 2020),SEHK: 410,www.sohochina.com
Hong Kong,"Financial Street Property Co., Limited",Real Estate,,,,,,,1502.0,Current,GUO Ming Ming,Non Executive Director,,2024-10-10,,40 Wall Street,https://en.wikipedia.org/wiki/40_Wall_Street,,,,,,,,,,,40 Wall Street Holdings Corp,,,,,,,,
Hong Kong,Hang Lung Properties Limited,Real Estate,,,,,,,101.0,Current,CHAN Ka Ching Andrew,Independent Non Executive Director,,2015-12-24,,Focusrite,https://en.wikipedia.org/wiki/Focusrite,,,1985; 40 years ago (1985),Rupert Neve,"Windsor House, Turnpike Rd, Cressex Business Park, High Wycombe, Buckinghamshire, England","Electronics, Professional Audio",Phil Dudderidge,,,,,,,,Focusrite Audio Engineering Limited (with subsidiaries Focusrite Novation Inc and Focusrite Novation Asia Limited)ADAM Audio GmbHMartin Audio LimitedNovationSequential,,,,focusriteplc.comfocusrite.compro.focusrite.comadam-audio.commartin-audio.comnovationmusic.comampifymusic.com
Hong Kong,Guoco Group Limited,Real Estate,,,,,,,53.0,Current,BROUGH Paul Jeremy,Independent Non Executive Director,,2021-11-08,,SimiGon,https://en.wikipedia.org/wiki/SimiGon,,Public,1998,,"North American HQ in Orlando, Florida",computer simulation,"Ofir Baharav, President and CEO",,,,,,"SIMbox, AirBook, AirTrack, KnowBook",US$10 million (2013),,,,LSE: SIM,www.simigon.com
London,SAVILLS PLC,Real Estate,2006-5-11 0:00,United Kingdom,Europe,MAIN MARKET,No,1189.57,,,,,,,,Savills,https://en.wikipedia.org/wiki/Savills,,Public limited company,1855; 170 years ago (1855),,"33 Margaret Street, London, W1G 0JD",Real estate,Stacey Cartwright (Chairperson) Mark Ridley (CEO) Simon Shaw (CFO),£52.9 million (2024),,£73.8 million (2024),,,,"£2,404.0 million (2024)",,,,LSE: SVSFTSE 250 component,savills.co.uk
Hong Kong,MOS House Group Limited,Real Estate,,,,,,,1653.0,Current,HUI Chun Tak,Independent Non Executive Director - A/F,,2021-12-08,,Lever House,https://en.wikipedia.org/wiki/Lever_House,,,,,,,,,,,"Brookfield Properties, WatermanClark",,,,,,,,
London,HARWORTH GROUP PLC,Real Estate,1994-12-30 0:00,United Kingdom,Europe,MAIN MARKET,No,292.8,,,,,,,,Hwange Colliery,https://en.wikipedia.org/wiki/Hwange_Colliery,,Open Cast and underground coal mine,1899,,Hwange,Mining,,,,,,,Coal,,,,,ZSE: HCCL,http://hwangecolliery.co.zw
Hong Kong,Nanyang Holdings Limited,Real Estate,,,,,,,212.0,Current,CHEN Jennie,Executive Director,,2003-09-04,,Shenzhen,https://en.wikipedia.org/wiki/Shenzhen,,,,,,,,,,,,,,,,,,,sz.gov.cnsz.gov.cn/en
Hong Kong,SEA Holdings Limited,Real Estate,,,,,,,251.0,Current,CHAN Kwok Wai,Independent Non Executive Director - A/F,,2019-06-01,,Sea Holdings,https://en.wikipedia.org/wiki/Sea_Holdings,,Listed,1956,Lu Chu-mang,Bermuda(registered office)Hong Kong(de facto),Property,Lu Wing-Chi(chairman)Lambert Lu(CEO),,,,,,,,,,,SEHK: 251,www.seagroup.com.hk
Hong Kong,Hang Lung Group Limited,Real Estate,,,,,,,10.0,Current,CHAN Lok Chung Gerald,Non Executive Director,,1986-11-25,,Focusrite,https://en.wikipedia.org/wiki/Focusrite,,,1985; 40 years ago (1985),Rupert Neve,"Windsor House, Turnpike Rd, Cressex Business Park, High Wycombe, Buckinghamshire, England","Electronics, Professional Audio",Phil Dudderidge,,,,,,,,Focusrite Audio Engineering Limited (with subsidiaries Focusrite Novation Inc and Focusrite Novation Asia Limited)ADAM Audio GmbHMartin Audio LimitedNovationSequential,,,,focusriteplc.comfocusrite.compro.focusrite.comadam-audio.commartin-audio.comnovationmusic.comampifymusic.com
London,CIRCLE PROPERTY PLC,Real Estate,2016-2-16 0:00,Jersey,Europe,AIM,No,44.57,,,,,,,,SenseTime,https://en.wikipedia.org/wiki/SenseTime,"Computer vision, deep learning, face recognition, object detection, autonomous driving, smart cities, mobile apps, fintech, education",Public; partly state-owned,October 2014; 11 years ago (October 2014),Tang Xiao'ou Xu Li,"Science Park, Hong Kong",Artificial intelligence,,,"3,000 (2019)",,,China Internet Investment Fund,,,,,,SEHK: 20,www.sensetime.com
Hong Kong,China State Construction International Holdings Limited,Real Estate,,,,,,,3311.0,Current,CHAN Fan Frank,Independent Non Executive Director,,2024-06-06,,China State Construction Engineering,https://en.wikipedia.org/wiki/China_State_Construction_Engineering,Worldwide,State-owned enterprise,1957; 68 years ago (1957),,"Beijing, China",Construction,Zheng Xuexuan (Chairman)(Party Secretary),US$ 4.4 billion (2023),"382,894 (2023)",,Central People's Government,,,US$ 320.4 billion (2023),China State Construction Engineering Corporation Limited (56.26%),US$ 410.1 billion (2023),,CSI A50,www.cscec.com.cn
Hong Kong,HKR International Limited,Real Estate,,,,,,,480.0,Current,CHA Mou Daid Johnson,Non Executive Director,,2004-12-02,,Sunac,https://en.wikipedia.org/wiki/Sunac,China,public,2003,Sun Hongbin,,Real estate,Sun Hongbin (Chairman),,"24,105",,,,,,,,,SEHK: 1918,sunac.com.cn
London,BMO REAL ESTATE INVESTMENTS LIMITED,Real Estate,2004-6-1 0:00,Guernsey,Europe,MAIN MARKET,No,133.83,,,,,,,,Hibernia Real Estate Group,https://en.wikipedia.org/wiki/Hibernia_Real_Estate_Group,,,2013; 12 years ago (2013),,"Dublin, Ireland",,"Tom Edwards-Moss, CEOKevin Nowlan, Co-founder and former CEO Frank O'Neil, Chief operating officerDaniel Kitchen, Chairman",,,,Brookfield Asset Management (2022–present),,Real estate portfolios,,,,,,www.hiberniareg.com
London,LOK'N STORE GROUP PLC,Real Estate,2000-6-28 0:00,United Kingdom,Europe,AIM,No,155.42,,,,,,,,Biffa,https://en.wikipedia.org/wiki/Biffa,United Kingdom,Private,"1912; 113 years ago (1912) in Wembley, London, England",Richard Henry Biffa,"High Wycombe, England",Waste management,Michael Topham (CEO),£(40.5) million (2021),"8,238 (2021)",£44.2 million (2021),Energy Capital Partners (2023–present),,,"£1,042.0 million (2021)",,,,LSE: BIFF (2016–2023),biffa.co.uk
Hong Kong,Sun Hung Kai Properties Limited,Real Estate,,,,,,,16.0,Current,CHAN Hong Ki Robert,Executive Director,,2022-08-23,,Thorn Lighting,https://en.wikipedia.org/wiki/Thorn_Lighting,Worldwide,Private,29 March 1928,Sir Jules Thorn,"London, England",Lighting,,,"more than 1,000 (2015)",,,Zumtobel Group,Professional luminaires and controls,€109 million (2020),,,,,www.thornlighting.com
Hong Kong,Standard Development Group Limited,Real Estate,,,,,,,1867.0,Current,LIU Zhan Cheng,Executive Director,"Chairman, CEO",2021-05-20,,Advanced Energy,https://en.wikipedia.org/wiki/Advanced_Energy,Worldwide,Public,"1981; 44 years ago (1981), in Fort Collins, Colorado",,"Denver, Colorado, US, WW headquarters",thin-film renewables (solar and glass): semiconductorFlat panel display and OEDHigh-brightness LED (HBLED)SolarData storageArchitectural glassIndustrial coatingAnalytical instrumentsMedical equipmentTelecommunications networkAerospaceAutomotiveFood industryIntrinsically safeMetrologyOil and gasPharmaceuticalPlasticsResearch and others,"Steve Kelley (president & CEO)Paul Oldham (executive vice president & CFO)Eduardo Bernal (EVP and COO)Tom McGimpsey (EVP and general counsel)Rory O’Byrne (SVP & chief people officer)Randy Heckman (SVP and CTO)Juergen Braun (SVP, Plasma Power Products)John Donaghey (SVP and global head of sales)Kevin Fairbairn (SVP, corporate development)Peter Gillespie (SVP of strategic and corporate marketing)Emdrem Tan (SVP High Volume Products)John Williams (SVP, industrial and medical products)",US$ 244.8 Million (FY 2022),"~12,000 (end of FY 2022)",US$ $299.5 Million (FY 2022),,,"High and low voltage power systemsthermal measuring instrumentsplasma power generatorsremote plasma sources, electrostatic productsAC-DC and DC-DC power suppliesthyristor power controlsglobal support servicesDigital Thermometers and Temperature Probes & SensorsIntrinsically Safe Test & Measuring InstrumentsHumidity Measurement InstrumentsMicrowave & RF InstrumentsLCR MetersOhmmetersGrounding & Bonding InstrumentsSignal Source & Waveform AmplifiersRatio Standards and Electrical Safety Instruments",US$ 1.85 Billion (FY 2022),SL Power Electronics,"US$ 1,992.2 Million (end of FY 2022)","US$1,066.3 Million (end of FY 2022)",Nasdaq: AEISS&P 600 component,advancedenergy.com
London,SHAFTESBURY PLC,Real Estate,1987-10-20 0:00,United Kingdom,Europe,MAIN MARKET,No,1398.75,,,,,,,,Lever House,https://en.wikipedia.org/wiki/Lever_House,,,,,,,,,,,"Brookfield Properties, WatermanClark",,,,,,,,
London,UK COMMERCIAL PROPERTY REIT LIMITED,Real Estate,2006-9-22 0:00,Guernsey,Europe,MAIN MARKET,No,886.2,,,,,,,,Sea Holdings,https://en.wikipedia.org/wiki/Sea_Holdings,,Listed,1956,Lu Chu-mang,Bermuda(registered office)Hong Kong(de facto),Property,Lu Wing-Chi(chairman)Lambert Lu(CEO),,,,,,,,,,,SEHK: 251,www.seagroup.com.hk
London,BIG YELLOW GROUP PLC,Real Estate,2002-6-7 0:00,United Kingdom,Europe,MAIN MARKET,No,1933.58,,,,,,,,Blue Prism,https://en.wikipedia.org/wiki/Blue_Prism,,Subsidiary,26 July 2001; 24 years ago (2001-07-26),David MossAlastair Bathgate,"Warrington, UK",Software,,,"1,005 (2020)",,,SS&C Technologies,RPA toolsAutomation tools,£141.4 million (2020),,,,,www.blueprism.com
Hong Kong,Sino Land Company Limited,Real Estate,,,,,,,83.0,Current,ARCULLI Ronald Joseph,Non Executive Director,,2005-07-01,,Proton Holdings,https://en.wikipedia.org/wiki/Proton_Holdings,Mainly Malaysia See Overseas Operations for the company's overseas presence,Joint venture,7 May 1983; 42 years ago (7 May 1983),Mahathir Mohamad,"Shah Alam, Selangor, Malaysia",Automotive,Tan Sri Syed Faisal Albar (chairman)Dr. Li Chunrong (CEO)Dato' Abdul Rashid Musa (deputy CEO),,"12,000",,,,Automobiles,RM8.0 billion (2020),Proton R3,,,,proton.com
London,PURPLEBRICKS GROUP PLC,Real Estate,2015-12-17 0:00,United Kingdom,Europe,AIM,No,176.11,,,,,,,,Purplebricks,https://en.wikipedia.org/wiki/Purplebricks,,Public,2012,,"London , United Kingdom",Internet & Real Estate,"Paul Pindar (Non-Executive Chairman) Gillian Draper (CEO), Stephen Anthony Long (CFO)",,,-£9.4 million (2020),,,,£111.1 million (2020),,,,AIM: PURP,www.purplebricks.com
Hong Kong,China State Construction Development Holdings Limited,Real Estate,,,,,,,830.0,Current,CHAN Man Ki Maggie,Independent Non Executive Director,,2022-07-01,,China Power Clean Energy Development,https://en.wikipedia.org/wiki/China_Power_Clean_Energy_Development,,,2006 in Bermuda (legal domicile),,"Hong Kong, China","Electricity, renewable energy",Wang Binghua (Chairman)Wang Zhongtang (CEO),,,,,State Power Investment Corporation,Electric power,,,,,SEHK: 735,www.cpne.com.hk
Hong Kong,Longfor Group Holdings Limited,Real Estate,,,,,,,960.0,Current,CHAN Chi On Derek,Independent Non Executive Director - A/F,,2009-11-01,,SenseTime,https://en.wikipedia.org/wiki/SenseTime,"Computer vision, deep learning, face recognition, object detection, autonomous driving, smart cities, mobile apps, fintech, education",Public; partly state-owned,October 2014; 11 years ago (October 2014),Tang Xiao'ou Xu Li,"Science Park, Hong Kong",Artificial intelligence,,,"3,000 (2019)",,,China Internet Investment Fund,,,,,,SEHK: 20,www.sensetime.com
Hong Kong,CK Asset Holdings Limited,Real Estate,,,,,,,1113.0,Current,BRADLEY Edward Stephen,Independent Non Executive Director,,2020-11-30,,Atlas Venture,https://en.wikipedia.org/wiki/Atlas_Venture,,Private,1980,Michiel de Haan,"Cambridge, Massachusetts, U.S.",Venture Capital,Kevin BittermanBruce BoothJean-Francois FormelaMichael GladstoneDavid Grayzel Jason Rhodes,,29,,,,venture capital funds,,,,,,www.atlasventure.com
London,CARDIFF PROPERTY PLC,Real Estate,1947-6-18 0:00,United Kingdom,Europe,MAIN MARKET,No,20.61,,,,,,,,Aveva,https://en.wikipedia.org/wiki/Aveva,Worldwide,Subsidiary,"1967; 58 years ago (1967) in Cambridge, UK",,"Cambridge, England, UK",Information Technology Technology consulting CAD/CAM Software Enterprise Asset Management Manufacturing Execution System Enterprise Solutions,Peter Herweck (Chairperson)Caspar Herzberg (CEO),£(62.6) million (2022),"6,500 (2022)",£(6.5) million (2022),,Schneider Electric (2023–present),,"£1,185.3 million (2022)",,"£6,670.5 million (2022)","£5,209.2 million (2022)",LSE: AVV (1996–2023),aveva.com
Hong Kong,Wah Wo Holdings Group Limited,Real Estate,,,,,,,9938.0,Current,CHAN Fai,Executive Director,,2018-05-18,,SThree,https://en.wikipedia.org/wiki/SThree,,Public,1986,,"London, UK",Recruitment,"Timo Lehne, CEOAndrew Beach, CFO",£49.7 million (2024),,£66.2 million (2024),,,,"£1,492.9 million (2024)",,,,LSE: STEM,www.sthree.com
Hong Kong,Magnus Concordia Group Limited,Real Estate,,,,,,,1172.0,Current,LIU Ying Shun,Independent Non Executive Director - A/F,,2022-11-25,,SolGold,https://en.wikipedia.org/wiki/SolGold,Ecuador,Public limited company,,,"Zug, Switzerland",Copper miningGold mining,Dan Vujcic (CEO)Chris Stackhouse (CFO)Ryan Wilson (Company Secretary) Chris Robinson (VP Corporate Affairs & Communications),,,,,,,,,,,LSE: SOLG,www.solgold.com
London,ADAMS PLC,Real Estate,2005-7-26 0:00,Isle of Man,Europe,AIM,No,5.26,,,,,,,,SolGold,https://en.wikipedia.org/wiki/SolGold,Ecuador,Public limited company,,,"Zug, Switzerland",Copper miningGold mining,Dan Vujcic (CEO)Chris Stackhouse (CFO)Ryan Wilson (Company Secretary) Chris Robinson (VP Corporate Affairs & Communications),,,,,,,,,,,LSE: SOLG,www.solgold.com
Hong Kong,Noble Engineering Group Holdings Limited,Real Estate,,,,,,,8445.0,Current,CHUNG Lai Ling,Independent Non Executive Director,,2017-09-11,,Noble Automotive,https://en.wikipedia.org/wiki/Noble_Automotive,,Private,1999 in Leeds,Lee Noble,"Leicester, England",Automotive,Peter Boutwood – MD,,8,,Bowei Liu,,Sports cars,,,,,,www.noblecars.com
Hong Kong,Wang On Properties Limited,Real Estate,,,,,,,1243.0,Current,CHAN Ho Wah Terence,Independent Non Executive Director - A/F,,2022-12-01,,Wen Wei Po,https://en.wikipedia.org/wiki/Wen_Wei_Po,,daily newspaper; state media,9 September 1948,,"Aberdeen, Hong Kong",,,,,,Liaison Office of the Central Government,,,,,,,,www.wenweipo.com
Hong Kong,China SCE Group Holdings Limited,Real Estate,,,,,,,1966.0,Current,CHENG Hiu Lok,Executive Director,,2009-08-12,,China Hongqiao Group,https://en.wikipedia.org/wiki/China_Hongqiao_Group,,Public,1994,Zhang Shiping,"Hong Kong (registered); Binzhou, Shandong (principal operations)",Aluminium,Zhang Bo (chairman and chief executive),"10,496,100,000 Malaysian ringgit (2020)","42,445 (2020)","19,355,200,000 renminbi (2020)",,Shandong Weiqiao Pioneering Group,,"86,145,130,000 renminbi (2020)",,"181,532,700,000 renminbi (2020)",,SEHK: 1378,en.hongqiaochina.com
Hong Kong,Agile Group Holdings Limited,Real Estate,,,,,,,3383.0,Current,CHAN Cheuk Hei,Non Executive Director,,2014-03-28,,Agile Property,https://en.wikipedia.org/wiki/Agile_Property,People's Republic of China,Public company,1985,,"Tianhe District, Guangzhou, Guangdong, People's Republic of China",Real estate,"Chairman: Mr. Chen Zhuolin Vice-Chairlady and Co-President: Ms. Luk Sin Fong, Fion Vice-Chairman and Co-President: Mr. Chan Cheuk Yin Executive Director and Senior Vice-President: Mr. Chan Cheuk Hung, Mr. Chan Cheuk Nam, Mr. Chan Cheuk Hei",,,,,,,,,,,,Agile Property Holdings
Hong Kong,Great Wall Pan Asia Holdings Limited,Real Estate,,,,,,,583.0,Current,LI Li Hua,Independent Non Executive Director,,2025-03-15,,History of education in China,https://en.wikipedia.org/wiki/History_of_education_in_China,,,,,,,,,,,,,,,,,,,
London,LONDONMETRIC PROPERTY PLC,Real Estate,2010-10-1 0:00,United Kingdom,Europe,MAIN MARKET,No,1960.36,,,,,,,,Beijing Benz,https://en.wikipedia.org/wiki/Beijing_Benz,China,Joint venture,"August 8, 2005; 20 years ago (2005-08-08)",,"Beijing, China",Automotive,Arno van der Merwe (CEO),,"20,000 total",,BAIC Motor (51%)Mercedes-Benz Group (49%),,Automobiles,,,,,,bbac.com.cn
London,TRITAX EUROBOX PLC,Real Estate,2018-7-9 0:00,United Kingdom,Europe,MAIN MARKET,No,376.23,,,,,,,,Tritax EuroBox,https://en.wikipedia.org/wiki/Tritax_EuroBox,,Public limited company,2018; 7 years ago (2018),,"London, United Kingdom",Property investment,Richard Orr (Chairman),€(229.79) million (2023) (2023),,€(238.77) million (2023) (2023),,Brookfield Asset Management,,€79.9 million (2023),,,,LSE: EBOX,www.tritaxeurobox.co.uk
Hong Kong,"Miramar Hotel and Investment Company, Limited",Real Estate,,,,,,,71.0,Current,AU Siu Kee Alexander,Independent Non Executive Director - A/F,,2020-12-01,,Rosewood Hotel Group,https://en.wikipedia.org/wiki/Rosewood_Hotel_Group,Worldwide,Subsidiary,2005; 20 years ago (2005) in Hong Kong,New World China Land,British Virgin Islands(registered office)Hong Kong(de facto),Hospitality,Sonia Cheng (CEO),,,,,Chow Tai Fook Enterprises,,,New World Hotels & ResortsRosewood Hotels & Resorts,,HK$1.934 billion (31 March 2015),,rosewoodhotelgroup.com
London,HOME REIT PLC,Real Estate,2020-10-12 0:00,United Kingdom,Europe,MAIN MARKET,No,239.01,,,,,,,,Winning Team Publishing,https://en.wikipedia.org/wiki/Winning_Team_Publishing,,,,,,,,,,,,,,,,,,,
London,HELICAL PLC,Real Estate,1957-7-4 0:00,United Kingdom,Europe,MAIN MARKET,No,412.3,,,,,,,,ContourGlobal,https://en.wikipedia.org/wiki/ContourGlobal,,Public limited company,2005; 20 years ago (2005),,"London, England",Power generation,"Joseph Brandt, President and CEO",$79.7 million (2021),,$370.1 million (2021),,KKR,,"$2,151.9 million (2021)",,,,LSE: GLO,www.contourglobal.com/
Hong Kong,Nimble Holdings Company Limited,Real Estate,,,,,,,186.0,Current,DENG Xiang Ping,Executive Director,,2017-12-02,,Nimble Storage,https://en.wikipedia.org/wiki/Nimble_Storage,,Subsidiary,2008,,"San Jose, California, United States","Information technology, data storage, solid state drives","Varun Mehta, co-founderUmesh Maheshwari, co-founder and CTOSuresh Vasudevan, CEO",,1000+,,,Hewlett Packard Enterprise,"AF-Series Predictive All Flash arrays: AF1000, AF3000, AF5000, AF7000, AF9000 CS-Series Adaptive Flash arrays: CS1000/H, CS3000, CS5000, CS7000",,,,,,
Hong Kong,"Fantasia Holdings Group Co., Limited",Real Estate,,,,,,,1777.0,Current,CHENG Jian Li,Executive Director,Chairman,2023-09-25,,Evraz,https://en.wikipedia.org/wiki/Evraz,,Public limited company,1992 (Moscow),,"Moscow, Russian Federation",SteelMining,Alexander Abramov (Chairperson)Aleksandr Frolov (CEO),US$3.524 billion (2021),"71,591 (2021)","US$4,583 billion (2021)",Roman Abramovich (30.5%),,Steel Steel products Vanadium slag Iron ore Coal,US$13.224 billion (2021),,,,MCX: EVRAZ,www.evraz.com
Hong Kong,Ever Reach Group (Holdings) Company Limited,Real Estate,,,,,,,3616.0,Current,FANG Cheng,Independent Non Executive Director,,2018-10-22,,Avast,https://en.wikipedia.org/wiki/Avast,Worldwide,Subsidiary,1988; 37 years ago (1988),Pavel Baudiš Eduard Kučera,"Prague, Czech Republic",Computer software,,US$169.6 million (2020),"~1,700 (2021)",US$335.4 million (2020),,Gen Digital,Cybersecurity software,US$892.9 million (2020),AVG TechnologiesPiriform SoftwareHMA,US$2.707 billion (2020),US$1.195 billion (2020),LSE: AVST (until 2022)PSE: AVST (until 2022),www.avast.com
