ID,VIOLATION LAST MODIFIED DATE,VIOLATION DATE,VIOLATION STATUS,VIOLATION STATUS DATE,VIOLATION DESCRIPTION,VIOLATION LOCATION,VIOLATION INSPECTOR COMMENTS,INSPECTOR ID,INSPECTION NUMBER,INSPECTION STATUS,INSPECTION WAIVED,INSPECTION CATEGORY,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,PROPERTY GROUP,SSA,LATITUDE,LONGITUDE,LOCATION
7068510,11/02/2023,11/02/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,EAST ELEVATION - MISSING WINDOW SCREENS.,BL00831,14161575,FAILED,N,COMPLAINT,2521 W 51ST ST,2521,W,51ST,ST,334160,,41.80098725,-87.68765503,"(41.800987244732795, -87.68765503121527)"
7187162,07/09/2024,07/09/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING THROUGHOUT / SCREENS - MISSING.,87296,14399387,FAILED,N,COMPLAINT,101 W 117TH ST,101,W,117TH,ST,530529,,41.68152244,-87.62528575,"(41.68152244078724, -87.62528574554267)"
7190381,07/16/2024,07/16/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,"SOUTH, WEST AND EAST ELEVATIONS - MISSING SEVERAL WINDOW SCREENS.",BL00941,14406454,FAILED,N,COMPLAINT,6136 S MORGAN ST,6136,S,MORGAN,ST,363562,,41.78220338,-87.64985437,"(41.78220337933253, -87.64985436942247)"
7188765,07/12/2024,07/12/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,EAST ELEVATION / FRONT SCREEN DOOR - MISSING SCREEN. 2ND FLOOR WINDOW SCREEN - TORN.,371335,14400875,FAILED,N,COMPLAINT,9252 S HALSTED ST,9252,S,HALSTED,ST,477796,,41.72536976,-87.64346367,"(41.72536976236883, -87.64346367357874)"
7037838,10/31/2024,09/07/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,EAST ELEVATION /  SCREENS - MISSING OR TORN.,87296,14455950,FAILED,N,COMPLAINT,8232 S VERNON AVE,8232,S,VERNON,AVE,430227,,41.74468876,-87.6136811,"(41.744688755260285, -87.61368109614449)"
7014536,03/21/2024,07/31/2023,COMPLIED,03/21/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING THROUGHOUT / SCREENS - MISSING OR TORN.,371335,14125513,FAILED,N,COMPLAINT,9524 S WENTWORTH AVE,9524,S,WENTWORTH,AVE,485661,,41.72088916,-87.62878929,"(41.72088916285777, -87.62878928988252)"
7039207,12/12/2023,09/12/2023,COMPLIED,12/12/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING THROUGHOUT / SCREENS -  MISSING OR TORN.,BL00876,14141134,CLOSED,N,COMPLAINT,8832 S BURLEY AVE,8832,S,BURLEY,AVE,667806,,41.73462219,-87.54591705,"(41.73462219398691, -87.54591705406361)"
7201231,12/31/2024,08/08/2024,COMPLIED,12/31/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,NORTH AND WEST ELEVATIONS / SCREENS - MISSING.,BL00876,14427009,CLOSED,N,COMPLAINT,7801 S BURNHAM AVE,7801,S,BURNHAM,AVE,421556,49.0,41.75357815,-87.55686755,"(41.75357814460505, -87.55686755345978)"
6839324,05/02/2023,08/22/2022,COMPLIED,12/22/2022,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER BL00876,WEST ELEVATION / SCREENS - MISSING.,371335,13858735,FAILED,N,COMPLAINT,8242 S HOUSTON AVE,8242,S,HOUSTON,AVE,435060,,41.74521417,-87.55049098,"(41.745214168119084, -87.55049098013394)"
7036739,09/06/2023,09/06/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:E   :,ALL ELEVATIONS / GRADE TO 3RD FLOOR /WINDOW / SILDING DOOR SCREENS - MISSING / TORN DURING TIME OF INSPECTION IN VARIOUS LOCATIONS THROUGHOUT.,464422,14139442,FAILED,N,COMPLAINT,1352 S FAIRFIELD AVE,1352,S,FAIRFIELD,AVE,263552,,41.86322593,-87.69468981,"(41.863225928922766, -87.6946898122132)"
7052863,10/22/2024,10/03/2023,COMPLIED,10/22/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING THROUGHOUT / SCREENS - MISSING OR DAMAGED.,87296,14441356,FAILED,N,COMPLAINT,8900 S BRANDON AVE,8900,S,BRANDON,AVE,25690,,41.73369535,-87.54715384,"(41.7336953460177, -87.54715383686619)"
7175390,06/10/2024,06/10/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:E   :,ALL ELEVATIONS / GRADE TO 3RD FLOOR /WINDOW SCREENS - MISSING / TORN IN VARIOUS LOCATIONS THROUGHOUT.,464422,14386418,FAILED,N,COMPLAINT,4407 S WOLCOTT AVE,4407,S,WOLCOTT,AVE,311957,,41.81373571,-87.67224509,"(41.81373570965413, -87.67224509182284)"
4754849,07/31/2023,06/04/2014,COMPLIED,07/31/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :,WINDOW SCREENS; MISSING OR TORN.,BL00444,11258681,FAILED,N,COMPLAINT,741 W 123RD ST,741,W,123RD,ST,540319,,41.6704368,-87.64088302,"(41.670436796048286, -87.6408830222396)"
6634612,01/06/2023,06/23/2021,COMPLIED,01/06/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING WINDOW SCREENS; MISSING.,BL00876,13570283,CLOSED,N,COMPLAINT,3050 E 80TH ST,3050,E,80TH,ST,435435,,41.75024647,-87.54963212,"(41.75024646584687, -87.54963212311931)"
7153832,04/23/2024,04/23/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING / SCREENS - TORN OR MISSING AT VARIOUS LOCATIONS.,371335,14265539,FAILED,N,PERIODIC,1938 E 74TH ST,1938,E,74TH,ST,20346,,41.76079522,-87.57708566,"(41.76079521620196, -87.57708566146746)"
7036779,09/07/2023,09/07/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,EAST AND NORTH ELEVATIONS - MISSING WINDOW SCREENS.,BL00831,14139460,FAILED,N,COMPLAINT,6522 S BISHOP ST,6522,S,BISHOP,ST,380567,,41.77516873,-87.66059942,"(41.7751687277887, -87.66059941527597)"
7176305,06/11/2024,06/11/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS / SCREENS - TORN OR MISSING.,371335,14387037,FAILED,N,COMPLAINT,1353 W 76TH ST,1353,W,76TH,ST,424219,,41.7557785,-87.65840593,"(41.75577849760333, -87.6584059262014)"
7047053,09/22/2023,09/22/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,FIRST AND SECOND FLOORS;MISSING SCREENS.,BL00708,14145482,FAILED,N,COMPLAINT,3971 N OLEANDER AVE,3971,N,OLEANDER,AVE,159332,,41.95192438,-87.81567481,"(41.95192438348967, -87.81567481294283)"
6994274,06/30/2023,06/30/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS - MISSING SEVERAL WINDOW SCREENS.,BL00831,13877927,FAILED,N,PERIODIC,6750 S NORMAL BLVD,6750,S,NORMAL,BLVD,22166,,41.77109124,-87.63744451,"(41.77109123958165, -87.63744451295372)"
7174709,06/10/2024,06/10/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING / SCREENS - MISSING OR TORN AT VARIOUS LOCATIONS.,371335,14386056,FAILED,N,COMPLAINT,7651 S COLES AVE,7651,S,COLES,AVE,421572,,41.75694105,-87.55537394,"(41.75694105052935, -87.55537393559968)"
7123152,07/23/2024,02/21/2024,COMPLIED,05/22/2024,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:S   :BL00876,REAR GRADE - BROKEN SCREEN DOOR.,BL00904,14233221,FAILED,N,COMPLAINT,3625 W SHAKESPEARE AVE,3625,W,SHAKESPEARE,AVE,91074,,41.91990827,-87.71782161,"(41.919908268111655, -87.71782160905694)"
7177011,06/13/2024,06/13/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:E   :,2 STORY MASONRY BUILDINGALL ELEVATIONS / GRADE TO 2ND FLOOR /WINDOW SCREENS - MISSING / TORN IN VARIOUS LOACTIONS THROUGHOUT.,464422,14387599,FAILED,N,COMPLAINT,1610 S SAWYER AVE,1610,S,SAWYER,AVE,272949,,41.85871687,-87.7068111,"(41.85871687270692, -87.70681109709669)"
7031960,12/30/2024,08/28/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:S   :,ALL ELEVATIONS GRADE TO 3RD FLOOR /WINDOW SCREENS - MISSING  / TORN IN VARIOUS LOCATIONS THROUGHOUT.,BL00941,14472868,FAILED,N,COMPLAINT,5759 S MORGAN ST,5759,S,MORGAN,ST,347239,,41.78886627,-87.64973568,"(41.78886626881493, -87.64973567711029)"
7201195,08/07/2024,08/07/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS / SCREENS - MISSING OR DAMAGED.,371335,14427002,FAILED,N,COMPLAINT,6422 S DR MARTIN L KING JR DR,6422,S,DR MARTIN L KING JR,DR,375851,,41.77770894,-87.61570918,"(41.77770893494791, -87.61570918019352)"
7051436,10/02/2023,10/02/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,"MISSING SCREENS AT BASEMENT,FIRST FLOOR AND SECOND FLOORS.",BL00708,14148577,FAILED,N,COMPLAINT,5215 W MONTANA ST,5215,W,MONTANA,ST,107271,,41.92494003,-87.7568349,"(41.92494002931493, -87.75683489849075)"
7054200,01/29/2024,10/05/2023,COMPLIED,01/19/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER BL00876,SOME WINDOWS - MISSING SCREENS.,371335,14150476,FAILED,N,COMPLAINT,7757 S PEORIA ST,7757,S,PEORIA,ST,22987,,41.75257503,-87.64637315,"(41.75257502629783, -87.64637314812842)"
6959447,11/20/2023,05/22/2023,COMPLIED,11/20/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,"NORTH, EAST AND WEST ELEVATIONS - MISSING WINDOW SCREENS.",BL00876,14098439,CLOSED,N,COMPLAINT,4636 S KEATING AVE,4636,S,KEATING,AVE,316706,,41.8083514,-87.74210484,"(41.80835139976025, -87.74210483969793)"
3800313,07/02/2024,03/18/2011,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :,ALL ELEV ELEVATION WINDOW FRAMES;MISSING,BL01037,14389402,PASSED,N,COMPLAINT,201 N LARAMIE AVE,201,N,LARAMIE,AVE,33188,,41.88438908,-87.7550658,"(41.88438907979767, -87.75506580404327)"
6787109,07/21/2023,05/03/2022,COMPLIED,06/15/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER BL00876,BUILDING AT VARIOUS LOCATIONS / SCREENS DAMAGED OR MISSING.,371335,13816672,FAILED,N,COMPLAINT,1250 W 82ND ST,1250,W,82ND,ST,438545,,41.74511686,-87.65562476,"(41.7451168633832, -87.65562475984318)"
7031122,08/22/2023,08/22/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS - WINDOWS /SCREENS - MISSING BENT AND TORN.,455370,14135364,FAILED,N,COMPLAINT,6232 S MAJOR AVE,6232,S,MAJOR,AVE,373670,,41.77883448,-87.76434697,"(41.77883447549708, -87.76434697388608)"
7214010,09/03/2024,09/03/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS - MISSING SEVERAL WINDOW SCREENS.,BL00831,14435990,FAILED,N,COMPLAINT,718 W MARQUETTE RD,718,W,MARQUETTE,RD,378853,,41.77260098,-87.64340294,"(41.77260098086736, -87.64340294042105)"
2863771,01/03/2024,07/30/2008,COMPLIED,01/03/2024,"SCREEN OUTER DOORS, WINDOWS",,"2ND REAR, 1ST NORTH MISSING SCREENS",BL00688,2410245,FAILED,N,COMPLAINT,7921 S PHILLIPS AVE,7921,S,PHILLIPS,AVE,434215,49.0,41.751152,-87.56486115,"(41.75115199975504, -87.56486115119893)"
7181561,06/25/2024,06/25/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS / SCREENS - MISSING.,371335,14394717,FAILED,N,COMPLAINT,2426 E 73RD ST,2426,E,73RD,ST,408213,49.0,41.76274291,-87.56530145,"(41.76274290851443, -87.56530144495126)"
6805458,03/02/2023,06/10/2022,COMPLIED,03/02/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS - MISSING OR RIPPED WINDOW SCREENS.,BL00876,13830894,CLOSED,N,COMPLAINT,6923 S VERNON AVE,6923,S,VERNON,AVE,393382,,41.76867429,-87.61398052,"(41.76867429132347, -87.61398052249456)"
6664949,09/10/2024,08/21/2021,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:N   :,ALL ELEVATIONS - TORN OR MISSING SCREENS THRU-OUT.,BL00904,14084076,FAILED,N,PERIODIC,52 N PARKSIDE AVE,52,N,PARKSIDE,AVE,1684,,41.88176656,-87.76670625,"(41.88176655951383, -87.76670625156768)"
6991475,06/26/2023,06/26/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,NORTH ELEVATION - MISSING WINDOW SCREENS.,BL00875,14112909,FAILED,N,COMPLAINT,3649 W DOUGLAS BLVD,3649,W,DOUGLAS,BLVD,265383,,41.862267,-87.71721911,"(41.862267001305845, -87.71721910957234)"
5521167,01/29/2024,09/26/2016,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :,FRONT STORM DOOR BROKEN OFF HINGES .,BL01037,14219061,FAILED,N,COMPLAINT,2442 N NEWCASTLE AVE,2442,N,NEWCASTLE,AVE,110307,,41.92486195,-87.79665015,"(41.92486194970362, -87.79665014572339)"
7220524,09/17/2024,09/17/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,WEST ELEVATION - MISSING WINDOW SCREENS.,BL00831,14439949,FAILED,N,COMPLAINT,4825 S UNION AVE,4825,S,UNION,AVE,319884,,41.80622334,-87.64289387,"(41.80622333464468, -87.64289387141828)"
7177810,06/17/2024,06/17/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:E   :,MULTI UNIT MASONRY BUILDINGALL ELEVATIONS / ALL FLOORS /WINDOW SCREENS - MISSING / TORN IN VARIOUS LOCATIONS THROUGHOUT.,464422,14388380,FAILED,N,COMPLAINT,2756 N PINE GROVE AVE,2756,N,PINE GROVE,AVE,7215,,41.93249938,-87.64138408,"(41.93249938376304, -87.64138408340108)"
7031478,10/24/2024,08/28/2023,COMPLIED,10/24/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS - MISSING SEVERAL WINDOW SCREENS.,BL00831,14135736,FAILED,N,COMPLAINT,3531 S INDIANA AVE,3531,S,INDIANA,AVE,296573,,41.8302142,-87.62159791,"(41.830214195196014, -87.62159791187509)"
7235976,10/16/2024,10/16/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVTIONS / SCREENS - MISSING OR TORN.,371335,11838993,FAILED,N,PERIODIC,7601 S ESSEX AVE,7601,S,ESSEX,AVE,20622,,41.75711597,-87.56376364,"(41.757115970976685, -87.56376364190604)"
7188193,07/11/2024,07/11/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,NORTH AND EAST ELEVATIONS / SCREENS - MISSING AND TORN.,371335,14400502,FAILED,N,COMPLAINT,615 E MARQUETTE RD,615,E,MARQUETTE,RD,376359,,41.77477698,-87.6100197,"(41.7747769844544, -87.61001969598298)"
6812649,09/18/2023,06/28/2022,COMPLIED,09/18/2023,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:W   :,"ALL ELEVATIONS - MISSING OR TORN SCREEN, MISSING SCREEN DOOR AT REAR 2ND FLOOR.",BL00876,13837095,CLOSED,N,COMPLAINT,128 S WHIPPLE ST,128,S,WHIPPLE,ST,14527,,41.87870816,-87.70253554,"(41.87870815558095, -87.7025355410029)"
7206447,08/19/2024,08/19/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,NORTH AND SOUTH ELEVATIONS / SCREENS - TORN OR MISSING.,371335,14430566,FAILED,N,COMPLAINT,540 W 85TH ST,540,W,85TH,ST,452840,,41.73973168,-87.63804941,"(41.73973168234171, -87.63804940811251)"
6284658,05/31/2023,06/21/2019,OPEN,,"SCREEN OUTER DOORS, WINDOWS","OTHER   :    :EXTERIOR,",ALL ELEVATIONS / MULTIPLE LOCATIONS / WINDOW SCREENS - MISSING.,371335,12960654,FAILED,N,PERIODIC,6345 S GREENWOOD AVE,6345,S,GREENWOOD,AVE,19619,,41.77922169,-87.59899853,"(41.779221689843375, -87.59899853147462)"
7000668,05/29/2024,07/07/2023,COMPLIED,05/29/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,NORTH 2ND FLOOR STAIRWAY WINDOW - MISSING SCREEN.,207370,14116566,PASSED,N,COMPLAINT,2859 S UNION AVE,2859,S,UNION,AVE,17223,,41.84180893,-87.64379465,"(41.84180892970832, -87.64379465069074)"
6956525,10/27/2023,05/15/2023,COMPLIED,10/20/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER BL00876,"WEST, EAST AND WEST ELEVATIONS - MISSING SEVERAL WINDOW SCREENS.",BL00831,14095644,FAILED,N,COMPLAINT,4843 S JUSTINE ST,4843,S,JUSTINE,ST,321512,,41.80552329,-87.66352188,"(41.805523289854236, -87.66352188074339)"
4750372,04/19/2024,05/30/2014,COMPLIED,04/19/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :,WINDOW SCREENS; MISSING.,BL00444,11256596,FAILED,N,COMPLAINT,116 E 117TH PL,116,E,117TH,PL,529402,,41.68084011,-87.61986415,"(41.68084010781963, -87.61986415298009)"
6800132,03/28/2023,05/21/2022,COMPLIED,03/28/2023,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:N   :,ALL ELEVATIONS - MISSING OR TORN SCREENS,BL00876,13826028,CLOSED,N,COMPLAINT,2234 W 21ST ST,2234,W,21ST,ST,16466,,41.85401132,-87.68221114,"(41.854011324264754, -87.68221114195083)"
7200462,08/05/2024,08/05/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,EAST ELEVATION - MISSING SEVERAL WINDOW SCREENS.,BL00831,11376782,FAILED,N,PERIODIC,1035 W 61ST ST,1035,W,61ST,ST,19475,,41.78318508,-87.65109999,"(41.78318507505862, -87.65109998518844)"
7193916,07/24/2024,07/24/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:E   :,4 STORY MASONRY BUILDINGALL ELEVATIONS / WINDOW SCREENS - MISSING / TORN IN VARIOUS LOCATIONS THROUGHOUT.,464422,12288142,FAILED,N,PERIODIC,151 N BELL AVE,151,N,BELL,AVE,22187,,41.88438294,-87.68261568,"(41.88438294179222, -87.68261568323241)"
6994434,07/03/2023,07/03/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING THROUGHOUT / SCREENS - MISISNG OR DAMAGED.,371335,13246947,FAILED,N,PERIODIC,6350 S DR MARTIN L KING JR DR,6350,S,DR MARTIN L KING JR,DR,19580,,41.7788468,-87.61574048,"(41.778846795424315, -87.61574047614647)"
7023656,08/11/2023,08/11/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING THROUGHOUT / SCREENS - TORN OR MISSING.,371335,14130562,FAILED,N,COMPLAINT,9524 S WENTWORTH AVE,9524,S,WENTWORTH,AVE,485661,,41.72088916,-87.62878929,"(41.72088916285777, -87.62878928988252)"
7158342,05/01/2024,05/01/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:E   :,MISSING SCREENS THROUGHOUT PROPERTY.,398921,14328754,FAILED,N,COMPLAINT,7800 S COLFAX AVE,7800,S,COLFAX,AVE,20617,49.0,41.75351692,-87.56156527,"(41.75351692038232, -87.56156526657476)"
5820583,07/05/2023,09/07/2017,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :,"ALL ELEVATIONS, VARIOUS LOCATIONS - MISSING WINDOW SCREENS.",207370,14115228,FAILED,N,COMPLAINT,1722 N FRANCISCO AVE,1722,N,FRANCISCO,AVE,75359,,41.91301117,-87.69931441,"(41.91301116531809, -87.6993144131831)"
7246277,11/08/2024,11/08/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:W   :,ALL ELEVATIONS / GRADE TO 3RD FLOOR /WINDOW SCREENS - MISSING / TORN IN VARIOUS LOCATIONS THROUGHOUT.,464422,14458373,FAILED,N,COMPLAINT,1665 S HOMAN AVE,1665,S,HOMAN,AVE,16588,,41.85718853,-87.71013631,"(41.85718853050551, -87.71013631035349)"
7229666,10/02/2024,10/02/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,3011 APT 5 / SCREEN DOOR - BROKEN GLASS.,478934,14445052,FAILED,N,COMPLAINT,3015 W 111TH ST,3015,W,111TH,ST,527275,55.0,41.69150564,-87.69678777,"(41.69150564068871, -87.6967877742335)"
5754999,01/25/2024,06/19/2017,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS / WINDOW SCREENS - MISSING.,207370,14218091,FAILED,N,COMPLAINT,1614 S CARPENTER ST,1614,S,CARPENTER,ST,267823,,41.8593231,-87.65356837,"(41.85932310323402, -87.65356837354621)"
7028089,08/17/2023,08/17/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,EAST ELEVATION 1ST FLOOR - MISSING WINDOW SCREEN.,BL00831,14133023,FAILED,N,COMPLAINT,3836 S PARNELL AVE,3836,S,PARNELL,AVE,298038,,41.82422567,-87.64000464,"(41.82422566520411, -87.64000463590706)"
7190842,07/18/2024,07/18/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,EAST ELEVATION / SCREENS - MISSING IN MULTIPLE LOCATIONS.,478934,14419293,FAILED,N,COMPLAINT,1230 S LAWNDALE AVE,1230,S,LAWNDALE,AVE,556533,,41.8652914,-87.71797404,"(41.865291401898624, -87.7179740390666)"
7249130,11/15/2024,11/15/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS","OTHER   :    :ALL ELEVATION,",3 STORY MASONRY ALL ELEVATIONS / GRADE TO 3RD FLOOR /WINDOW SCREENS - MISSING / TORN IN VARIOUS LOCATIONS THROUGHOUT AT THE TIME OF INSPECTIONS.,464422,14460098,FAILED,N,COMPLAINT,3610 W DOUGLAS BLVD,3610,W,DOUGLAS,BLVD,264930,,41.86295874,-87.71584119,"(41.86295873649265, -87.71584118744028)"
6787122,07/21/2023,05/03/2022,COMPLIED,07/21/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING AT VARIOUS LOCATIONS / SCREENS DAMAGED OR MISSING.,BL00876,13816673,CLOSED,N,COMPLAINT,1250 W 82ND ST,1250,W,82ND,ST,438545,,41.74511686,-87.65562476,"(41.7451168633832, -87.65562475984318)"
7033235,08/18/2023,08/18/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:N   :,ALL ELEVATIONS / GRADE TO ATTTIC /WINDOW SCREENS - MISSING / TORN DURING TIME OF INSPECTION.,464422,14137080,FAILED,N,COMPLAINT,3008 W 21ST PL,3008,W,21ST,PL,272420,,41.85284874,-87.70082703,"(41.85284873881612, -87.70082702879832)"
6673183,09/09/2024,09/07/2021,COMPLIED,09/09/2024,"SCREEN OUTER DOORS, WINDOWS",EXTERIOR:E   :,ALL ELEVATIONS - TORN OR MISSING SCREENS.,BL00904,13891420,FAILED,N,PERIODIC,2 N LECLAIRE AVE,2,N,LECLAIRE,AVE,1564,,41.88046711,-87.75276814,"(41.88046711122684, -87.75276813509325)"
7071984,04/08/2024,11/09/2023,COMPLIED,03/29/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER BL00876,"REAR BUILDING, NORTH ELEVATION - MISSING WINDOW SCREEN.",BL00831,14164193,FAILED,N,COMPLAINT,532 W 26TH ST,532,W,26TH,ST,276339,,41.84550592,-87.64133831,"(41.84550592427902, -87.64133831204947)"
6796916,04/25/2023,05/20/2022,COMPLIED,04/25/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,BUILDING AT VARIOUS LOCATIONS / SCREENS - MISSING.,BL00876,13823395,CLOSED,N,COMPLAINT,602 W 47TH PL,602,W,47TH,PL,23355,,41.80815027,-87.64085998,"(41.80815026628242, -87.64085997768854)"
7051931,01/04/2024,10/02/2023,COMPLIED,12/19/2023,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER BL00876,"NORTH, SOUTH AND EAST ELEVATIONS - MISSING WINDOW SCREENS.",BL00831,14148817,FAILED,N,COMPLAINT,6808 S SANGAMON ST,6808,S,SANGAMON,ST,396966,,41.77028151,-87.64832369,"(41.7702815119982, -87.64832369261379)"
7055154,07/10/2024,10/06/2023,COMPLIED,07/10/2024,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,NORTH AND EAST ELEVATIONS - RIPPED OR  MISSING WINDOW SCREENS.,BL00876,14151109,CLOSED,N,COMPLAINT,5015 S ELIZABETH ST,5015,S,ELIZABETH,ST,320899,,41.80276987,-87.65616189,"(41.80276987386562, -87.65616189440304)"
7226848,09/27/2024,09/27/2024,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,WEST AND SOUTH ELEVATIONS - MISSING OR RIPPED WINDOW SCREENS.,BL00831,14443566,FAILED,N,COMPLAINT,2442 S FRANCISCO AVE,2442,S,FRANCISCO,AVE,279183,,41.84691043,-87.69790554,"(41.8469104319422, -87.69790554048878)"
5444649,12/20/2024,06/30/2016,COMPLIED,07/14/2022,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :,FRONT AND REAR ELEVATIONS/ VARIOUS WINDOWS - MISSING SCREENS.,60527,11957391,FAILED,N,COMPLAINT,7018 S WOODLAWN AVE,7018,S,WOODLAWN,AVE,393952,,41.76720797,-87.59533126,"(41.76720797063714, -87.59533126241676)"
6072241,02/06/2024,08/17/2018,COMPLIED,06/24/2022,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :,BUILDING WINDOW SCREENS; MISSING.,BL00444,12664439,FAILED,N,COMPLAINT,8944 S HOUSTON AVE,8944,S,HOUSTON,AVE,466331,5.0,41.73240365,-87.55007215,"(41.73240364951223, -87.5500721497711)"
7031092,08/25/2023,08/25/2023,OPEN,,"SCREEN OUTER DOORS, WINDOWS",OTHER   :    :OTHER,ALL ELEVATIONS - MISSING OR TORN WINDOW SCREENS,BL00831,14135356,FAILED,N,COMPLAINT,7201 S RACINE AVE,7201,S,RACINE,AVE,410253,,41.76319534,-87.65392057,"(41.76319534086597, -87.65392056513281)"
