title,release_year,artists,genres,region,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
,,,Non-Music,,0yhciScdqha22OcC5k2kkt,Geiler Tag zum Tanzen,23.0,160900.0,0.0,0.675,0.948,10.0,-3.06,0.0,0.156,0.0331,0.0,0.952,0.773,140.032,4.0,party
,,,Hip Hop,,4ci4ItKu6i6SbJUcQpO4Lw,Full of Hell & Merzbow,16.0,52621.0,0.0,0.262,0.968,5.0,-3.844,0.0,0.135,4.07e-05,0.972,0.119,0.036,77.72,3.0,grindcore
,,,Jazz,,1Pz2FNGmyvRYnlKd58ANEW,Voodoo - EP,43.0,330862.0,0.0,0.349,0.696,3.0,-3.274,0.0,0.0362,0.0137,0.00407,0.116,0.0782,173.901,4.0,drum-and-bass
,,,Pop,,4jZ1zz3G7I53FOhgTstUiB,En Allemand - Das Beste Auf Deutsch,32.0,172773.0,0.0,0.758,0.778,8.0,-9.236,1.0,0.0777,0.229,0.000168,0.597,0.965,122.937,4.0,french
,,,Electronic,,7MmCarJEbTVQwboStD8nCg,Haute couture,23.0,177853.0,0.0,0.908,0.635,10.0,-4.886,0.0,0.228,0.0112,0.531,0.365,0.717,120.966,4.0,synth-pop
,,,Rock,,1wDTIaOD00oYLgQn37E1SC,White Light White Heat White Trash,36.0,194093.0,0.0,0.424,0.923,0.0,-3.242,0.0,0.0373,5.58e-05,0.176,0.0546,0.742,94.977,4.0,ska
,,,Hip Hop,,4mDCwXhl5GRtolTMZPPWN0,World of Wonk,49.0,186195.0,0.0,0.674,0.726,11.0,-1.539,1.0,0.041,0.0801,0.000255,0.111,0.273,150.299,4.0,dub
,,,Latin,,3EEJ63VT1FN3sQod8vd4e8,(RE)EVOLUTION VOL. 2,24.0,1556883.0,0.0,0.528,0.78,2.0,-5.549,1.0,0.121,0.0277,0.0168,0.185,0.329,125.065,4.0,dubstep
,,,Rock,,6WRAT99PciJ4p8ZaOeMIZH,Золотой фонд 19го века,0.0,170053.0,0.0,0.211,0.488,10.0,-7.149,1.0,0.0425,0.993,0.188,0.215,0.208,78.623,3.0,romance
,,,Rock,,47WNjXohtA1A6gY2zTKZ91,> Album Title Goes Here <,50.0,246295.0,0.0,0.729,0.486,1.0,-6.278,1.0,0.0728,8.93e-05,0.266,0.245,0.642,128.015,4.0,electronic
,,,Blues,,7EYoPg7AavQDIxhuPcMzsu,Barefoot and Pregnant,22.0,180119.0,0.0,0.522,0.914,7.0,-5.27,1.0,0.0363,0.000194,7.36e-05,0.199,0.721,98.046,4.0,power-pop
,,,Classical,,0BQNM4jGoWsJ4qN5GQpgmh,TVアニメ『東京喰種』ORIGINAL SOUNDTRACK,49.0,266640.0,0.0,0.461,0.614,2.0,-8.407,0.0,0.0341,0.00307,0.743,0.104,0.149,171.929,4.0,anime
,,,Electronic,,4Vclf2L3pVnm75lYsq97VH,Halloween 2022,0.0,288960.0,1.0,0.639,0.751,0.0,-6.358,0.0,0.0324,2.97e-05,4.96e-05,0.163,0.14,120.992,4.0,dance
,,,Jazz,,01bMpqmvH031R417l3AQTA,Quantum Of Solace: Original Motion Picture Soundtrack,39.0,263773.0,0.0,0.517,0.736,4.0,-5.175,0.0,0.116,0.0401,6.59e-05,0.109,0.447,142.064,4.0,garage
,,,Non-Music,,2KFMDMpszvRBxrIPSRXaxP,Good Vibrations,16.0,96412.0,0.0,0.619,0.793,0.0,-3.685,1.0,0.0566,0.165,0.179,0.449,0.251,163.428,4.0,happy
,,,Non-Music,,6YNdQ5utvFnK4CTAnBga06,Fever Dream,64.0,171000.0,0.0,0.561,0.519,2.0,-8.467,1.0,0.0395,0.223,0.0,0.156,0.2,119.882,4.0,songwriter
,,,Latin,,2a9qHSjK62gyvVjg6ZnjB7,Entre el Cielo y el Infierno,24.0,381226.0,0.0,0.451,0.604,9.0,-13.054,1.0,0.0388,0.000122,0.706,0.211,0.259,154.077,4.0,heavy-metal
,,,Reggae,,5syD7i4x8dN14yh3W7ppwf,Sociably Unacceptable,21.0,133846.0,1.0,0.654,0.657,11.0,-11.954,0.0,0.936,0.802,0.0,0.818,0.854,83.88,4.0,comedy
,,,Latin,,6YbysAROEcJZuRNiES0hP6,Além Daquilo Que Te Cega,29.0,236663.0,0.0,0.365,0.99,6.0,-4.132,0.0,0.187,0.000138,3.83e-05,0.159,0.312,115.011,4.0,hardcore
,,,Hip Hop,,5W3ih1h8VhaLDIvwgMIRvQ,EXTREME BEST,35.0,327120.0,0.0,0.596,0.927,7.0,-3.962,1.0,0.0546,0.0294,0.0,0.0708,0.588,108.043,4.0,j-pop
,,,Jazz,,6Rp0btzWVubMIMkWOyzxgO,Dancing with the Lion,25.0,350733.0,0.0,0.608,0.573,3.0,-8.458,0.0,0.0242,0.702,0.0243,0.132,0.299,99.586,4.0,new-age
,,,Rock,,6RkmQhWScoxMNlpx8DVbrS,Toxin 12 EP,5.0,396950.0,0.0,0.716,0.825,9.0,-8.95,1.0,0.0934,0.0523,0.821,0.431,0.117,137.237,4.0,detroit-techno
,,,Rock,,7ji4dx7G4h811Ydpoz1YE9,Ragga Ragga Ragga 2009,18.0,164440.0,0.0,0.509,0.67,9.0,-7.868,1.0,0.234,0.117,0.0,0.306,0.666,82.866,4.0,j-dance
,,,Reggae,,56s8emjdpq3KjecMlyIBkb,Grow,44.0,240000.0,0.0,0.807,0.563,9.0,-6.07,0.0,0.0481,0.0209,0.152,0.0836,0.654,118.991,3.0,garage
,,,Classical,,0ntQK6z2qRozTOsCPMyJJE,Halloween & Chill,0.0,406533.0,0.0,0.665,0.88,8.0,-7.475,0.0,0.0435,0.0086,0.47,0.156,0.503,117.009,4.0,french
,,,Pop,,5MavOWeuHXeLVSlOZjn59K,Irgendwo in Paris,23.0,248181.0,0.0,0.646,0.857,10.0,-4.999,1.0,0.0345,0.0526,0.0,0.311,0.933,131.959,4.0,party
,,,Rock,,0Hi7B2lRZ2wNjmnDjPjh3D,Your Name.,47.0,68200.0,0.0,0.532,0.342,0.0,-8.153,1.0,0.0923,0.515,0.228,0.127,0.239,199.743,4.0,j-rock
,,,Children's,,2lXGLbSXrSACMa2oelt4TE,音タイム,33.0,244840.0,0.0,0.608,0.705,3.0,-5.178,1.0,0.0253,0.078,8.36e-05,0.179,0.621,111.204,4.0,j-rock
,,,Rock,,3nO4DXUbCrJo5u6HVwNvcw,Wicked Nature,56.0,204029.0,0.0,0.607,0.417,9.0,-7.773,1.0,0.0324,0.0612,7.66e-06,0.0851,0.692,175.845,4.0,garage
,,,Hip Hop,,57HQqFBEYSIkM4zzbsF4TP,Brown Noise For Sleep,36.0,86250.0,0.0,0.0,2.01e-05,2.0,-21.969,1.0,0.0,0.0,1.0,0.161,0.0,0.0,0.0,sleep
,,,Latin,,7KPjyD97VpeLD7fULRY5m7,Gaia III Atlantia,34.0,363533.0,0.0,0.307,0.974,4.0,-3.824,1.0,0.112,0.0189,0.00241,0.608,0.53,186.02,4.0,spanish
,,,Blues,,44Ycmx7s0eB45OZTTWcEC3,Midnight Club Tracks II,5.0,315223.0,0.0,0.378,0.999,2.0,-4.002,1.0,0.084,0.0328,0.948,0.239,0.105,133.956,4.0,detroit-techno
,,,Classical,,3PGPfeQTaZgHnmofWYBHSW,Rossini - Ouvertures,42.0,453066.0,0.0,0.324,0.218,4.0,-16.495,1.0,0.0592,0.936,0.684,0.249,0.535,174.556,4.0,opera
,,,Rock,,1GU90z6vuJ8XtQu0XLzyDH,Back Together,25.0,203253.0,0.0,0.337,0.264,4.0,-15.015,1.0,0.031,0.797,0.0647,0.148,0.145,90.013,4.0,opera
,,,Hip Hop,,3yi6U9Fzpp0TacfdgERdvQ,Self Protection,21.0,160888.0,1.0,0.439,0.636,6.0,-8.173,1.0,0.122,0.556,0.0,0.0935,0.446,91.998,4.0,j-dance
,,,Latin,,6uzwiQa5FkiiHLyt7ENYc6,Kisses Back,56.0,222629.0,0.0,0.788,0.63,4.0,-8.397,0.0,0.0331,0.255,2.08e-06,0.0828,0.755,123.984,4.0,electronic
,,,Classical,,3ZDlAqVNvGOVluvCXp2M30,Klassische Weihnachtsmusik,0.0,193733.0,0.0,0.707,0.261,5.0,-14.57,1.0,0.0559,0.994,0.904,0.0724,0.576,117.466,4.0,classical
,,,Reggae,,2hxkbjPVAtDs2PCjvF56di,Fake Fruit,32.0,480419.0,0.0,0.61,0.565,11.0,-9.39,0.0,0.0304,0.279,0.000466,0.342,0.346,134.979,4.0,garage
,,,Reggae,,7hH4dSp71EOv3XS57e8CYu,Shape of You (Rock),48.0,241000.0,0.0,0.554,0.959,1.0,-4.786,0.0,0.0403,0.000142,0.000504,0.286,0.349,96.005,4.0,metalcore
,,,Children's,,00L0P49dBUYKHaeCZF5Q9i,Александр Цфасман и звёзды советской эстрады,0.0,163395.0,0.0,0.384,0.0776,1.0,-26.606,1.0,0.0565,0.936,0.0688,0.389,0.543,121.945,4.0,romance
,,,Rock,,1qXXsm5HOx6lssCY9Sct2E,Arktis.,41.0,324640.0,0.0,0.435,0.498,10.0,-8.681,1.0,0.0356,0.00212,0.00748,0.0827,0.0563,138.075,4.0,black-metal
,,,Pop,,5zmWkyNHZWEemXYSRLl9ER,RISKY,38.0,374499.0,0.0,0.448,0.671,9.0,-4.722,0.0,0.0277,0.807,8.77e-06,0.281,0.279,88.014,4.0,j-pop
,,,Jazz,,1lAzfjO55cG3YUvpgJ1ImZ,Herzwerk (Geschenkedition),24.0,184973.0,0.0,0.637,0.831,1.0,-5.566,0.0,0.0382,0.308,6.79e-06,0.765,0.681,113.991,4.0,party
,,,Hip Hop,,5wLVpReOUanAaJYS8VgUfo,Riverdales,21.0,67480.0,0.0,0.199,0.977,9.0,-4.057,1.0,0.0714,0.0022,0.0,0.388,0.368,187.537,3.0,power-pop
,,,Rock,,3EVROibC8utd9tGNrJvoNo,When I'm Alone,51.0,202597.0,0.0,0.593,0.632,6.0,-6.45,0.0,0.0305,0.195,0.0,0.114,0.225,77.025,4.0,club
,,,Blues,,6wmcfutQy5xHQFJoyhF3ib,Drum & Bass Summer Slammers 2017 (Viper Presents),17.0,249655.0,0.0,0.503,0.989,6.0,-0.787,1.0,0.0648,0.000679,0.542,0.548,0.606,174.016,4.0,drum-and-bass
,,,Classical,,1xPjzmGNusnmwlX4q3nB4g,Weihnachten Klassik 2022,0.0,173373.0,0.0,0.309,0.248,5.0,-11.59,1.0,0.0323,0.889,0.827,0.0669,0.35,122.799,4.0,sleep
,,,Children's,,5emH8K8P7tclo7omhdWJZO,14 Impactos Bailables con Los Master's,30.0,206693.0,0.0,0.613,0.549,0.0,-13.688,1.0,0.0478,0.451,0.47,0.323,0.937,107.22,4.0,salsa
,,,Classical,,6MCiV9bvn6CzF3D3g8jagk,The Best Classical Playlist,0.0,166133.0,0.0,0.302,0.0437,7.0,-21.963,0.0,0.0433,0.957,0.646,0.1,0.0819,118.809,4.0,classical
,,,Jazz,,5utbwhNY1zcrYkqEFWvMkx,Unique's New Testament of Funk (The Definite Collection),21.0,215800.0,0.0,0.785,0.862,7.0,-7.252,1.0,0.059,0.016,0.947,0.108,0.682,106.052,4.0,afrobeat
,,,Electronic,,43Tzmi4Lw0GcZRAE4xqwOg,3 Doors Down,48.0,232933.0,0.0,0.638,0.818,8.0,-5.524,1.0,0.0334,0.0136,0.0103,0.191,0.47,97.021,4.0,grunge
,,,Blues,,46lFttIf5hnUZMGvjK0Wxo,Pharmacy,75.0,227073.0,0.0,0.506,0.805,1.0,-4.119,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4.0,house
,,,Latin,,1hzLMLNIlLgrThcVYUDO62,30 Años de Exitos,29.0,163666.0,0.0,0.668,0.436,4.0,-8.54,1.0,0.0298,0.234,1.12e-06,0.108,0.594,101.381,4.0,rock-n-roll
,,,Reggae,,16E6y0gt1Bl4bfUEzJJWNY,The Complete Hank Williams,12.0,124533.0,0.0,0.421,0.207,4.0,-13.69,1.0,0.0312,0.976,1.06e-05,0.384,0.728,142.208,3.0,honky-tonk
,,,Reggae,,6caKrMjb5wnAeXDCwxI3h1,Educational Songs 2,47.0,168586.0,0.0,0.784,0.203,7.0,-8.796,1.0,0.0449,0.803,0.0,0.112,0.692,126.993,4.0,children
,,,Non-Music,,5atAgYOzuoYeMfs1YMMmjx,Rockabilly Rebels,23.0,127384.0,0.0,0.302,0.709,0.0,-6.478,1.0,0.0434,0.0546,0.00044,0.36,0.901,153.803,4.0,rockabilly
,,,Jazz,,7wZUrN8oemZfsEd1CGkbXE,Spirit,75.0,262466.0,0.0,0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,4.0,soul
,,,Latin,,1BgibK7Ciwfx8fHatWTPf5,Lo Mejor De Mike Laure,35.0,151324.0,0.0,0.666,0.551,10.0,-6.514,1.0,0.0302,0.534,0.0,0.386,0.874,115.857,4.0,rock-n-roll
,,,Children's,,0oxygOeCTYPgKYTPhaiIVB,Erinnerungen an seine großen Erfolg,23.0,198080.0,0.0,0.0962,0.373,2.0,-10.712,1.0,0.0323,0.499,0.134,0.401,0.257,79.7,4.0,romance
,,,Children's,,1RzFvUxCcCdIIMbqNt7lQd,10's Music Grandi Successi,0.0,191263.0,0.0,0.658,0.742,8.0,-6.181,1.0,0.119,0.0438,0.0,0.246,0.798,171.939,4.0,reggae
,,,Electronic,,1wgHsZDhgnCfieZfIMx2iR,Pumpkin Face,32.0,99640.0,0.0,0.552,0.664,9.0,-4.95,1.0,0.0362,0.816,0.0,0.291,0.796,133.949,4.0,children
,,,Rock,,6pwdIgpsYkoRYpZAkmxGc7,Scooter Forever,25.0,178320.0,0.0,0.516,0.879,6.0,-6.457,0.0,0.0829,6.79e-05,0.156,0.518,0.819,140.078,4.0,happy
,,,Children's,,7MXlTgQeo3IVlMpLnZuhxc,Night Visions,72.0,240306.0,0.0,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.144,0.86,105.009,4.0,rock
,,,Reggae,,6GgqU6HZx6oIcMHFBcnS41,HER,57.0,180000.0,0.0,0.691,0.436,2.0,-9.363,1.0,0.0275,0.898,0.261,0.122,0.239,119.927,4.0,french
,,,Classical,,4SFBV7SRNG2e2kyL1F6kjU,Piano Book (Deluxe Edition),64.0,139306.0,0.0,0.221,0.126,0.0,-25.427,1.0,0.0447,0.989,0.897,0.102,0.216,133.63,4.0,german
,,,Children's,,4G8wt3fUBpgBjI35TBF2eQ,Elephants...Teeth Sinking Into Heart (Standard Version),43.0,241120.0,0.0,0.459,0.14,9.0,-15.482,1.0,0.0367,0.895,0.00565,0.138,0.146,128.904,4.0,acoustic
,,,Non-Music,,0fxglD52oLxhKpVv2od1x9,Adiyogi (The Source of Yoga),52.0,393219.0,0.0,0.611,0.512,11.0,-12.533,0.0,0.0361,0.3,0.000851,0.219,0.263,99.987,1.0,folk
,,,Latin,,24g3gqf18NGJSo4qguGc3J,MODÃO,50.0,241751.0,0.0,0.669,0.85,2.0,-5.673,1.0,0.0562,0.433,0.0,0.416,0.82,134.007,4.0,sertanejo
,,,Non-Music,,2nCAMxt2ZEg59bkke6JK2l,Beach Goons on Audiotree Live,26.0,184073.0,0.0,0.374,0.921,11.0,-6.918,1.0,0.0455,0.0356,0.646,0.386,0.484,138.795,4.0,garage
,,,Hip Hop,,73bk8wlvLeAJyhoeIxMySi,Analog Mind in a Digital World,31.0,231586.0,0.0,0.404,0.906,11.0,-4.827,0.0,0.56,0.166,0.0,0.055,0.435,194.844,4.0,hardcore
,,,Children's,,0aazeVE84t5DJ2rAuDB9Mz,Sweeney Todd (The 2012 London Cast Recording),21.0,245093.0,0.0,0.357,0.248,6.0,-11.253,0.0,0.0373,0.846,0.0003,0.14,0.113,125.316,4.0,opera
,,,Reggae,,5VHt3nt8eIfnSLkOK7K1DL,The Best of Aeoliah,23.0,370533.0,0.0,0.115,0.0697,7.0,-23.788,0.0,0.0376,0.941,0.757,0.109,0.0339,85.116,4.0,new-age
,,,Electronic,,5kSBstWdaP3tMlArgGM00C,In Colour,52.0,231039.0,0.0,0.652,0.392,5.0,-12.603,0.0,0.0381,0.857,0.926,0.0817,0.407,76.03,4.0,garage
,,,Jazz,,3MYWnEe8DzOh0pF3Y6mcsX,Carry Me Back,22.0,180800.0,0.0,0.516,0.87,9.0,-6.204,1.0,0.0419,0.163,1.08e-06,0.303,0.807,169.323,4.0,bluegrass
,,,Jazz,,3Zg6kO3S4FQ0jMfTIgHzyl,Oxas,54.0,301174.0,0.0,0.756,0.591,2.0,-8.749,0.0,0.03,0.0276,0.391,0.0947,0.481,125.003,4.0,deep-house
,,,Blues,,3BDpn2Vivr1BFhlGsYs5tp,Housefires III,62.0,491690.0,0.0,0.303,0.478,7.0,-7.851,1.0,0.0352,0.371,0.0,0.131,0.117,139.795,4.0,world-music
,,,Electronic,,0x0MhNUtPRICbKhuL5Ncnm,Ballad Best,38.0,291520.0,0.0,0.632,0.678,3.0,-6.201,1.0,0.0865,0.577,0.0,0.211,0.705,141.983,4.0,j-pop
,,,Latin,,6Da1XoU3RJTGyl3LjnPKyd,Antonio Vega: Básicos,41.0,190626.0,0.0,0.614,0.487,7.0,-7.362,1.0,0.028,0.656,9.43e-05,0.118,0.258,119.65,4.0,spanish
,,,Rock,,0gPQTLaqHDgdupKEok7J2x,Born to Do It,71.0,235133.0,0.0,0.659,0.812,4.0,-7.499,0.0,0.0487,0.23,0.0,0.0951,0.888,83.014,4.0,soul
,,,Blues,,54iiSzKwbQfj8Qvlujp8w9,Que Sea Rock,21.0,279000.0,0.0,0.421,0.884,9.0,-4.85,1.0,0.0529,2.09e-05,0.0614,0.908,0.401,127.521,4.0,heavy-metal
,,,Children's,,030LRE8b24maUNiC9OG2FP,La bombe h,33.0,224250.0,0.0,0.893,0.658,7.0,-9.109,1.0,0.28,0.675,0.0,0.116,0.587,94.907,4.0,french
,,,Hip Hop,,5yW4SqXJKtDnwqbcmCrZ0g,スペインのひみつ,33.0,207013.0,0.0,0.437,0.984,0.0,-1.086,1.0,0.26,0.0538,4.6e-05,0.335,0.56,189.886,4.0,j-rock
,,,Non-Music,,2OFd67AsbCWEqnqFy9h9Hp,Зимнее утро (1936 - 1958),1.0,199156.0,0.0,0.659,0.541,3.0,-11.329,1.0,0.134,0.852,0.0,0.838,0.481,133.489,4.0,romance
,,,Non-Music,,6WdO6Ds95sLALCqCOfbDQh,Varða,53.0,155733.0,0.0,0.535,0.147,2.0,-25.141,1.0,0.0382,0.867,0.797,0.0825,0.238,126.823,4.0,ambient
,,,Electronic,,1ioaV68BICIiSHpcqSUVHR,You Know,55.0,111386.0,1.0,0.891,0.585,0.0,-6.122,0.0,0.131,0.0752,0.0,0.134,0.24,125.024,4.0,hardcore
,,,Latin,,594M4FJmVgCEsiaLbsymJV,Canciones Premiadas De Celio González,33.0,180666.0,0.0,0.621,0.57,7.0,-12.822,1.0,0.0847,0.683,0.545,0.0944,0.762,97.185,4.0,salsa
,,,Latin,,3ywytFNiWrmc59LKpGP6NY,Cordero Atado,46.0,276440.0,0.0,0.682,0.704,4.0,-8.286,0.0,0.0298,0.0205,5.66e-05,0.146,0.298,105.889,4.0,alt-rock
,,,Electronic,,2IMDgVgp3r8qhpexQxeSVJ,Dinosaur,22.0,131400.0,0.0,0.276,0.966,0.0,-4.028,1.0,0.101,7.28e-05,0.303,0.229,0.762,172.595,4.0,power-pop
,,,Hip Hop,,5cBCQJtvj9PThDtnLx6HM4,High School Graffiti,5.0,395650.0,0.0,0.77,0.469,1.0,-11.896,1.0,0.0547,0.00041,0.785,0.0929,0.391,119.988,4.0,detroit-techno
,,,Rock,,2RzuiQcbRYMK4HlnhzSmDF,Eu Vou Fazer Você Voar,40.0,216053.0,0.0,0.607,0.54,7.0,-14.257,1.0,0.0355,0.37,0.00196,0.264,0.532,101.047,4.0,mpb
,,,Jazz,,7hPwgTYYLfqKQ3T6KgeC2K,Love In California,50.0,175169.0,0.0,0.648,0.773,6.0,-6.705,0.0,0.0344,0.00335,3.26e-05,0.272,0.501,117.985,4.0,deep-house
,,,Rock,,6NiHO4GXyq3iMc2FKSl8U2,Brandweerman Jack,32.0,190000.0,0.0,0.64,0.881,9.0,-4.33,1.0,0.0581,0.0639,0.0,0.292,0.781,137.985,4.0,hardstyle
,,,Reggae,,0fiYCEu3trcgE5H8BANSlH,The Everlasting Slumber Party,19.0,239600.0,0.0,0.669,0.918,4.0,-3.603,0.0,0.274,0.387,0.0,0.0834,0.738,173.905,4.0,kids
,,,Hip Hop,,567h66xwutP4POoTUCCuua,"#Multiverse, If the Multiverse Is Real",0.0,261001.0,0.0,0.683,0.571,1.0,-7.721,1.0,0.0286,0.0335,0.0616,0.0957,0.29,120.044,4.0,electro
,,,Reggae,,5F6XhNSz3NAc9vRpscowYo,Paris Kills,25.0,224629.0,0.0,0.586,0.74,10.0,-7.488,0.0,0.0325,0.00313,0.92,0.0735,0.584,128.066,4.0,goth
,,,Latin,,5VVRRXsJ77a4jjGZCiIpAL,Última Misión Reggaeton,0.0,254920.0,1.0,0.795,0.845,9.0,-3.809,0.0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4.0,latin
,,,Jazz,,0Q4v5mtEG6lpKtHymF3qTl,A Musical Affair: Live in Japan,20.0,341400.0,0.0,0.203,0.469,0.0,-8.288,1.0,0.0366,0.843,0.0,0.705,0.161,96.053,1.0,show-tunes
,,,Electronic,,0sMA4yM4virFpGKst2Pt1N,No Scrubs,62.0,168196.0,0.0,0.864,0.757,8.0,-6.545,0.0,0.0529,0.194,0.000939,0.133,0.554,122.011,4.0,progressive-house
,,,Reggae,,6wv6Knl7cmtWcJTYgY4x8D,Best Friend Anthem,19.0,142633.0,1.0,0.946,0.93,1.0,-3.173,1.0,0.185,0.111,0.0,0.0906,0.616,138.047,4.0,club
,,,Blues,,1O9MJgplfAytNT8fERYwNg,"Broken Bottle, Broken Heart",23.0,161872.0,0.0,0.61,0.426,8.0,-10.535,1.0,0.0275,0.288,0.00125,0.0751,0.927,137.839,4.0,guitar
,,,Children's,,6ffWQpIQhwtQxhO2HvbyWm,だれそかれそ,29.0,152100.0,0.0,0.642,0.237,7.0,-16.142,0.0,0.0387,0.724,1.71e-06,0.0574,0.694,137.4,4.0,acoustic
,,,Latin,,2KyjaRrklvkqdIGUEJSGto,No Mundo da Lua / Abraço,47.0,338861.0,0.0,0.648,0.646,8.0,-5.26,0.0,0.242,0.78,0.0,0.112,0.616,102.019,4.0,brazil
,,,Rock,,3ryycrrtF9KEgPKe68WPBz,Breaker,22.0,174160.0,0.0,0.358,0.875,0.0,-4.715,0.0,0.164,0.000771,0.0,0.161,0.35,131.77,4.0,death-metal
,,,Classical,,7KVu3nqt9EcIEsre6LxCNe,Deli Divane,40.0,191999.0,0.0,0.76,0.421,9.0,-8.699,0.0,0.0496,0.872,0.0,0.134,0.855,100.012,4.0,turkish
,,,Hip Hop,,6ld2KFMZCkKtf3PBCJDqaH,comin 4 ya,43.0,144163.0,0.0,0.739,0.269,3.0,-15.132,1.0,0.0684,0.794,0.914,0.1,0.11,143.454,4.0,study
,,,Hip Hop,,3xtySJF8p0GiNhSJE5TZTY,Ghostrunner (Original Soundtrack),36.0,163647.0,0.0,0.696,0.326,2.0,-8.469,1.0,0.0513,0.00617,0.821,0.118,0.0376,110.004,4.0,club
,,,Reggae,,5Vi0u7cGTcPrXk6ZOoppnp,My Love,61.0,156209.0,0.0,0.789,0.784,3.0,-4.623,0.0,0.0363,0.444,0.000114,0.257,0.567,126.014,4.0,deep-house
,,,Non-Music,,21T9lWigjSIMg9uD6ZfRnQ,Night Time,57.0,239280.0,0.0,0.393,0.964,3.0,-8.838,1.0,0.144,0.000735,0.0196,0.34,0.352,151.898,4.0,industrial
,,,Reggae,,1XfU2QAc5LGxJd2V4k6gLQ,Saviour King (Live),39.0,274333.0,0.0,0.315,0.39,4.0,-9.468,1.0,0.0316,0.649,0.0,0.476,0.253,135.354,3.0,world-music
,,,Classical,,5Bo0ayLXkp6ttsjCWJvOHJ,Redenção,44.0,194040.0,0.0,0.606,0.921,1.0,-3.111,1.0,0.0299,0.0479,0.0,0.106,0.681,125.073,4.0,emo
,,,Reggae,,05K9S4Tbxaj7mKiZyHtjFl,Wiggle Wobble (50's & 60's Collection of Music),1.0,160093.0,0.0,0.688,0.925,9.0,-6.69,1.0,0.0395,0.732,0.00131,0.136,0.932,137.193,4.0,rockabilly
,,,Pop,,2tQXlLLTZnUy8oklFpnJ4P,Pocahontas (Colonna Sonora Originale),26.0,107106.0,0.0,0.425,0.322,0.0,-15.328,1.0,0.0672,0.576,0.000724,0.11,0.24,202.555,4.0,disney
,,,Classical,,6QjDVuX5ufvEQZfo5gmBKi,Views Of Nature,56.0,138717.0,0.0,0.485,0.0349,4.0,-27.584,1.0,0.0526,0.993,0.978,0.111,0.487,80.627,3.0,piano
,,,Pop,,0T3LR3C4dUD11wdgLm0Xoz,Feather River Canyon Blues,26.0,168240.0,0.0,0.44,0.947,7.0,-3.115,1.0,0.0652,0.0477,9.95e-06,0.0488,0.892,185.147,4.0,acoustic
,,,Latin,,1I7svqfHDQ5mJLjgKaJlh5,El Infierno de Dante,24.0,207960.0,0.0,0.254,0.926,7.0,-10.031,1.0,0.0643,0.000728,0.113,0.0998,0.229,91.82,4.0,death-metal
,,,Reggae,,0jRY4XO556pn1zHZAoY3ph,Tissues,67.0,215163.0,0.0,0.608,0.907,4.0,-3.368,1.0,0.121,0.0118,0.0,0.186,0.818,89.994,4.0,british
,,,Children's,,50a1bmHXDna2sQcEHBvEXJ,Det kommer aldrig va över för mig,32.0,185746.0,0.0,0.556,0.881,2.0,-4.55,1.0,0.0587,0.193,0.000416,0.166,0.654,132.998,4.0,goth
,,,Jazz,,49xgzcmtmEnsEDWSOMYWoD,Junk,57.0,363573.0,0.0,0.352,0.306,0.0,-7.872,0.0,0.0343,0.0721,0.494,0.122,0.0861,122.014,4.0,french
,,,Hip Hop,,4Aw8n6r2vuU0KUo1a2nftp,MAP OF THE SOUL : 7,71.0,217404.0,0.0,0.643,0.667,0.0,-6.947,0.0,0.151,0.0432,0.0,0.0904,0.478,145.999,4.0,k-pop
,,,Latin,,4HkxrYFORgL80Eo1xuspAr,Espíritu Combativo,31.0,301847.0,0.0,0.38,0.888,0.0,-6.003,1.0,0.0646,0.00113,0.0368,0.112,0.0788,128.899,4.0,heavy-metal
,,,Children's,,1aY8PioR70OvctbLBchLJE,8 способов как бросить…,53.0,214433.0,1.0,0.536,0.848,1.0,-8.317,0.0,0.0262,0.00619,0.0,0.0838,0.854,130.074,4.0,electronic
,,,Pop,,57ypE3GdN7ZLaZou7JAu9t,Sea,29.0,264293.0,0.0,0.833,0.579,11.0,-9.205,0.0,0.101,0.451,0.294,0.152,0.819,94.008,4.0,afrobeat
,,,Non-Music,,1MvRkOxMgbwRBvk6DTsHcU,Los Romanticos- Nelson Ned,31.0,247040.0,0.0,0.293,0.41,11.0,-6.49,0.0,0.0299,0.683,0.0277,0.0931,0.308,74.672,4.0,rock-n-roll
,,,Blues,,6HveTIMynTMzTc5L0TcS20,Now That I've Found You: A Collection,64.0,260800.0,0.0,0.514,0.243,3.0,-12.348,1.0,0.0288,0.752,0.00054,0.0822,0.388,171.816,4.0,bluegrass
,,,Non-Music,,4Ihne9UM7pbwc9tDN2u5LX,Mistaken Conception (Special Edition 2cd),31.0,210000.0,0.0,0.486,0.987,7.0,-5.992,1.0,0.141,0.0261,0.0254,0.206,0.202,156.015,4.0,death-metal
,,,Reggae,,2Q8fFORnsDE6I3RNvSLXSf,Gotta Be You,60.0,149032.0,0.0,0.642,0.869,6.0,-5.271,0.0,0.0452,0.252,0.0288,0.0708,0.376,123.91,4.0,progressive-house
