Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
MCP3035000S,17014684,Montgomery County Police,Property Damage Crash,03/22/2017 04:39:00 PM,No,Maryland (State),East,LEFT TURN LANE,2.0,South,0.0,FEET,HILL UPHILL,METRO ACCESS RD,RAMP 5 FR MD200A SB TO SHADY GROVE RD EB,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,INTERCHANGE RELATED,,CURVE RIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.12920926,-77.1635364,"(39.12920926, -77.1635364)"
MCP2612002J,170549534,Montgomery County Police,Property Damage Crash,12/19/2017 03:50:00 PM,No,County,East,,4.0,West,0.0,FEET,LEVEL,BEL PRE RD,GEORGIA AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.094,-77.07814167,"(39.094, -77.07814167)"
MCP2358008T,210038527,Montgomery County Police,Property Damage Crash,09/29/2021 08:15:00 AM,No,Maryland (State),East,,2.0,East,0.0,FEET,LEVEL,RIVER RD,LITTLE FALLS PKWY,,,,UNKNOWN,SAME DIRECTION LEFT TURN,CLEAR,,DAYLIGHT,OTHER,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.96295751,-77.10095568,"(38.96295751, -77.10095568)"
MCP2094008C,170505810,Montgomery County Police,Property Damage Crash,05/04/2017 07:23:00 AM,No,Maryland (State),South,,4.0,North,0.0,FEET,GRADE DOWNHILL,ROCKVILLE PIKE,CAPITAL BELTWAY,,,,DRIVER,SAME DIRECTION LEFT TURN,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,,,CURVE LEFT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.01699833,-77.10175,"(39.01699833, -77.10175)"
MCP3027000C,17008672,Montgomery County Police,Property Damage Crash,02/17/2017 03:34:00 PM,Yes,Maryland (State),North,,4.0,North,0.0,FEET,LEVEL,GEORGIA AVE,SEMINARY RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.00869,-77.04075333,"(39.00869, -77.04075333)"
MCP3020000Q,170512331,Montgomery County Police,Property Damage Crash,06/07/2017 05:25:00 PM,No,County,South,LEFT TURN LANE,5.0,East,0.0,FEET,LEVEL,GLENALLAN AVE,GEORGIA AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06309038,-77.05464542,"(39.06309038, -77.05464542)"
MCP27990046,180025758,Montgomery County Police,Property Damage Crash,05/25/2018 06:00:00 PM,No,County,West,,2.0,East,300.0,FEET,LEVEL,MIMOSA LA,BONNETT ST,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.07731667,-76.98611667,"(39.07731667, -76.98611667)"
MCP13970012,180004072,Montgomery County Police,Injury Crash,01/24/2018 02:58:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,FREDERICK RD,SHAKESPEARE BLVD,,,PEDESTRIAN,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,PEDESTRIAN,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.19812948,-77.24464372,"(39.19812948, -77.24464372)"
MCP3077000D,170529920,Montgomery County Police,Property Damage Crash,09/11/2017 04:35:00 AM,Yes,Maryland (State),West,,1.0,West,0.0,FEET,LEVEL,CLOPPER RD,KINGSVIEW RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,,DUSK,UNKNOWN,,,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.16487333,-77.287335,"(39.16487333, -77.287335)"
MCP2645000S,180015945,Montgomery County Police,Property Damage Crash,04/02/2018 03:00:00 PM,Yes,Maryland (State),West,,6.0,East,10.0,FEET,LEVEL,CLOPPER RD,ENT TO SHOPPING CENTER,,,,DRIVER,SAME DIRECTION LEFT TURN,,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.14405526,-77.22446412,"(39.14405526, -77.22446412)"
MCP2871006Q,200025635,Montgomery County Police,Injury Crash,07/01/2020 06:44:00 PM,No,County,West,LEFT TURN LANE,2.0,East,145.0,FEET,LEVEL,TUCKERMAN LA,SEVEN LOCKS RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.04040667,-77.15848333,"(39.04040667, -77.15848333)"
MCP3195003D,220008168,Montgomery County Police,Property Damage Crash,02/24/2022 07:00:00 PM,Yes,County,East,,2.0,North,100.0,FEET,LEVEL,CHERRY HILL RD,PLUM ORCHARD DR,,,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,,DUSK,,"ALCOHOL PRESENT, NONE DETECTED",,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05252033,-76.954322,"(39.05252033, -76.954322)"
EJ78950033,220047505,Gaithersburg Police Depar,Injury Crash,10/29/2022 10:16:00 AM,No,Maryland (State),South,,3.0,North,100.0,FEET,HILL UPHILL,S FREDERICK RD,CENTRAL AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.13022352,-77.18759863,"(39.13022352, -77.18759863)"
MCP31210049,210034072,Montgomery County Police,Property Damage Crash,08/31/2021 06:41:00 PM,No,County,North,,2.0,South,0.0,FEET,HILL UPHILL,SNOUFFERS SCHOOL RD,STRUC #M0065 CABIN BRANCH,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,UNKNOWN,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17272367,-77.17859483,"(39.17272367, -77.17859483)"
MCP2682000W,17010468,Montgomery County Police,Property Damage Crash,02/27/2017 11:05:00 AM,No,Municipality,South,,2.0,South,200.0,FEET,LEVEL,RUSSELL AVE,LAKE FOREST BLVD,,GAITHERSBURG,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.150905,-77.20573783,"(39.150905, -77.20573783)"
MCP2962007M,230021917,Montgomery County Police,Property Damage Crash,05/08/2023 07:52:00 AM,No,County,North,,2.0,North,400.0,FEET,HILL UPHILL,OBSERVATION DR,MIDDLEBROOK RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.18117367,-77.24477567,"(39.18117367, -77.24477567)"
MCP29620080,230049755,Montgomery County Police,Property Damage Crash,08/16/2023 01:16:00 PM,No,Other Public Roadway,North,OTHER,2.0,North,0.0,FEET,LEVEL,CRYSTAL ROCK DR,GERMANTOWN RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17112018,-77.26280726,"(39.17112018, -77.26280726)"
MCP913000GH,230052434,Montgomery County Police,Property Damage Crash,08/31/2023 12:47:00 PM,No,US (State),North,,3.0,North,0.0,FEET,GRADE DOWNHILL,COLESVILLE RD,CRESTMOOR DR,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02804408,-77.00904753,"(39.02804408, -77.00904753)"
MCP2278003J,210037766,Montgomery County Police,Property Damage Crash,09/24/2021 09:42:00 AM,No,County,West,,3.0,East,500.0,FEET,LEVEL,DEMOCRACY BLVD,RAMP 6 FR DEMOCRACY BLVD TO IS 270Y SB,,,,DRIVER,SAME DIRECTION LEFT TURN,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02161,-77.14162333,"(39.02161, -77.14162333)"
EJ7895003X,230020089,Gaithersburg Police Depar,Injury Crash,04/27/2023 08:20:00 AM,No,Maryland (State),South,,3.0,South,40.0,FEET,GRADE DOWNHILL,QUINCE ORCHARD RD,RAMP 3 FR MD 124 EB TO IS 270 NB,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.14999762,-77.21518358,"(39.14999762, -77.21518358)"
MCP3322000F,220008403,Montgomery County Police,Property Damage Crash,02/25/2022 01:30:00 PM,Yes,Maryland (State),South,,2.0,South,0.0,FEET,LEVEL,CONNECTICUT AVE,VEIRS MILL RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05175981,-77.0751659,"(39.05175981, -77.0751659)"
MCP1291001H,180044771,Montgomery County Police,Property Damage Crash,09/07/2018 05:15:00 PM,Yes,Maryland (State),West,LEFT TURN LANE,4.0,East,100.0,FEET,LEVEL,W DIAMOND AVE,QUINCE ORCHARD RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11342767,-77.23648183,"(39.11342767, -77.23648183)"
MCP30260079,220000504,Montgomery County Police,Property Damage Crash,01/05/2022 11:16:00 AM,No,Municipality,East,LEFT TURN LANE,2.0,East,50.0,FEET,LEVEL,S PARK AVE,WISCONSIN AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,SNOW,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.963835,-77.087755,"(38.963835, -77.087755)"
EJ7852002C,190019705,Gaithersburg Police Depar,Property Damage Crash,04/27/2019 05:05:00 AM,No,Ramp,East,ON RAMP,2.0,South,0.0,FEET,LEVEL,RAMP 6 FR IS 370 EB TO RAMP 7 (TO IS270),RAMP 7 FR IS 370 WB TO IS 270 SB,,,,DRIVER,SAME DIRECTION LEFT TURN,,DRY,DARK LIGHTS ON,,"N/A, NONE DETECTED",,OTHER VEHICLE,,INTERCHANGE RELATED,,CURVE RIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.12011833,-77.20185833,"(39.12011833, -77.20185833)"
MCP2353008B,200036159,Montgomery County Police,Property Damage Crash,09/15/2020 01:43:00 PM,No,Maryland (State),North,LEFT TURN LANE,3.0,North,0.0,FEET,LEVEL,OLD GEORGETOWN RD,ROCKVILLE PIKE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04968,-77.11357667,"(39.04968, -77.11357667)"
MCP2354001D,200002934,Montgomery County Police,Property Damage Crash,01/17/2020 09:18:00 PM,No,,,,,,,,,,,PARKING LOT ACCESS ROAD NEAR 7068 WESTLAKE TER. NEAR RIDE ON DEPOT IN MONTGOMERY MALL PARKING LOT,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,,,,,,,39.02501833,-77.14279,"(39.02501833, -77.14279)"
MCP2246001J,17002065,Montgomery County Police,Property Damage Crash,01/12/2017 05:40:00 PM,Yes,Maryland (State),North,,6.0,East,25.0,MILE,LEVEL,COLESVILLE RD,WAYNE AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.004515,-77.02279333,"(39.004515, -77.02279333)"
MCP2513001H,190035313,Montgomery County Police,Injury Crash,07/25/2019 08:06:00 AM,No,US (State),South,,4.0,North,0.0,FEET,LEVEL,COLESVILLE RD,DALE DR,,,,UNKNOWN,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.00557208,-77.02253958,"(39.00557208, -77.02253958)"
MCP1563007V,220036248,Montgomery County Police,Injury Crash,08/22/2022 02:43:00 PM,No,Maryland (State),West,,2.0,East,50.0,FEET,GRADE DOWNHILL,EAST WEST HWY,ROSEMARY HILLS RD,,,,DRIVER,SAME DIRECTION LEFT TURN,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.9888316,-77.0279055,"(38.9888316, -77.0279055)"
MCP2167000L,170542968,Montgomery County Police,Injury Crash,11/15/2017 01:45:00 PM,No,County,West,LEFT TURN LANE,3.0,East,20.0,FEET,LEVEL,E GUDE DR,DOVER RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.09981833,-77.13948,"(39.09981833, -77.13948)"
MCP3263000V,200051083,Montgomery County Police,Property Damage Crash,12/28/2020 04:32:00 PM,No,Maryland (State),West,LEFT TURN LANE,3.0,East,50.0,FEET,LEVEL,DARNESTOWN RD,MUDDY BRANCH RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10267097,-77.22043517,"(39.10267097, -77.22043517)"
MCP24110025,180032471,Montgomery County Police,Property Damage Crash,07/01/2018 04:20:00 PM,Yes,Interstate (State),North,,4.0,North,0.0,UNKNOWN,LEVEL,NO NAME,DEMOCRACY BLVD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,"N/A, UNKNOWN",,OTHER VEHICLE,,,,UNKNOWN,UNKNOWN,ONE-WAY TRAFFICWAY,39.01795001,-77.1462965,"(39.01795001, -77.1462965)"
MCP24110050,200019271,Montgomery County Police,Property Damage Crash,05/13/2020 08:26:00 AM,No,County,East,,3.0,West,30.0,FEET,LEVEL,PARKLAWN DR,RANDOLPH RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.0540137,-77.10681315,"(39.0540137, -77.10681315)"
MCP31120016,180052936,Montgomery County Police,Property Damage Crash,10/22/2018 05:36:00 PM,No,Maryland (State),North,,3.0,South,10.0,FEET,LEVEL,ROCKVILLE PIKE,SOUTH DR,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99976167,-77.096755,"(38.99976167, -77.096755)"
MCP28100024,220050950,Montgomery County Police,Property Damage Crash,11/17/2022 10:15:00 PM,No,County,North,,4.0,North,500.0,FEET,LEVEL,SAM EIG HWY,RAMP 1 FR IS 270 NB TO IS 370 WB,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,,"ALCOHOL PRESENT, N/A",,OTHER VEHICLE,FIXED OBJECT,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0993505,-77.178505,"(39.0993505, -77.178505)"
MCP1235002V,210016592,Montgomery County Police,Property Damage Crash,05/03/2021 05:28:00 PM,Yes,US (State),North,,3.0,North,0.0,FEET,LEVEL,COLESVILLE RD,UNIVERSITY BLVD E,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02155667,-77.01220333,"(39.02155667, -77.01220333)"
MCP1604001F,180053785,Montgomery County Police,Injury Crash,10/27/2018 09:11:00 AM,No,Maryland (State),West,,2.0,East,50.0,FEET,LEVEL,MUNCASTER MILL RD,LISA DR,,,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,WET,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.14316356,-77.14036357,"(39.14316356, -77.14036357)"
HA2433000L,18000429,Maryland-National Capital,Property Damage Crash,04/19/2018 05:40:00 PM,No,Government,West,,2.0,East,0.75,MILE,LEVEL,SLIGO CREEK PKWY,FOREST GLEN RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.01262908,-77.02956815,"(39.01262908, -77.02956815)"
MCP3034003R,190050875,Montgomery County Police,Property Damage Crash,10/23/2019 08:34:00 AM,No,County,North,,2.0,North,100.0,FEET,LEVEL,MACARTHUR BLVD,MARYLAND AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.94729,-77.123135,"(38.94729, -77.123135)"
MCP913000F6,230006623,Montgomery County Police,Injury Crash,02/09/2023 12:58:00 PM,Yes,Maryland (State),North,,2.0,North,20.0,FEET,LEVEL,PINEY BRANCH RD,FLOWER AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.9981495,-77.003466,"(38.9981495, -77.003466)"
MCP22900036,210044076,Montgomery County Police,Property Damage Crash,11/01/2021 12:19:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,FREDERICK RD,REDLAND BLVD,,ROCKVILLE,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11475,-77.16470833,"(39.11475, -77.16470833)"
MCP3268000G,200037086,Montgomery County Police,Property Damage Crash,09/21/2020 06:31:00 PM,No,County,North,,4.0,West,120.0,FEET,LEVEL,SPRING ST,COLESVILLE RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.998935,-77.02618167,"(38.998935, -77.02618167)"
DM8477000G,200005201,Takoma Park Police Depart,Injury Crash,01/31/2020 06:24:00 PM,No,Maryland (State),East,,3.0,West,100.0,FEET,LEVEL,UNIVERSITY BLVD E,PRINCE GEORGES CO/L,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98968334,-76.98862785,"(38.98968334, -76.98862785)"
MCP22310034,170502067,Montgomery County Police,Injury Crash,04/14/2017 08:21:00 AM,No,County,South,,1.0,North,10.0,FEET,LEVEL,BROOKVILLE RD,STEWART AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER CONVEYANCE,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.003555,-77.05217833,"(39.003555, -77.05217833)"
MCP3209002N,210017455,Montgomery County Police,Property Damage Crash,05/09/2021 04:32:00 PM,No,US (State),North,,3.0,North,0.0,FEET,LEVEL,GEORGIA AVE,RIPLEY ST,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.991549,-77.02656824,"(38.991549, -77.02656824)"
MCP2358009W,220031720,Montgomery County Police,Property Damage Crash,07/23/2022 12:20:00 PM,No,Maryland (State),East,,2.0,East,0.0,FEET,LEVEL,RIVER RD,FALLS RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.01804448,-77.20894871,"(39.01804448, -77.20894871)"
MCP91300076,190019553,Montgomery County Police,Injury Crash,04/26/2019 11:32:00 AM,No,Interstate (State),West,,5.0,East,0.75,MILE,LEVEL,CAPITAL BELTWAY,GEORGIA AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01675833,-77.02213833,"(39.01675833, -77.02213833)"
MCP2358003R,170523444,Montgomery County Police,Property Damage Crash,08/07/2017 08:33:00 AM,Yes,Maryland (State),North,,3.0,South,20.0,FEET,LEVEL,OLD GEORGETOWN RD,FIRE STATION #20,,,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.004541,-77.11057,"(39.004541, -77.11057)"
MCP22510026,170548394,Montgomery County Police,Property Damage Crash,12/13/2017 05:25:00 PM,No,Maryland (State),North,,3.0,North,20.0,FEET,LEVEL,NEW HAMPSHIRE AVE,NOTLEY RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.081255,-77.00095833,"(39.081255, -77.00095833)"
MCP3141001F,190049619,Montgomery County Police,Injury Crash,10/16/2019 01:24:00 PM,No,County,South,,2.0,South,0.0,FEET,LEVEL,AUTOMOBILE BLVD,AUTOMOBILE BLVD,,,,DRIVER,SAME DIRECTION LEFT TURN,,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.08053568,-76.94772482,"(39.08053568, -76.94772482)"
