Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Subaru,1999,Impreza,USED Dealer ad,1999 Subaru Impreza WRX STi VERSION V,USED,Manual,-,AWD,Premium,-,111998,Blue / Blue,"Chipping Norton, NSW",-,,,,more than 70000 AUD
Toyota,2019,Landcruiser,Ute / Tray,2019 Toyota Landcruiser GXL (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,74244,Silver / Grey,"Wodonga, VIC",8 cyl,Ute / Tray, 2 Doors, 2 Seats,more than 70000 AUD
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger Wildtrak 3.0 (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.4 L / 100 km,15488,Grey / Ebony Leathe,"Kedron, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Lexus,2022,RX450H,SUV,2022 Lexus RX450H Sports Luxury Hybrid,USED,Automatic,"6 cyl, 3.5 L",AWD,Hybrid,5.7 L / 100 km,17412,White / Black,"Indooroopilly, QLD",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Chevrolet,1990,Corvette,USED Dealer ad,1990 Chevrolet Corvette Callaway,USED,Manual,-,Rear,-,-,43975,Yellow / -,"Rushcutters Bay, NSW",-,,,,more than 70000 AUD
Ram,2019,1500,Parramatta Motor Group (Thomson Ford) - Used,2019 Ram 1500 Laramie Crew Cab SWB,USED,Automatic,-,Other,Diesel,-,35742,White / Leather,"Granville, NSW",-,Ute / Tray,,,more than 70000 AUD
Toyota,2023,Landcruiser,SUV,2023 Toyota Landcruiser Prado Kakadu,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,1000,Black / Black,"Jamisontown, NSW",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
BMW,2016,M3,Sedan,2016 BMW M3,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.3 L / 100 km,79832,Grey / Black,"Pinkenba, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,66,White / Black Leather Accented,"Keysborough, VIC",4 cyl,SUV, 5 Doors, 5 Seats,more than 70000 AUD
Toyota,2020,Landcruiser,SUV,2020 Toyota Landcruiser Prado Kakadu,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,43725,Grey / -,"Narre Warren, VIC",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Aston,2010,Martin,Convertible,2010 Aston Martin DB9 Volante,USED,Automatic,"12 cyl, 5.9 L",Rear,Premium,16.5 L / 100 km,77296,- / Burgundy,"Moorooka, QLD",12 cyl,Convertible, 2 Doors, 4 Seats,more than 70000 AUD
Mercedes-Benz,2018,E350,Sedan,2018 Mercedes-Benz E350 D,USED,Automatic,"6 cyl, 3 L",Rear,Diesel,5.6 L / 100 km,66445,Black / Black Amg Leather,"Warwick Farm, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Jeep,2022,Grand,SUV,2022 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.6 L / 100 km,16648,- / -,"West Gosford, NSW",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Mercedes-Benz,2022,GLC,SUV,2022 Mercedes-Benz GLC 300 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.2 L / 100 km,8422,White / Black Leather,"Mulgrave, VIC",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2023,GR,Hatchback,2023 Toyota GR Corolla GTS,USED,Manual,"3 cyl, 1.6 L",AWD,-,8.4 L / 100 km,1321,White / -,"Hamilton, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,more than 70000 AUD
Ford,2015,F,Pennant Hills Auto Traders - Used,2015 Ford F 250,USED,Automatic,-,Other,-,-,180515,Black / -,"Thornleigh, NSW",-,Ute / Tray,,,more than 70000 AUD
Mercedes-Benz,2021,GLA35,SUV,2021 Mercedes-Benz GLA35 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8 L / 100 km,3620,Red / Black,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
BMW,2016,M5,Sedan,2016 BMW M5,USED,Automatic,"8 cyl, 4.4 L",Rear,Premium,9.9 L / 100 km,81663,Black / -,"Kirrawee, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Porsche,1978,911,Convertible,1978 Porsche 911 SC,USED,Manual,"6 cyl, 3 L",Rear,Leaded,0 L / 100 km,145600,Blue / -,"Medlow Bath, NSW",6 cyl,Convertible, 2 Doors, 4 Seats,more than 70000 AUD
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,9226,Grey / -,"Indooroopilly, QLD",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Audi,2018,S5,Audi Centre Sydney Pre-Owned,2018 Audi S5 Sportback Tiptronic Quattro,USED,Automatic,-,Other,Premium,-,39566,Grey / Black,"Zetland, NSW",-,Hatchback,,,more than 70000 AUD
Toyota,2022,Kluger,Cranbourne Toyota,2022 Toyota Kluger GXL eFour,USED,Automatic,-,Other,Premium,-,14742,White / Black,"Cranbourne, VIC",-,Wagon,,,more than 70000 AUD
BMW,2020,X5,SUV,2020 BMW X5 Xdrive30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.2 L / 100 km,50301,Black / Black,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2021,Hilux,Ute / Tray,2021 Toyota Hilux Rugged X (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.4 L / 100 km,20097,White / Black,"Brooklyn, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Jeep,2020,Grand,SUV,2020 Jeep Grand Cherokee SRT (4X4),USED,Automatic,"8 cyl, 6.4 L",4WD,Premium,14 L / 100 km,32563,White / Black,"Pinkenba, QLD",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Lexus,2020,RC,Coupe,2020 Lexus RC F,USED,Automatic,"8 cyl, 5 L",Rear,Premium,11.2 L / 100 km,51418,Red / Black,"Berwick, VIC",8 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Mercedes-Benz,2020,GLC43,SUV,2020 Mercedes-Benz GLC43 4Matic,USED,Automatic,"6 cyl, 3 L",AWD,Premium,10.4 L / 100 km,22785,Black / -,"Artarmon, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2023,Land,Coffs Harbour Toyota Pre-Owned,2023 Toyota Land Cruiser GXL Troopcarrier,USED,Manual,-,Other,Diesel,-,5,Blue / 7Cfd10,"Coffs Harbour, NSW",-,SUV,,,more than 70000 AUD
Mercedes-Benz,2018,GLS350,SUV,2018 Mercedes-Benz GLS350 D 4Matic Sport,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.6 L / 100 km,120000,White / Black,"Carrum Downs, VIC",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Audi,2020,Q7,SUV,2020 Audi Q7 50 TDI Quattro S Line (hybrid),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,7 L / 100 km,53932,Black / Black,"Zetland, NSW",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Mercedes-Benz,2021,GLA45,SUV,2021 Mercedes-Benz GLA45 S 4Matic+,USED,Automatic,"4 cyl, 2 L",AWD,Premium,9.6 L / 100 km,19105,White / -,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Rolls-Royce,2011,Ghost,Sedan,2011 Rolls-Royce Ghost,USED,Automatic,"12 cyl, 6.6 L",Rear,Premium,13.6 L / 100 km,45385,Silver / -,"Rushcutters Bay, NSW",12 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2015,Landcruiser,SUV,2015 Toyota Landcruiser Sahara (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,111568,Grey / -,"Chatswood, NSW",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Jeep,2019,Grand,Knox Ford & Jeep,2019 Jeep Grand Cherokee Summit,USED,Automatic,-,Other,Diesel,-,28537,Black / -,"Ferntree Gully, VIC",-,Wagon,,,more than 70000 AUD
Audi,2020,RS,Hatchback,2020 Audi RS 5 2.9 Tfsi Quattro,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,8.9 L / 100 km,21939,Black / Black,"Maryville, NSW",6 cyl,Hatchback, 5 Doors, 5 Seats,more than 70000 AUD
Toyota,2023,Landcruiser,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 Workmate,USED,Manual,"8 cyl, 4.5 L",AWD,Diesel,10.7 L / 100 km,55,Silver / -,"Bentley, WA",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Audi,2015,RS6,Wagon,2015 Audi RS6 Avant,USED,Automatic,"8 cyl, 4 L",AWD,Premium,9.8 L / 100 km,52441,White / -,"Thornleigh, NSW",8 cyl,Wagon, 4 Doors, 5 Seats,more than 70000 AUD
Audi,2016,SQ7,SUV,2016 Audi SQ7 4.0 TDI V8 Quattro,USED,Automatic,"8 cyl, 4 L",AWD,Diesel,7.2 L / 100 km,59995,Grey / Black,"Springwood, QLD",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Holden,1984,HDT,Sedan,1984 Holden HDT Commodore SS Group III,USED,Manual,"8 cyl, 5 L",Rear,Leaded,0 L / 100 km,204733,White / Blue,"Chipping Norton, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Lexus,2023,LX500D,SUV,2023 Lexus LX500D Sports Luxury,USED,Automatic,"6 cyl, 3.3 L",AWD,Diesel,8.9 L / 100 km,11,White / White,"Burleigh Heads, QLD",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,2312,White / -,"Indooroopilly, QLD",4 cyl,SUV, 5 Doors, 5 Seats,more than 70000 AUD
Toyota,2019,Alphard,USED Dealer ad,2019 Toyota Alphard EXECUTIVE LOUNGE HYBRID 2.5L AWD 7 SEATER,USED,-,-,Other,-,-,38593,White / -,"Moorabbin, VIC",-,Wagon,,,more than 70000 AUD
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux Rugged X (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.4 L / 100 km,43199,Grey / -,"South Hurstville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
BMW,2022,M5,Sedan,2022 BMW M5 Competition LCI,USED,Automatic,"8 cyl, 4.4 L",AWD,Premium,10.5 L / 100 km,8525,Blue / Beige,"Blacktown, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2016,Landcruiser,SUV,2016 Toyota Landcruiser Sahara (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,115393,White / -,"Winnellie, NT",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Nissan,2018,Patrol,SUV,2018 Nissan Patrol TI-L (4X4),USED,Automatic,"8 cyl, 5.6 L",4WD,Premium,14.4 L / 100 km,126402,Grey / Black,"Goulburn, NSW",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
BMW,2021,M3,Sedan,2021 BMW M3 Competition M Xdrive,USED,Automatic,"6 cyl, 3 L",AWD,Premium,0 L / 100 km,14425,- / -,"Medindie, SA",6 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Maserati,2016,Grancabrio,Convertible,2016 Maserati Grancabrio MC,USED,Automatic,"8 cyl, 4.7 L",Rear,Premium,15.4 L / 100 km,32311,White / -,"Rushcutters Bay, NSW",8 cyl,Convertible, 2 Doors, 4 Seats,more than 70000 AUD
Land,2020,Rover,Saap Auto,2020 Land Rover Range Rover Autobiography,USED,Automatic,-,Other,Diesel,-,27742,Blue / -,"Glebe, NSW",-,Wagon,,,more than 70000 AUD
Land,2017,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.2 L / 100 km,92365,Orange / Black,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2020,C63,Coupe,2020 Mercedes-Benz C63 S,USED,Automatic,"8 cyl, 4 L",Rear,Premium,10.3 L / 100 km,25107,White / Black Amg Leather,"Warwick Farm, NSW",8 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Mercedes-Benz,2022,C300,Sedan,2022 Mercedes-Benz C300 Mhev,USED,Automatic,"4 cyl, 2 L",Rear,Hybrid,7.3 L / 100 km,16882,Silver / Black,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Porsche,2020,Cayenne,SUV,2020 Porsche Cayenne S,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,9.4 L / 100 km,39650,Blue / Club Leather Truffle Brown,"Rydalmere, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2021,Landcruiser,SUV,2021 Toyota Landcruiser 70 Series Workmate,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,14552,White / -,"South Hurstville, NSW",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
HSV,2013,Clubsport,Sedan,2013 HSV Clubsport R8,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,13.9 L / 100 km,95066,Black / Black,"Wangara, WA",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Audi,2021,SQ7,SUV,2021 Audi SQ7 TDI V8 Quattro Mhev,USED,Automatic,"8 cyl, 4 L",AWD,Hybrid,7.6 L / 100 km,34412,Black / Red,"Blacktown, NSW",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Nissan,2021,Patrol,SUV,2021 Nissan Patrol TI (4X4),USED,Automatic,"8 cyl, 5.6 L",4WD,Premium,14.4 L / 100 km,40114,- / -,"Midland, WA",8 cyl,SUV, 4 Doors, 8 Seats,more than 70000 AUD
Audi,2019,Q8,SUV,2019 Audi Q8 55 Tfsi Quattro (hybrid),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,9.2 L / 100 km,47878,Silver / -,"Rozelle, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Alfa,2019,Romeo,SUV,2019 Alfa Romeo Stelvio Quadrifoglio,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,10.2 L / 100 km,63319,Blue / Black,"Nunawading, VIC",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2019,Land,Orange Toyota (Used),2019 Toyota Land Cruiser VX,USED,Automatic,-,Other,Diesel,-,101263,White / Leather,"Orange, NSW",-,Wagon,,,more than 70000 AUD
Toyota,2016,Landcruiser,SUV,2016 Toyota Landcruiser VX (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,111183,Silver / -,"Bentley, WA",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Mercedes-Benz,2022,GLC,SUV,2022 Mercedes-Benz GLC 300 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.2 L / 100 km,22504,Black / Black,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
BMW,2021,M2,Coupe,2021 BMW M2 Competition,USED,Automatic,"6 cyl, 3 L",Rear,Premium,9.1 L / 100 km,3208,Black / -,"Artarmon, NSW",6 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Mercedes-Benz,2018,GLS500,SUV,2018 Mercedes-Benz GLS500 4Matic,USED,Automatic,"8 cyl, 4.7 L",AWD,Premium,11.3 L / 100 km,73645,Black / -,"Mansfield, QLD",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,32635,White / -,"Bentley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2022,GLC,SUV,2022 Mercedes-Benz GLC 300 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.2 L / 100 km,5689,Black / Black,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser Prado VX,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,19569,Brown / -,"Pinelands, NT",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Land,2017,Rover,SUV,2017 Land Rover Range Rover Sport SDV6 HSE Dynamic,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7 L / 100 km,74053,White / Black,"Port Melbourne, VIC",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Land,2015,Rover,SUV,2015 Land Rover Range Rover Sport 5.0 V8 SC HSE Dynamic,USED,Automatic,"8 cyl, 5 L",AWD,Premium,13.8 L / 100 km,92721,White / -,"Murarrie, QLD",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2022,C200,Sedan,2022 Mercedes-Benz C200 Edition C Mhev,USED,Automatic,"4 cyl, 1.5 L",Rear,Hybrid,6.9 L / 100 km,7950,Black / Black,"Bentley, WA",4 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Porsche,2019,Cayenne,SUV,2019 Porsche Cayenne Turbo,USED,Automatic,"8 cyl, 4 L",AWD,Premium,11.9 L / 100 km,93685,Black / Black,"Auburn, NSW",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Land,2018,Rover,SUV,2018 Land Rover Range Rover Sport SDV8 HSE Dynamic (250KW),USED,Automatic,"8 cyl, 4.4 L",AWD,Diesel,9.4 L / 100 km,54982,Grey / Black,"Artarmon, NSW",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2016,C63,Sedan,2016 Mercedes-Benz C63 S,USED,Automatic,"8 cyl, 4 L",Rear,Premium,8.6 L / 100 km,26000,White / Black And Red,"Wangara, WA",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Land,2018,Rover,SUV,2018 Land Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.8 L / 100 km,145196,White / Beige,"Caringbah, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Lexus,2019,RX350,SUV,2019 Lexus RX350 F-Sport,USED,Automatic,"6 cyl, 3.5 L",AWD,-,9.6 L / 100 km,32991,Grey / F Sport Black,"Waterloo, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2013,C63,Sedan,2013 Mercedes-Benz C63 AMG Edition 507,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,12.1 L / 100 km,75875,White / -,"Rozelle, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser Prado Kakadu (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,108660,Silver / Black,"Goulburn, NSW",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Mercedes-Benz,2016,C63,Coupe,2016 Mercedes-Benz C63 S,USED,Automatic,"8 cyl, 4 L",Rear,Premium,8.7 L / 100 km,98438,White / -,"Homebush, NSW",8 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Land,2017,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.2 L / 100 km,89928,Grey / White,"Sylvania, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Porsche,2016,Cayenne,SUV,2016 Porsche Cayenne S Diesel,USED,Automatic,"8 cyl, 4.1 L",AWD,Diesel,8.3 L / 100 km,100518,Black / -,"Fyshwick, ACT",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Chevrolet,2020,Silverado,Ute / Tray,2020 Chevrolet Silverado 1500 LTZ Premium Edition,USED,Automatic,"8 cyl, 6.2 L",4WD,Unleaded,0 L / 100 km,71792,Silver / -,"Mackay, QLD",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2018,Landcruiser,Ute / Tray,2018 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,128000,White / -,"Mill Park, VIC",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Porsche,2016,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,"6 cyl, 3.8 L",Rear,Premium,10.3 L / 100 km,23481,White / Black,"Blacktown, NSW",6 cyl,Coupe, 2 Doors, 2 Seats,more than 70000 AUD
BMW,2021,M3,USED Dealer ad,2021 BMW M3 Competition M Steptronic M xDrive,USED,Automatic,-,Other,Premium,-,7874,Grey / Black,"Sylvania, NSW",-,,,,more than 70000 AUD
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger XLT 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.6 L / 100 km,18412,Grey / Cloth,"Epsom, VIC",4 cyl,Ute / Tray, 4 Doors, 4 Seats,more than 70000 AUD
Toyota,2021,Hilux,Ute / Tray,2021 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,55055,Blue / Black,"Cranbourne, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2022,Kluger,SUV,2022 Toyota Kluger Grande Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,5546,Red / -,"Alexandria, NSW",4 cyl,SUV, 5 Doors, 7 Seats,more than 70000 AUD
Holden,2018,Colorado,Westside Auto Wholesale,2018 Holden Colorado Z71 (4x4),USED,Automatic,-,Other,Unleaded,-,38149,White / -,"Bentley, WA",-,Ute / Tray,,,more than 70000 AUD
Lexus,2021,ES300H,Sedan,2021 Lexus ES300H F Sport + EP (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8 L / 100 km,11773,Grey / Black,"Berwick, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Audi,2018,S5,Audi Alto Artarmon Used Cars,2018 Audi S5 (No Badge),USED,Automatic,-,Other,Premium,-,53455,Grey / Black,"Artarmon, NSW",-,Hatchback,,,more than 70000 AUD
BMW,2018,M2,Coupe,2018 BMW M2 Competition,USED,Manual,"6 cyl, 3 L",Rear,Premium,9.9 L / 100 km,26000,Other / -,"Slacks Creek, QLD",6 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Porsche,2017,718,Convertible,2017 Porsche 718 Boxster,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,7 L / 100 km,43741,Black / -,"Artarmon, NSW",4 cyl,Convertible, 2 Doors, 2 Seats,more than 70000 AUD
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger Raptor X 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.2 L / 100 km,16399,Black / -,"Artarmon, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2019,Landcruiser,Ute / Tray,2019 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,99062,White / -,"Bentley, WA",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Land,2017,Rover,SUV,2017 Land Rover Range Rover Velar P380 R-Dynamic SE,USED,Automatic,"6 cyl, 3 L",AWD,Premium,9.4 L / 100 km,58800,Grey / Beige,"Nunawading, VIC",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
BMW,2022,IX,SUV,2022 BMW IX Xdrive40 Sport,USED,Automatic,0 L,AWD,Electric,0 L / 100 km,5740,- / -,"Medindie, SA",0 L,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Bentley,2020,Continental,Lorbek Luxury Cars Sydney,2020 Bentley Continental Gt GT,USED,Automatic,-,AWD,Premium,-,2287,- / -,"Rushcutters Bay, NSW",-,Coupe,,,more than 70000 AUD
Toyota,2021,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,27083,Silver / Black,"Nunawading, VIC",4 cyl,SUV, 5 Doors, 7 Seats,more than 70000 AUD
Audi,2020,RS,Other,2020 Audi RS 7 4.0 Tfsi Quattro Mhev,USED,Automatic,"8 cyl, 4 L",AWD,Hybrid,11.6 L / 100 km,43003,White / Dark,"Pennant Hills, NSW",8 cyl,Other, 4 Doors, 5 Seats,more than 70000 AUD
BMW,2019,X7,SUV,2019 BMW X7 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.3 L / 100 km,70517,Grey / Black,"Carlton, NSW",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Nissan,2022,Z,Coupe,2022 Nissan Z,USED,Automatic,"6 cyl, 3 L",Rear,Premium,9.8 L / 100 km,7835,Blue / Black,"Preston, VIC",6 cyl,Coupe, 2 Doors, 2 Seats,more than 70000 AUD
Land,2019,Rover,SUV,2019 Land Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.8 L / 100 km,29780,White / -,"Nedlands, WA",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2022,Kluger,Berwick Toyota,2022 Toyota Kluger GXL eFour,USED,Automatic,-,Other,Premium,-,13967,Blue / -,"Narre Warren, VIC",-,Wagon,,,more than 70000 AUD
Toyota,2022,Landcruiser,Ute / Tray,2022 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,"8 cyl, 4.5 L",AWD,Diesel,10.7 L / 100 km,25,Gold / Black,"Moruya, NSW",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser VX (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,135018,White / Black,"Mackay, QLD",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Land,2019,Rover,SUV,2019 Land Rover Range Rover Evoque D180 R-Dynamic S (132KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.8 L / 100 km,59793,Silver / Silicon Silver,"Mulgrave, VIC",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
