Source,Company Name,ICB Industry,Admission Date,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
Hong Kong,Noah Holdings Private Wealth and Asset Management Limited,Financials,,,,,,,,6686.0,Current,CHANG Chia Yue,Non Executive Director,,2023-08-29,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Noble Engineering Group Holdings Limited,Real Estate,,,,,,,,8445.0,Current,CHUNG Lai Ling,Independent Non Executive Director,,2017-09-11,,Noble Automotive,https://en.wikipedia.org/wiki/Noble_Automotive,,Private,1999 in Leeds,Lee Noble,"Leicester, England",Automotive,Peter Boutwood – MD,,8,,Bowei Liu,,Sports cars,,,,,,www.noblecars.com
Hong Kong,NOIZ Group Limited,Financials,,,,,,,,8163.0,Current,NG Ka Sim Casina,Independent Non Executive Director - A/F,,2019-05-07,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Nongfu Spring Co., Ltd.",Consumer Staples,,,,,,,,9633.0,Current,GU Zhao Yang,Independent Non Executive Director - A/F,,2025-05-20,,Nongfu Spring,https://en.wikipedia.org/wiki/Nongfu_Spring,,Public,"September 26, 1996; 29 years ago (1996-09-26)",Zhong Shanshan,"Hangzhou, China",Beverages,Zhong Shanshan (Chairman & founder),,,,Zhong Shanshan,,"Bottled water, Beverages",$3.4 billion (2019),,,,SEHK: 9633,nongfuspring.com
Hong Kong,North Asia Strategic Holdings Limited,Industrials,,,,,,,,8080.0,Current,CAI Qing,Independent Non Executive Director,,2021-12-23,,Korean People's Army Strategic Force,https://en.wikipedia.org/wiki/Korean_People%27s_Army_Strategic_Force,,Strategic missile force,"July 3, 1999; 26 years ago (1999-07-03) (official claim)",,,,,,,,,,,,,,,,
Hong Kong,North Mining Shares Company Limited,Basic Materials,,,,,,,,433.0,Current,FENG Jia Wei,Independent Non Executive Director,,2023-09-29,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Northeast Electric Development Company Limited,Industrials,,,,,,,,42.0,Current,DING Ji Shi,Executive Director,,2022-12-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Novautek Technologies Group Limited,Real Estate,,,,,,,,519.0,Current,CHAN Kin Keung Eugene,Non Executive Director,,2024-06-19,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Numans Health Food Holdings Company Limited,Health Care,,,,,,,,2530.0,Current,CHAN Hok Leung,Non Executive Director,,2019-03-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,NVC International Holdings Limited,Consumer Discretionary,,,,,,,,2222.0,Current,CHAN Kim Yung Eva,Executive Director,,2018-11-25,,NVC International,https://en.wikipedia.org/wiki/NVC_International,,Public,1998 (1998),,"Hong Kong, China",Lighting,Wang Donglei (Chairman and CEO) Xiao Yu Wang Keven DunEva Kim Yung Chan,"US$35,173,000 (2023)",,"US$6,777,000 (2023)",,,"Electric Lights, Lighting Fixtures, LEDs","US$235,978,000 (2023)",NVC Lighting Ltd.ETI Solid State Lighting Inc.Dernier & Hamlyn Design Ltd.,,,SEHK: 2222,nvc-international.com
Hong Kong,Ocean Line Port Development Limited,Industrials,,,,,,,,8502.0,Current,CHENG Yin Pan,Independent Non Executive Director,,2024-07-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Ocean One Holding Ltd.,Consumer Staples,,,,,,,,9876.0,Current,CHAN Kin Fung,Executive Director,"Chairman, CEO",2017-04-18,,Ocean Group International,https://en.wikipedia.org/wiki/Ocean_Group_International,Worldwide,,2005,Timur SardarovOliver Ripley,,,,,,,,,,,,,,,
Hong Kong,Ocean Star Technology Group Limited,Consumer Discretionary,,,,,,,,8297.0,Current,HONG Sze Lung,Independent Non Executive Director - A/F,,2025-08-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,OCI International Holdings Limited,Financials,,,,,,,,329.0,Current,CHONG Ka Yee,Independent Non Executive Director - A/F,,2023-03-23,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Ocumension Therapeutics,Health Care,,,,,,,,1477.0,Current,CAO Yan Ling,Non Executive Director,,2019-06-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Oi Wah Pawnshop Credit Holdings Limited,Financials,,,,,,,,1319.0,Current,CHAN Kai Ho Edward,Executive Director,"Chairman, CEO",2012-06-05,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,OKG Technology Holdings Limited,Real Estate,,,,,,,,1499.0,Current,JIANG Guo Liang,Independent Non Executive Director,,2018-09-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Okura Holdings Limited,Consumer Discretionary,,,,,,,,1655.0,Current,KAGAWA Yutaka,Executive Director,,2016-04-27,,Albert Okura,https://en.wikipedia.org/wiki/Albert_Okura,,,,,,,,,,,,,,,,,,,
Hong Kong,Omnibridge Holdings Limited,Consumer Discretionary,,,,,,,,8462.0,Current,CHEW Chee Kian,Executive Director,"Chairman, CEO",2016-08-08,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,One Media Group Limited,Consumer Discretionary,,,,,,,,426.0,Current,LAM Pak Cheong,Executive Director,CEO,2011-04-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,OneForce Holdings Limited,Technology,,,,,,,,1933.0,Current,HAN Bin,Independent Non Executive Director,,2018-02-05,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Onewo Inc.,Real Estate,,,,,,,,2602.0,Current,BU Ling Qiu,Non Executive Director,,2025-09-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,OOH Holdings Limited,Consumer Discretionary,,,,,,,,8091.0,Current,CHAU Wai Chu Irene,Executive Director,"Chairman, CEO",2016-06-28,,OOh!media,https://en.wikipedia.org/wiki/OOh!media,,Public,1989,Brendon Cook,"Sydney, Australia",Advertising,Cathy O'Connor (CEO),$55 million (2023),,,,,Outdoor advertising,$633.9 million (2023),,,,ASX: OML,www.oohmedia.com.au
Hong Kong,Optima Automobile Group Holdings Limited,Consumer Discretionary,,,,,,,,8418.0,Current,ANG Lay Keong,Executive Director,CEO,2018-03-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Orange Sky Golden Harvest Entertainment (Holdings) Limited,Consumer Discretionary,,,,,,,,1132.0,Current,CHOW Sau Fong Fiona,Executive Director,CEO,2016-06-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Orange Tour Cultural Holding Limited,Consumer Discretionary,,,,,,,,8627.0,Current,HO Yau Kwok,Independent Non Executive Director,,2019-10-21,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,OrbusNeich Medical Group Holdings Limited,Health Care,,,,,,,,6929.0,Current,CHAN Yip Keung,Independent Non Executive Director - A/F,,2021-09-29,,OrbusNeich,https://en.wikipedia.org/wiki/OrbusNeich,,Public,2000,,Hong Kong,Medical Instruments & Supplies,"Teddy Chien (Founder), David Chien (Chairman and CEO), Denise Lau (COO)",,500+,,,,"Stent, balloon",,,,,HKEX: 6929,orbusneich.com
Hong Kong,Orient Overseas (International) Limited,Industrials,,,,,,,,316.0,Current,CHEN Hong,Independent Non Executive Director,,2025-05-09,,Orient Watch,https://en.wikipedia.org/wiki/Orient_Watch,Worldwide,Division,"July 13, 1950; 75 years ago (1950-07-13) Hino, Tokyo, Japan",Shogoro Yoshida,"29th Floor JR Shinjuku Miraina Tower, 4-1-6 Shinjuku, Shinjuku-ku, Tokyo 160-8801, Japan",Watch ManufacturingElectronics Manufacturing,Jiro Miyagawa (president)Masahiro Yoshimura (Director)Takahiro Naito (Director),¥2.2 million (2021),747 (530 consolidated and 217 non-consolidated) (2016),,,Epson (2001–present),"Wristwatches, Pocketwatches, Clocks, Moving Parts, Electronic Components",,,¥2.1 billion (2021),,,www.orient-watch.com
Hong Kong,Oriental Enterprise Holdings Limited,Consumer Discretionary,,,,,,,,18.0,Current,LAI Hing Chiu Dominic,Non Executive Director,,1998-08-12,,Shanghai Oriental Pearl Media,https://en.wikipedia.org/wiki/Shanghai_Oriental_Pearl_Media,People's Republic of China,Public,1992; 33 years ago (1992),,"Shanghai, China",Tourism and Media,President: Mr. Xue Peijian,,,,,Shanghai Media & Entertainment Group,,,,,,SSE: 600637SSE MidCap Component,www.opg.cn
Hong Kong,Oriental Explorer Holdings Limited,Real Estate,,,,,,,,430.0,Current,LAU Chi Yung Kenneth,Executive Director,Chairman,1996-02-03,,The Oriental Land Company,https://en.wikipedia.org/wiki/The_Oriental_Land_Company,,Public,"July 11, 1960; 65 years ago (1960-07-11)",,"Maihama, Urayasu, Chiba Prefecture, Japan",Travel,"Toshio Kagami (chairman of the board)Yumiko Takano (chairman, CEO)Kenji Yoshida (president, COO)","¥173,328 million (JFY25)","26,713 (JFY25)","¥172,111 million (JFY25)",Keisei Electric Railway (20%)Master Trust Bank of Japan (11%)Mitsui Fudosan (5.8%)Trust & Custody Services Bank (5%)Chiba Prefecture (4%),,,"¥679,374 million (JFY25)","Milial Resort HotelsIkspiariBrighton Co., Ltd.Maihama Resort Line","¥1,438,521 million (JFY25)","¥977,408 million (JFY25)",TYO: 4661TOPIX Large70 component,olc.co.jp/en
Hong Kong,Oriental Payment Group Holdings Limited,Financials,,,,,,,,8613.0,Current,HENRICH Stefan,Independent Non Executive Director,,2025-10-28,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Oriental University City Holdings (H.K.) Limited,Consumer Discretionary,,,,,,,,8067.0,Current,CHEW Hua Seng,Executive Director,Chairman,2012-06-11,,Oriental University City,https://en.wikipedia.org/wiki/Oriental_University_City,,,,,,,,,,,,,,,,,,,
Hong Kong,Oriental Watch Holdings Limited,Consumer Discretionary,,,,,,,,398.0,Current,CHOI Man Chau Michael,Independent Non Executive Director - A/F,,2008-09-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Oshidori International Holdings Limited,Financials,,,,,,,,622.0,Current,CHAN Hak Kan,Independent Non Executive Director,,2017-04-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,OSL Group Limited,Financials,,,,,,,,863.0,Current,CHAU Shing Yim David,Independent Non Executive Director,,2018-04-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Ourgame International Holdings Limited,Technology,,,,,,,,6899.0,Current,DAI Bing,Independent Non Executive Director,,2022-11-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Overseas Chinese Town (Asia) Holdings Limited,Real Estate,,,,,,,,3366.0,Current,CHU Wing Yiu,Independent Non Executive Director,,2019-06-19,,Overseas Chinese Town Enterprises,https://en.wikipedia.org/wiki/Overseas_Chinese_Town_Enterprises,China,State-owned enterprise,1985,,"Shenzhen, China",Tourism and Culture,,,,,State Council of China (100%),,,"110,348,810,000 renminbi (2018)",Overseas Chinese Town (53.47%)Konka Group (29.99%)OCT Bay (100%),,,,www.chinaoct.com
Hong Kong,P.B. Group Limited,Basic Materials,,,,,,,,8331.0,Current,CHAN Man Fung,Executive Director,Chairman,2020-12-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pa Shun International Holdings Limited,Health Care,,,,,,,,574.0,Current,CHEN Zhong Zheng,Non Executive Director,,2024-04-02,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pacific Basin Shipping Limited,Industrials,,,,,,,,2343.0,Current,BASILI Irene Waage,Independent Non Executive Director,,2014-05-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pacific Century Premium Developments Limited,Real Estate,,,,,,,,432.0,Current,CHIANG Yun Rachel,Independent Non Executive Director,,2015-05-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pacific Legend Group Limited,Consumer Discretionary,,,,,,,,8547.0,Current,CHAN Kin Sun,Independent Non Executive Director,,2023-12-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pacific Millennium Packaging Group Corporation,Industrials,,,,,,,,1820.0,Current,CHENG Hsien Chun,Executive Director,Chairman,2018-01-29,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pacific Online Limited,Consumer Discretionary,,,,,,,,543.0,Current,BECZAK Thaddeus Thomas,Independent Non Executive Director,,2007-11-23,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pacific Textiles Holdings Limited,Consumer Discretionary,,,,,,,,1382.0,Current,ASHITANI Kenjiro,Executive Director,,2025-07-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pak Fah Yeow International Limited,Health Care,,,,,,,,239.0,Current,CHAN Chi Chung Simon,Independent Non Executive Director,,2022-09-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pak Tak International Limited,Industrials,,,,,,,,2668.0,Current,CHAN Ching Yi,Independent Non Executive Director - A/F,,2022-12-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Paladin Limited,Industrials,,,,,,,,495.0,Current,AU Chik Lam Alexander,Independent Non Executive Director,,2015-02-27,,Paladin Group (security company),https://en.wikipedia.org/wiki/Paladin_Group_(security_company),,Multinational,"2010, Australia",,"Canberra, ACT, Australia","Private security, other services","Craig Thrupp, David Saul",,"4,500 (2019)",,Craig Thrupp,,,,"Electrical Construction and Management (PNG), Black Swan (PNG), Greater Monaro Electrical Construction and Management (Australia), Rentlo Car Hire (Timor Leste), Sentinel (Timor Leste)",,,,paladingroup.com.au
Hong Kong,Palasino Holdings Limited,Consumer Discretionary,,,,,,,,2536.0,Current,CHIU Tat Cheong David,Non Executive Director,Chairman,2023-08-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Paliburg Holdings Limited,Consumer Discretionary,,,,,,,,617.0,Current,LEUNG Po Wing Bowen Joseph,Independent Non Executive Director,,2008-02-13,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Palinda Group Holdings Limited,Consumer Staples,,,,,,,,8179.0,Current,CHENG Wai Iris,Independent Non Executive Director,,2022-12-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pan Asia Data Holdings Inc.,Technology,,,,,,,,1561.0,Current,GU Zhong Li,Executive Director,Chairman,2021-07-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pan Asia Environmental Protection Group Limited,Industrials,,,,,,,,556.0,Current,CHEN Xue Zheng,Independent Non Executive Director,,2021-08-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,PanAsialum Holdings Company Limited,Basic Materials,,,,,,,,2078.0,Current,CHAN Kai Nang,Independent Non Executive Director - A/F,,2020-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pando Bitcoin ETF,,,,,,,,,2818.0,Current,LI Xiao Lai,Executive Director,,2025-07-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pando CMS Blockchain ETF,,,,,,,,,3112.0,Current,LI Xiao Lai,Non Executive Director,,2021-01-20,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pando CMS Innovation ETF,,,,,,,,,3056.0,Current,LI Xiao Lai,Non Executive Director,,2021-01-20,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pando Ethereum ETF,,,,,,,,,3085.0,Current,LI Xiao Lai,Executive Director,,2025-07-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pangaea Connectivity Technology Limited,Technology,,,,,,,,1473.0,Current,FUNG Yui Kong,Executive Director,"Chairman, CEO",2018-07-05,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Paradise Entertainment Limited,Consumer Discretionary,,,,,,,,1180.0,Current,CHUN Jay,Executive Director,"Chairman, Managing Director",1999-01-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Parkson Retail Group Limited,Consumer Discretionary,,,,,,,,3368.0,Current,CHENG Heng Jem,Executive Director,Chairman,2013-05-31,,Parkson,https://en.wikipedia.org/wiki/Parkson,Malaysia China Laos,Public limited company,1987; 38 years ago (1987),William Cheng,"Republic Plaza, Singapore",Department stores,,,,SGD$520.4 million (2024),,Lion Group,,,,,,MYX: 5657,parkson.com.sg
Hong Kong,PATEO CONNECT Technology (Shanghai) Corporation,Consumer Discretionary,,,,,,,,2889.0,Current,GAO Ying Hui,Executive Director,,2017-06-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,PAX Global Technology Limited,Technology,,,,,,,,327.0,Current,CHEUNG Shi Yeung,Executive Director,,2024-03-14,,PAX Technology,https://en.wikipedia.org/wiki/PAX_Technology,,Public,2000; 25 years ago (2000),,"Shenzhen, Guangdong, China",Financial services,Nie Guoming (Chairman) & (CEO),,1800 (2018),,,,"Point of sale, Payment terminals, PIN pads",US$563M,,,,SEHK: 327,www.pax.com.cn
Hong Kong,PC Partner Group Limited,Technology,,,,,,,,1263.0,Current,CHAN Yim,Independent Non Executive Director,,2023-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,PCCW Limited,Telecommunications,,,,,,,,8.0,Current,CHANCE Christopher David,Independent Non Executive Director,,2013-11-28,,PCCW,https://en.wikipedia.org/wiki/PCCW,,Public,24 August 2000; 25 years ago (2000-08-24),,Hong Kong,Telecommunications,Richard Li (Chairman) Susanna Hui (Acting Group Managing Director and Group Chief Financial Officer),,"14,600 (2024)",,Pacific Century Group (30.99％)China Unicom (18.43％),,"Fixed-line, Broadband Internet access, IPTV, Mobile, IT Solutions, Data Centers, Contact Centers, Integrated Global Communications, Infrastructure, Advertising and Interactive Services",,,,,SEHK: 8,www.pccw.com
Hong Kong,Pegasus International Holdings Limited,Consumer Discretionary,,,,,,,,676.0,Current,HO Chin Fa Steven,Executive Director,,1996-09-25,,Pegasus Airlines,https://en.wikipedia.org/wiki/Pegasus_Airlines,,,12 January 1991; 34 years ago (1991-01-12),,,,,€367 million (2024),,€574 million (2024),,,,€3.08 billion (2024),Pegasus Cargo,€7.82 billion (2024),€2.06 billion (2024),BİST: PGSUS,www.flypgs.com
Hong Kong,"PegBio Co., Ltd.",Health Care,,,,,,,,2565.0,Current,CHEN Yang Yang,Independent Non Executive Director,,2020-12-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Peijia Medical Limited,Health Care,,,,,,,,9996.0,Current,CHEN Fei,Non Executive Director,,2019-06-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Peiport Holdings Ltd.,Industrials,,,,,,,,2885.0,Current,HOU Min,Independent Non Executive Director,,2018-12-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Peking University Resources (Holdings) Company Limited,Real Estate,,,,,,,,618.0,Current,CHEUNG Ka Yue,Independent Non Executive Director - A/F,,2024-09-30,,Peking University Resources (Holdings),https://en.wikipedia.org/wiki/Peking_University_Resources_(Holdings),mainland China,public,1991 (as MIT)1992 (as PKU Resources Group)2000 (backdoor listing as EC-Founder)2013 (renamed as PKU Resources),Founder Holdings (in 2000),"Tsuen Wan, Hong Kong (general office)Hamilton, Bermuda(registered office)","Real Estate, Information Technology",Cheung Shuen Lung(Chairman)Zeng Gang(President)Sun Min(Executive director)Shi Hua(Executive director)Liao Hang(Executive director)Zheng Fu Shuang(Executive director),(HK$278 million) (2016),,,Peking University consortium(65.96%)Zheng Fu Shuang consortium(13.11%)Rongtong Fund(09.60%)others/free-floats(11.33%),Founder Information HK(direct)PKU Resources Group Holdings(intermediate)PKU Resources Group(intermediate)Founder Group(intermediate)Peking University Asset Management(intermediate)Peking University(intermediate)The Ministry of Education(intermediate)The State Council(ultimate),Real Estate,HK$15.394 billion (2016),,HK$49.213 billion (2016),HK$1.826 billion (2016),SEHK: 618,pku-resources.com
Hong Kong,Pengo Holdings Group Limited,Real Estate,,,,,,,,1865.0,Current,DONG Chang Zhou,Non Executive Director,,2025-02-21,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Perennial Energy Holdings Limited,Energy,,,,,,,,2798.0,Current,DE SILVA Punnya Niraan,Independent Non Executive Director,,2018-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Perennial International Limited,Industrials,,,,,,,,725.0,Current,CHAN Chun Yiu,Executive Director,,2023-03-22,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Perfect Medical Health Management Limited,Health Care,,,,,,,,1830.0,Current,AU YEUNG Hung,Executive Director,,2011-03-11,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Perfect Optronics Limited,Technology,,,,,,,,8311.0,Current,CHANG Huan Chia,Executive Director,,2020-09-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Perfectech International Holdings Limited,Consumer Discretionary,,,,,,,,765.0,Current,CHAN Po Lam,Independent Non Executive Director,,2024-11-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Persistence Resources Group Ltd,Basic Materials,,,,,,,,2489.0,Current,CHAN Ngai Fan,Independent Non Executive Director - A/F,,2023-11-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Petro-king Oilfield Services Limited,Energy,,,,,,,,2178.0,Current,LEUNG Lin Cheong,Independent Non Executive Director,,2017-06-02,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,PetroChina Company Limited,Energy,,,,,,,,857.0,Current,DAI Hou Liang,Executive Director,Chairman,2020-03-25,,PetroChina,https://en.wikipedia.org/wiki/PetroChina,Worldwide with primary markets in China,State owned enterprise,5 November 1999; 26 years ago (1999-11-05),,"Dongcheng District, Beijing China",Oil and gas,Zhou Jiping (chairman)Wang Dongjin (CEO),"CN¥36,793 million (2017)","506,000 (2019)","CN¥67,722 million (2017)",,China National Petroleum Corporation,"Fuels, lubricants, natural gas, petrochemicals",US$297 Billion (2020),Singapore Petroleum Company,"CN¥2,404,612 million (2017)","CN¥1,381,319 million (2017)",SSE: 601857SEHK: 857Hang Seng Index component,petrochina.com.cn
Hong Kong,"Pharmaron Beijing Co., Ltd.",Health Care,,,,,,,,3759.0,Current,LI Jia Qing,Non Executive Director,,2016-10-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Phillip HK Newly Listed Equities Index ETF,,,,,,,,,2835.0,Current,LIM Wah Sai,Executive Director,,1993-11-11,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Phoenitron Holdings Limited,Technology,,,,,,,,8066.0,Current,CHAN Siu Wing Raymond,Independent Non Executive Director,,2007-02-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Phoenix Media Investment (Holdings) Limited,Consumer Discretionary,,,,,,,,2008.0,Current,BECZAK Thaddeus Thomas,Independent Non Executive Director,,2005-03-11,,Phoenix Television,https://en.wikipedia.org/wiki/Phoenix_Television,,Public; State-owned enterprise,31 March 1996; 29 years ago (1996-03-31),,"Shenzhen, Guangdong, ChinaTai Po, Hong Kong",Broadcasting,"Liu Changle (Founder; former chairman and chief executive officer),Chui Keung (Deputy chief executive officer, Chief Compliance Officer),Liu Shuang (Chief Operating Officer of Phoenix Satellite TV, CEO of Phoenix New Media)",,,,,Bauhinia Culture,"Television content, Television programming",,,,,SEHK: 2008NYSE: FENG,www.ifeng.com
Hong Kong,PICC Property and Casualty Company Limited,Financials,,,,,,,,2328.0,Current,CHENG Feng Chao,Independent Non Executive Director - A/F,,2022-11-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pico Far East Holdings Limited,Consumer Discretionary,,,,,,,,752.0,Current,CHIA Song Huat Lawrence,Executive Director,Chairman,1994-08-19,,Pico Far East Holdings Limited,https://en.wikipedia.org/wiki/Pico_Far_East_Holdings_Limited,Worldwide,Public,1969,,"Pico House, 4 Dai Fu Street, Tai Po Industrial Estate, N.T., Hong Kong, China",Event marketing,Lawrence Chia (Chairman),,"Around 2,500 (2019)",,,,,US$640 million (2019),,,US$520 million (2017),SEHK: 752,
Hong Kong,PINE Technology Holdings Limited,Technology,,,,,,,,1079.0,Current,CHEN Lei Yu,Executive Director,,2025-11-14,,Pine Labs,https://en.wikipedia.org/wiki/Pine_Labs,"India, Middle East, Southeast Asia",Public,1998; 27 years ago (1998),Lokvir Kapoor Rajul Garg,"Noida, Uttar Pradesh, India (corporate office) Gurgaon, Haryana, India (registered office)",Fintech,Lokvir Kapoor (Executive chairman) B. Amrish Rau (CEO),₹−145 crore (US$−17 million) (FY25),,,,,"myPlutus app, Plutus Smart, Pine Labs Genie, Plural","₹2,274 crore (US$270 million) (FY25)",Qwikcilver Solutions Pvt Ltd.,,,NSE: PINELABSBSE: 544606,pinelabs.com
Hong Kong,Pinestone Capital Limited,Financials,,,,,,,,804.0,Current,CHENG Man Pan Ben,Independent Non Executive Director,,2022-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Ping An East-West Select ETF,,,,,,,,,3477.0,Current,TSUI Siu Kay Gordon,Executive Director,,2023-05-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Ping An Healthcare and Technology Company Limited,Health Care,,,,,,,,1833.0,Current,CAI Fang Fang,Non Executive Director,,2024-03-19,,Ping An Good Doctor,https://en.wikipedia.org/wiki/Ping_An_Good_Doctor,,Public company,June 2014; 11 years ago (2014-06),,"Shanghai, China",,,,,,,Ping An Insurance,,,,,,SEHK: 1833,www.pagd.net
Hong Kong,"Ping An Insurance (Group) Company of China, Ltd.",Financials,,,,,,,,2318.0,Current,CAI Fang Fang,Executive Director,,2014-07-02,,Ping An Insurance,https://en.wikipedia.org/wiki/Ping_An_Insurance,Worldwide,Public,1988; 37 years ago (1988),Ma Mingzhe,"Shenzhen, China",Financial services,"(chairman), Xie Yonglin (president & Co-CEO), Michael Guo (Co-CEO and Senior Vice President)","CN¥126,607 Million (2024)","Approx. 273,053","CN¥1,028,925 Million (2024)",,,,"CN¥1,141,346 Million (2024)",,"CN¥12,957,827 Million (2024)","CN¥1,304,712 Million (2024)",SSE: 601318 (A share)SEHK: 2318 (H share)SEHK: 82318 (Yuan share)CSI A50Hang Seng Index component,https://group.pingan.com
Hong Kong,Ping An Technology Select ETF,,,,,,,,,3406.0,Current,TSUI Siu Kay Gordon,Executive Director,,2023-05-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pioneer Global Group Limited,Real Estate,,,,,,,,224.0,Current,CHAN Kin,Independent Non Executive Director,,2023-09-13,,Pioneer Corporation,https://en.wikipedia.org/wiki/Pioneer_Corporation,,Private KK,"1 January 1938; 87 years ago (1938-01-01) in Tokyo, Japan",Nozomu Matsumoto,"Honkomagome, Bunkyō, Tokyo, Japan",Consumer electronics,Shiro Yahara (President＆CEO),"¥−7,123 million Yen (2017)","6,651 (2025)","¥1,194 million Yen (2017)",,InnoLux Corporation (47%) Here B.V. (3%) Mitsubishi (50%),"Car audio and automotive navigation systems, Televisions (CRT Lens and Plasma, former product Smart, Under TCL & Best Buy), PC DVD drives including PC DVD recorders, ""set-top"" DVD players and DVD recorders, Misc. DJ equipment (sold)","¥365,417 million Yen (2018)",,,,,global.pioneerglobal.pioneer/en/info/globalnetwork
Hong Kong,Pizu Group Holdings Limited,Real Estate,,,,,,,,9893.0,Current,HA Suo Ku,Independent Non Executive Director,,2021-12-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Planetree International Development Limited,Financials,,,,,,,,613.0,Current,CHAN Sze Hung,Independent Non Executive Director,,2019-04-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Plateau Treasures Limited,Real Estate,,,,,,,,8402.0,Current,CHEN Li,Independent Non Executive Director,,2023-05-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Platt Nera International Limited,Technology,,,,,,,,1949.0,Current,ASVAPLUNGPROHM Prapan,Executive Director,"Chairman, CEO",2018-11-23,,,,,,,,,,,,,,,,,,,,,,
