Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Hyundai,2021,Kona,SUV,2021 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.2 L / 100 km,23460,Blue / -,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Volkswagen,2018,Golf,Hatchback,2018 Volkswagen Golf 110 TDI Highline,USED,Automatic,"4 cyl, 2 L",Front,Diesel,4.9 L / 100 km,77957,Grey / Black,"Hoppers Crossing, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2019,Triton,Ute / Tray,2019 Mitsubishi Triton GLX Adas,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,7.5 L / 100 km,87740,White / -,"Sylvania, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Mazda,2017,CX-9,SUV,2017 Mazda CX-9 Azami (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,93228,Red / Black,"Essendon Fields, VIC",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Ford,2021,Puma,SUV,2021 Ford Puma,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,11393,Silver / -,"Ferntree Gully, VIC",3 cyl,SUV, 5 Doors, 5 Seats,30000-40000 AUD
Mazda,2017,CX-5,SUV,2017 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,5.7 L / 100 km,27154,Blue / Stnd,"Tweed Heads South, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,81567,White / Black Fabric,"Maddington, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Toyota,2018,C-HR,USED Dealer ad,2018 Toyota C-HR KOBA 2WD 1.2L PETROL AUTO CVT WAGON,USED,-,-,Other,-,-,18475,White / -,"Chatswood, NSW",-,Wagon,,,30000-40000 AUD
Toyota,2012,Hilux,Ute / Tray,2012 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,226164,White / -,"Capalaba, QLD",4 cyl,Ute / Tray, 2 Doors, 4 Seats,30000-40000 AUD
Isuzu,2018,D-MAX,Ute / Tray,2018 Isuzu D-MAX LS-U HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9 L / 100 km,207661,Grey / Black,"Caringbah, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Toyota,2018,RAV4,SUV,2018 Toyota RAV4 GXL (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,67458,Blue / -,"Coburg North, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST-L (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,15398,White / Black,"Pooraka, SA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2020,ASX,SUV,2020 Mitsubishi ASX Exceed (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,34039,Orange / Leather,"Mornington, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Ford,2022,Escape,SUV,2022 Ford Escape ST-Line (fwd),USED,Automatic,"4 cyl, 2 L",Front,Premium,8.6 L / 100 km,6641,Blue / Black,"Myaree, WA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Audi,2018,A3,Hatchback,2018 Audi A3 1.4 Tfsi Sportback COD,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5 L / 100 km,39972,Silver / Black,"Chatswood, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
GWM,2021,UTE,Ute / Tray,2021 GWM UTE Cannon (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,43482,Silver / -,"Noosaville, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7 L / 100 km,46586,White / Beige,"SOUTH MELBOURNE, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,30000-40000 AUD
Mazda,2017,MX-5,Convertible,2017 Mazda MX-5 Roadster GT,USED,Manual,"4 cyl, 2 L",Rear,Premium,6.9 L / 100 km,31214,White / Leather,"Wollongong, NSW",4 cyl,Convertible, 2 Doors, 2 Seats,30000-40000 AUD
Ford,2014,Ranger,Ute / Tray,2014 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,190304,Grey / Cloth,"Elderslie, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Subaru,2021,Forester,SUV,2021 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,60100,Silver / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Hyundai,2021,Santa,SUV,2021 Hyundai Santa FE Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,45360,White / -,"Rockingham, WA",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Lexus,2015,NX200T,SUV,2015 Lexus NX200T Sports Luxury (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,65905,Grey / Black,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Mitsubishi,2019,Pajero,Freedom Motors,2019 Mitsubishi Pajero,USED,Automatic,-,Other,Diesel,-,104063,White / -,"Parap, NT",-,Wagon,,,40000-50000 AUD
Jeep,2018,Grand,SUV,2018 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,69885,Grey / Black,"Blacktown, NSW",6 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Skoda,2019,Octavia,Wagon,2019 Skoda Octavia RS 245,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.5 L / 100 km,32448,White / Alcantara,"Southport, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,40000-50000 AUD
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.4 L / 100 km,28074,White / Black,"Pinkenba, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,85732,White / Black Fabric,"Bassendean, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,69349,White / Cloth,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Audi,2017,A5,Coupe,2017 Audi A5 2.0 Tfsi S Tronic Sport,USED,Automatic,"4 cyl, 2 L",Front,Premium,5.5 L / 100 km,52943,Black / Black,"South Melbourne, VIC",4 cyl,Coupe, 2 Doors, 4 Seats,40000-50000 AUD
LDV,2023,Deliver,Werribee Jeep,2023 LDV Deliver 9 High Roof LWB,USED,Automatic,-,Rear,Diesel,-,770,White / -,"Hoppers Crossing, VIC",-,Commercial,,,40000-50000 AUD
Nissan,2022,X-Trail,SUV,2022 Nissan X-Trail TI (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,16736,Black / -,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Ford,2016,Everest,SUV,2016 Ford Everest Titanium,USED,Automatic,"5 cyl, 3.2 L",AWD,Diesel,8.5 L / 100 km,84301,Black / Leather,"Warwick Farm, NSW",5 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.2 L / 100 km,91873,White / Black,"Gawler South, SA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,1090,White / -,"Cardiff, NSW",4 cyl,SUV, 5 Doors, 5 Seats,40000-50000 AUD
Toyota,2004,Landcruiser,Ute / Tray,2004 Toyota Landcruiser (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,342898,White / -,"Mudgeeraba, QLD",6 cyl,Ute / Tray, 2 Doors, 3 Seats,40000-50000 AUD
Ford,2022,Escape,SUV,2022 Ford Escape Vignale (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,10533,Red / Grey,"Warwick Farm, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7 L / 100 km,95328,Blue / -,"Springwood, QLD",5 cyl,Ute / Tray, 4 Doors, 4 Seats,40000-50000 AUD
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,30000,Silver / 2019/12,"Thornbury, VIC",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Kia,2020,Sorento,SUV,2020 Kia Sorento S 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.7 L / 100 km,54748,White / Black,"Albion Park Rail, NSW",6 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Volkswagen,2020,Tiguan,SUV,2020 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,30738,White / -,"Mosman, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Honda,2019,Odyssey,Wagon,2019 Honda Odyssey VTI-L,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.8 L / 100 km,39840,White / Black,"Vermont, VIC",4 cyl,Wagon, 4 Doors, 7 Seats,40000-50000 AUD
Jeep,2022,Compass,SUV,2022 Jeep Compass S-Limited (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,7.9 L / 100 km,7632,Blue / Black,"Pinkenba, QLD",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Mercedes-Benz,2018,GLA250,SUV,2018 Mercedes-Benz GLA250 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,28937,Grey / -,"Mansfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Volkswagen,2020,Crafter,Greg Watts Motors - Car City Minchinbury,2020 Volkswagen Crafter 35 High Roof LWB FWD TDI410,USED,Automatic,-,Front,Diesel,-,288071,White / Black,"Minchinbury, NSW",-,Commercial,,,40000-50000 AUD
Volkswagen,2018,Tiguan,SUV,2018 Volkswagen Tiguan Allspace 140 TDI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6 L / 100 km,41413,White / Black,"Wodonga, VIC",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger FX4 Special Edition,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,146199,Black / -,"Clarkson, WA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
MG,2022,HS,SUV,2022 MG HS Phev Essence,USED,Automatic,"4 cyl, 1.5 L",Front,Hybrid,1.7 L / 100 km,16333,Silver / -,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Mazda,2020,BT-50,Ute / Tray,2020 Mazda BT-50 XT (4X4) (5YR),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,10 L / 100 km,75980,White / Black,"Myaree, WA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Kia,2021,Carnival,Wagon,2021 Kia Carnival S,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.6 L / 100 km,45427,Blue / -,"Pakenham, VIC",6 cyl,Wagon, 4 Doors, 8 Seats,40000-50000 AUD
Nissan,2021,Navara,Ute / Tray,2021 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9 L / 100 km,44161,White / Black,"HEIDELBERG, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
BMW,2017,X3,SUV,2017 BMW X3 Xdrive 30I,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,70069,Grey / -,"Eagle Farm, QLD",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Hyundai,2021,Santa,SUV,2021 Hyundai Santa FE Active Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,24007,Grey / Black,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Toyota,2022,Corolla,Hatchback,2022 Toyota Corolla SX Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4 L / 100 km,1967,White / Black,"East Maitland, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,40000-50000 AUD
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,99884,Black / Black,"Pinkenba, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Audi,2022,A3,Sedan,2022 Audi A3 35 Tfsi Mhev,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,4.9 L / 100 km,4142,White / Black,"Zetland, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,40000-50000 AUD
Mercedes-Benz,2018,A200,Hatchback,2018 Mercedes-Benz A200,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,5.7 L / 100 km,18507,Silver / Red,"Bentleigh, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,40000-50000 AUD
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,88001,Silver / -,"Mayfield West, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Mazda,2021,6,Sedan,2021 Mazda 6 Atenza,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.6 L / 100 km,10799,Grey / -,"Toowoomba, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2023,Camry,USED Dealer ad,2023 Toyota Camry Ascent,USED,Automatic,-,Other,Other,-,125,Brown / 2Zfa20,"Coffs Harbour, NSW",-,,,,40000-50000 AUD
BMW,2018,420I,Hatchback,2018 BMW 420I Gran Coupe,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.1 L / 100 km,37350,Blue / -,"Burswood, WA",4 cyl,Hatchback, 4 Doors, 5 Seats,40000-50000 AUD
Mercedes-Benz,2018,GLC250,SUV,2018 Mercedes-Benz GLC250,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,72819,White / Black,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Jeep,2019,Grand,SUV,2019 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,105717,White / -,"Osborne Park, WA",6 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Subaru,2021,Forester,SUV,2021 Subaru Forester Hybrid L (awd),USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,6.7 L / 100 km,56295,White / -,"Coburg North, VIC",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,111382,White / -,"Granville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2019,RAV4,SUV,2019 Toyota RAV4 Edge AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,89234,Black / -,"Alexandria, NSW",4 cyl,SUV, 5 Doors, 5 Seats,40000-50000 AUD
Lexus,2017,RC,Motor One Garage,2017 Lexus RC RC350 F Sport,USED,Automatic,-,Rear,Premium,-,87809,Red / Red Leather,"Minchinbury, NSW",-,Coupe,,,40000-50000 AUD
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.8 L / 100 km,61549,White / -,"Hobart, TAS",4 cyl,Ute / Tray, 2 Doors, 2 Seats,40000-50000 AUD
Audi,2017,Q5,SUV,2017 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.4 L / 100 km,60153,Black / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Isuzu,2017,MU-X,SUV,2017 Isuzu MU-X LS-T (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9 L / 100 km,98716,Silver / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Ford,2022,Escape,SUV,2022 Ford Escape ST-Line (fwd),USED,Automatic,"4 cyl, 2 L",Front,Premium,8.6 L / 100 km,13467,White / -,"Tuggerah, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Mercedes-Benz,2016,GLC250,SUV,2016 Mercedes-Benz GLC250,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,85525,Grey / Black,"Albion, QLD",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
BMW,2021,118I,Hatchback,2021 BMW 118I M Sport,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,5.9 L / 100 km,9090,White / Black,"Oakleigh, VIC",3 cyl,Hatchback, 5 Doors, 5 Seats,40000-50000 AUD
Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.7 L / 100 km,70967,White / Grey,"Kelso, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Audi,2022,A1,Hatchback,2022 Audi A1 35 Tfsi,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,5.8 L / 100 km,11788,White / -,"Alexandria, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,40000-50000 AUD
Mitsubishi,2022,Outlander,SUV,2022 Mitsubishi Outlander Aspire 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,13516,Silver / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Mini,2020,Countryman,SUV,2020 Mini Countryman Cooper,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,6.1 L / 100 km,57743,White / Black,"Hoppers Crossing, VIC",3 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Porsche,2014,Macan,SUV,2014 Porsche Macan S Diesel,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.1 L / 100 km,142300,White / Black Leather,"Loxton, SA",6 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Isuzu,2018,D-MAX,Ute / Tray,2018 Isuzu D-MAX LS-Terrain HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9 L / 100 km,87014,White / -,"Bibra Lake, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Honda,2021,Accord,USED Dealer ad,2021 Honda Accord VTi-LX,USED,Automatic,-,Front,Unleaded,-,60761,White / Black,"Fawkner, VIC",-,,,,40000-50000 AUD
Kia,2022,Sorento,SUV,2022 Kia Sorento S 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.7 L / 100 km,1473,White / Black,"Launceston, TAS",6 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Kia,2020,Stinger,Sedan,2020 Kia Stinger 330S (aeb),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,80485,Red / -,"Noosaville, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,40000-50000 AUD
Subaru,2015,WRX,Sedan,2015 Subaru WRX STI Premium,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.4 L / 100 km,75222,Red / Grey,"Brookvale, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,40000-50000 AUD
Land,2018,Rover,SUV,2018 Land Rover Discovery Sport TD4 (110KW) SE 5 Seat,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.3 L / 100 km,63725,White / Black,"Dudley Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,79940,White / -,"Jandakot, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Kia,2017,Stinger,Sedan,2017 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,66586,White / Red,"Chatswood, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,59813,Blue / Black,"Para Hills West, SA",4 cyl,SUV, 5 Doors, 5 Seats,40000-50000 AUD
Mitsubishi,2018,Pajero,SUV,2018 Mitsubishi Pajero Sport GLS (4X4) 5 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,70300,White / -,"Rockingham, WA",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Isuzu,2018,MU-X,SUV,2018 Isuzu MU-X LS-T (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9 L / 100 km,91995,White / -,"Hallam, VIC",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Toyota,2017,Landcruiser,SUV,2017 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,218851,White / Black,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Nissan,2021,Navara,Ute / Tray,2021 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9 L / 100 km,44501,Grey / -,"Mackay, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Renault,2017,Master,Ferntree Gully Automotive,2017 Renault Master Mid Roof LWB AMT,USED,Automatic,-,Front,Diesel,-,119181,White / Black,"Ferntree Gully, VIC",-,Commercial,,,40000-50000 AUD
HSV,2010,Clubsport,Sedan,2010 HSV Clubsport R8,USED,Manual,"8 cyl, 6.2 L",Rear,Premium,15.2 L / 100 km,64000,Grey / -,"Orange, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2014,Landcruiser,SUV,2014 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,232241,Grey / Grey,"Emerald, QLD",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
GWM,2022,UTE,Ute / Tray,2022 GWM UTE Cannon-L (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,3440,White / Black,"West Gladstone, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,96954,Black / Black,"Hoppers Crossing, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Nissan,2021,X-Trail,SUV,2021 Nissan X-Trail TI (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,38120,Grey / Grey,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,176520,Grey / Black,"East Maitland, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,98772,Grey / -,"Winnellie, NT",5 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Audi,2022,Q2,SUV,2022 Audi Q2 35 Tfsi,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,5.2 L / 100 km,3191,Silver / Black,"Zetland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40000-50000 AUD
Honda,2022,CR-V,SUV,2022 Honda CR-V VTI L7 (2WD) 7 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,12305,Blue / -,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,40000-50000 AUD
Toyota,2008,Landcruiser,SUV,2008 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,14.5 L / 100 km,223778,Black / -,"Coffs Harbour, NSW",8 cyl,SUV, 4 Doors, 8 Seats,40000-50000 AUD
BMW,2017,X4,SUV,2017 BMW X4 Xdrive 35I,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.3 L / 100 km,93692,Black / -,"Bundoora, VIC",6 cyl,SUV, 5 Doors, 5 Seats,40000-50000 AUD
Mitsubishi,2019,Triton,Ute / Tray,2019 Mitsubishi Triton GLS (4X4) Premium,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,73611,Grey / Black,"Lilydale, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40000-50000 AUD
Mercedes-Benz,2013,CLA45,Sedan,2013 Mercedes-Benz CLA45 AMG,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,128568,Grey / Black,"Totness, SA",4 cyl,Sedan, 4 Doors, 5 Seats,40000-50000 AUD
Mercedes-Benz,2018,A200,Hatchback,2018 Mercedes-Benz A200,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,5.7 L / 100 km,13152,White / Black,"Geelong, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,40000-50000 AUD
