Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
London,PROTON MOTOR POWER SYSTEMS PLC,Energy,2006-10-31 0:00,United Kingdom,Europe,AIM,No,369.47,,,,,,,
London,PROVIDENCE RESOURCES PLC,Energy,2005-6-24 0:00,Ireland,Europe,AIM,Yes,55.7,,,,,,,
London,RELIANCE INDUSTRIES LIMITED,Energy,2004-9-27 0:00,India,Asia,ADMISSION TO TRADING ONLY,Yes,,,,,,,,
London,ROCKHOPPER EXPLORATION PLC,Energy,2005-8-15 0:00,United Kingdom,Europe,AIM,No,25.67,,,,,,,
London,ROSNEFT OIL COMPANY,Energy,2006-7-19 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,
London,ROYAL DUTCH SHELL PLC,Energy,2005-7-20 0:00,United Kingdom,Europe,MAIN MARKET,No,74023.81,,,,,,,
London,SAN LEON ENERGY PLC,Energy,2016-9-21 0:00,Ireland,Europe,AIM,Yes,107.98,,,,,,,
London,SAVANNAH ENERGY PLC,Energy,2014-8-1 0:00,United Kingdom,Europe,AIM,No,78.42,,,,,,,
London,STAR PHOENIX GROUP LTD,Energy,2007-10-23 0:00,Australia,Pacific,AIM,Yes,2.33,,,,,,,
London,STERLING ENERGY PLC,Energy,2002-10-21 0:00,United Kingdom,Europe,AIM,No,26.41,,,,,,,
London,TOTAL SE,Energy,1973-9-26 0:00,France,Europe,MAIN MARKET,Yes,61397.53,,,,,,,
London,TULLOW OIL PLC,Energy,2000-12-18 0:00,United Kingdom,Europe,MAIN MARKET,No,283.71,,,,,,,
London,UK OIL & GAS PLC,Energy,2005-3-2 0:00,United Kingdom,Europe,AIM,No,16.53,,,,,,,
London,UNITED OIL & GAS PLC,Energy,2015-11-10 0:00,United Kingdom,Europe,AIM,No,14.07,,,,,,,
London,"VAALCO ENERGY, INC.",Energy,2019-9-26 0:00,United States,North America,MAIN MARKET,Yes,48.84,,,,,,,
London,VICTORIA OIL & GAS PLC,Energy,2004-7-27 0:00,United Kingdom,Europe,AIM,No,5.92,,,,,,,
London,WENTWORTH RESOURCES PLC,Energy,2018-11-2 0:00,Jersey,Europe,AIM,No,32.17,,,,,,,
London,WOOD GROUP (JOHN) PLC,Energy,2002-6-5 0:00,United Kingdom,Europe,MAIN MARKET,No,1452.76,,,,,,,
Hong Kong,Ares Asia Limited,Energy,,,,,,,645.0,Current,LAI Yi Chun,Executive Director,"Chairman, CEO",2018-11-01,
Hong Kong,Century Energy International Holdings Limited,Energy,,,,,,,8132.0,Current,CHEONG Siu Fai,Independent Non Executive Director - A/F,,2025-06-04,
Hong Kong,China Coal Energy Company Limited,Energy,,,,,,,1898.0,Current,JING Feng Ru,Independent Non Executive Director,,2023-03-28,
Hong Kong,China Energy Development Holdings Limited,Energy,,,,,,,228.0,Current,CHEN Jian Xin,Non Executive Director,,2024-07-19,
Hong Kong,China Gas Industry Investment Holdings Co. Ltd.,Energy,,,,,,,1940.0,Current,LI Chun Elsy,Independent Non Executive Director,,2020-06-17,
Hong Kong,China Petroleum & Chemical Corporation,Energy,,,,,,,386.0,Current,CAI Yong,Non Executive Director,,2025-08-21,
Hong Kong,China Shenhua Energy Company Limited,Energy,,,,,,,1088.0,Current,CHEN Han Wen,Independent Non Executive Director,,2020-05-29,
Hong Kong,CITIC Resources Holdings Limited,Energy,,,,,,,1205.0,Current,CAI Jin,Independent Non Executive Director,,2024-12-19,
Hong Kong,CNOOC Limited,Energy,,,,,,,883.0,Current,CHAN Chak Ming,Independent Non Executive Director,,2025-06-05,
Hong Kong,Energy International Investments Holdings Limited,Energy,,,,,,,353.0,Current,CAO Sheng,Executive Director,Chairman,2018-03-15,
Hong Kong,Green Leader Holdings Group Limited,Energy,,,,,,,61.0,Current,AN Juan,Executive Director,,2024-06-28,
Hong Kong,Hidili Industry International Development Limited,Energy,,,,,,,1393.0,Current,CHAN Shiu Yuen Sammy,Independent Non Executive Director - A/F,,2019-05-31,
Hong Kong,Kinetic Development Group Limited,Energy,,,,,,,1277.0,Current,CHEN Liang Nuan,Independent Non Executive Director,,2022-05-30,
Hong Kong,Nan Nan Resources Enterprise Limited,Energy,,,,,,,1229.0,Current,CHAN Yiu Fai Youdey,Independent Non Executive Director,,2008-03-25,
Hong Kong,PetroChina Company Limited,Energy,,,,,,,857.0,Current,DAI Hou Liang,Executive Director,Chairman,2020-03-25,
Hong Kong,SouthGobi Resources Ltd.,Energy,,,,,,,1878.0,Current,CHOI Fan Keung Vic,Independent Non Executive Director,,2024-06-27,
Hong Kong,Yanchang Petroleum International Limited,Energy,,,,,,,346.0,Current,DING Jia Sheng,Executive Director,,2021-04-01,
Hong Kong,Yankuang Energy Group Company Limited,Energy,,,,,,,1171.0,Current,GAO Jing Xian,Independent Non Executive Director,,2025-05-30,
London,SDX ENERGY PLC,Energy,2019-5-28 0:00,United Kingdom,Europe,AIM,No,30.81,,,,,,,
London,CORO ENERGY PLC,Energy,2017-2-24 0:00,United Kingdom,Europe,AIM,No,1.98,,,,,,,
Hong Kong,Honghua Group Limited,Energy,,,,,,,196.0,Current,LI Yue Dong,Independent Non Executive Director,,2024-06-28,
London,"SOCIETATEA NATIONALA DE GAZE NATURALE ""ROMGAZ"" S.A.",Energy,2013-11-12 0:00,Romania,Europe,MAIN MARKET,Yes,,,,,,,,
London,SERINUS ENERGY PLC,Energy,2018-5-18 0:00,Jersey,Europe,AIM,No,9.83,,,,,,,
London,GETECH GROUP PLC,Energy,2005-9-23 0:00,United Kingdom,Europe,AIM,No,3.94,,,,,,,
London,PLEXUS HOLDINGS PLC,Energy,2005-12-9 0:00,United Kingdom,Europe,AIM,No,17.83,,,,,,,
Hong Kong,Strong Petrochemical Holdings Limited,Energy,,,,,,,852.0,Current,CAO Xin Zhong,Executive Director,,2025-01-25,
London,PROSPEX ENERGY PLC,Energy,2002-4-30 0:00,United Kingdom,Europe,AIM,No,1.82,,,,,,,
London,THALASSA HOLDINGS LIMITED,Energy,2008-7-29 0:00,British Virgin Islands,North America,MAIN MARKET,Yes,7.36,,,,,,,
Hong Kong,E-Commodities Holdings Limited,Energy,,,,,,,1733.0,Current,CAO Xin Yi,Executive Director,"Chairman, CEO",2015-10-28,
London,BORDERS & SOUTHERN PETROLEUM PLC,Energy,2005-5-24 0:00,United Kingdom,Europe,AIM,No,2.72,,,,,,,
London,HYDRODEC GROUP PLC,Energy,2004-12-21 0:00,United Kingdom,Europe,AIM,No,0.92,,,,,,,
London,ATTIS OIL AND GAS LTD,Energy,2013-1-14 0:00,British Virgin Islands,North America,AIM,Yes,1.76,,,,,,,
London,CURZON ENERGY PLC,Energy,2017-10-4 0:00,United Kingdom,Europe,MAIN MARKET,No,0.75,,,,,,,
London,PENNPETRO ENERGY PLC,Energy,2017-12-21 0:00,United Kingdom,Europe,MAIN MARKET,No,29.05,,,,,,,
Hong Kong,China Qinfa Group Limited,Energy,,,,,,,866.0,Current,BAI Tao,Executive Director,CEO,2014-10-09,
London,PUBLIC JOINT STOCK COMPANY GAZPROM NEFT,Energy,2006-6-12 0:00,Russian Federation,Europe,ADMISSION TO TRADING ONLY,Yes,,,,,,,,
London,PARKMEAD GROUP (THE) PLC,Energy,2000-3-13 0:00,United Kingdom,Europe,AIM,No,29.7,,,,,,,
Hong Kong,RUICHANG INTERNATIONAL HOLDINGS LIMITED,Energy,,,,,,,1334.0,Current,BAI Wei,Executive Director,,2023-03-15,
London,G3 EXPLORATION LIMITED,Energy,2006-8-17 0:00,Cayman Islands,North America,MAIN MARKET,Yes,43.86,,,,,,,
Hong Kong,MIE HOLDINGS CORPORATION,Energy,,,,,,,1555.0,Current,AI Min,Independent Non Executive Director,,2021-08-31,
London,ENWELL ENERGY PLC,Energy,2002-9-27 0:00,United Kingdom,Europe,AIM,No,56.83,,,,,,,
Hong Kong,Mongolia Energy Corporation Limited,Energy,,,,,,,276.0,Current,LAU Wai Piu,Independent Non Executive Director - A/F,,2004-09-28,
Hong Kong,Petro-king Oilfield Services Limited,Energy,,,,,,,2178.0,Current,LEUNG Lin Cheong,Independent Non Executive Director,,2017-06-02,
Hong Kong,Vico International Holdings Limited,Energy,,,,,,,1621.0,Current,CHAN Ching Sum,Independent Non Executive Director,,2019-04-12,
Hong Kong,"CM Energy Tech Co., Ltd.",Energy,,,,,,,206.0,Current,LIU Jian Cheng,Non Executive Director,,2021-09-23,
Hong Kong,TL Natural Gas Holdings Limited,Energy,,,,,,,8536.0,Current,LIU Yong Cheng,Executive Director,,2017-03-24,
London,MOSMAN OIL AND GAS LIMITED,Energy,2014-3-20 0:00,Australia,Pacific,AIM,Yes,3.24,,,,,,,
London,GAIL (INDIA) LD,Energy,1999-11-15 0:00,India,Asia,PROFESSIONAL SECURITIES MARKET,Yes,,,,,,,,
London,ECHO ENERGY PLC,Energy,2005-12-12 0:00,United Kingdom,Europe,AIM,No,2.9,,,,,,,
London,CANADIAN OVERSEAS PETROLEUM LIMITED,Energy,2014-4-4 0:00,Canada,North America,MAIN MARKET,Yes,9.66,,,,,,,
London,POWERHOUSE ENERGY GROUP PLC,Energy,2002-6-12 0:00,United Kingdom,Europe,AIM,No,91.02,,,,,,,
London,BLOCK ENERGY PLC,Energy,2018-6-11 0:00,United Kingdom,Europe,AIM,No,10.72,,,,,,,
London,LANSDOWNE OIL & GAS PLC,Energy,2006-4-21 0:00,United Kingdom,Europe,AIM,No,13.28,,,,,,,
Hong Kong,Wison Engineering Services Co. Ltd.,Energy,,,,,,,2236.0,Current,DONG Jing,Independent Non Executive Director - A/F,,2025-08-21,
London,OILEX LD,Energy,2006-2-16 0:00,Australia,Pacific,AIM,Yes,2.23,,,,,,,
London,EUROPA OIL & GAS (HOLDINGS) PLC,Energy,2004-11-11 0:00,United Kingdom,Europe,AIM,No,4.34,,,,,,,
London,ALEXANDRIA MINERAL OILS COMPANY (AMOC) S.A.E.,Energy,2018-10-18 0:00,Egypt,Middle East,ADMISSION TO TRADING ONLY,Yes,,,,,,,,
London,GRAN TIERRA ENERGY INC.,Energy,2018-10-10 0:00,United States,North America,MAIN MARKET,Yes,75.23,,,,,,,
London,KNIGHTS GROUP HOLDINGS PLC,Industrials,2018-6-29 0:00,United Kingdom,Europe,AIM,No,361.38,,,,,,,
Hong Kong,Paladin Limited,Industrials,,,,,,,495.0,Current,AU Chik Lam Alexander,Independent Non Executive Director,,2015-02-27,
Hong Kong,Flat Glass Group Co Ltd,Industrials,,,,,,,6865.0,Current,DU Jian,Independent Non Executive Director,,2024-11-18,
London,AVON RUBBER PLC,Industrials,1949-7-12 0:00,United Kingdom,Europe,MAIN MARKET,No,1217.66,,,,,,,
London,VELOCITY COMPOSITES PLC,Industrials,2017-5-18 0:00,United Kingdom,Europe,AIM,No,5.8,,,,,,,
London,SIG PLC,Industrials,1989-5-18 0:00,United Kingdom,Europe,MAIN MARKET,No,283.57,,,,,,,
Hong Kong,KLN Logistics Group Limited,Industrials,,,,,,,636.0,Current,CHEN Keren,Non Executive Director,,2021-10-13,
London,RENOLD PLC,Industrials,1946-6-2 0:00,United Kingdom,Europe,AIM,No,23.11,,,,,,,
Hong Kong,Unitas Holdings Limited,Industrials,,,,,,,8020.0,Current,CHOW Ho Wan Owen,Independent Non Executive Director,,2020-10-13,
London,BREEDON GROUP PLC,Industrials,2010-9-6 0:00,Jersey,Europe,AIM,No,1191.24,,,,,,,
Hong Kong,Vision Values Holdings Limited,Industrials,,,,,,,862.0,Current,HO Hau Chong Norman,Executive Director,,2007-01-11,
London,HSS HIRE GROUP PLC,Industrials,2015-2-9 0:00,United Kingdom,Europe,MAIN MARKET,No,33.36,,,,,,,
Hong Kong,Wong's Kong King International (Holdings) Limited,Industrials,,,,,,,532.0,Current,CHANG Jui Shum Victor,Executive Director,,2017-09-01,
London,DCC PLC,Industrials,1994-5-19 0:00,Ireland,Europe,MAIN MARKET,Yes,4949.31,,,,,,,
Hong Kong,Mobicon Group Limited,Industrials,,,,,,,1213.0,Current,HUNG Kim Fung Measure,Executive Director,Chairman,2011-04-01,
Hong Kong,Chen Hsong Holdings Limited,Industrials,,,,,,,57.0,Current,CHIANG Lai Yuen,Executive Director,"Chairman, CEO",2000-09-01,
London,CHEMRING GROUP PLC,Industrials,1974-6-7 0:00,United Kingdom,Europe,MAIN MARKET,No,734.33,,,,,,,
London,SMITH (DS) PLC,Industrials,2012-7-2 0:00,United Kingdom,Europe,MAIN MARKET,No,3886.25,,,,,,,
Hong Kong,"Weichai Power Co., Ltd.",Industrials,,,,,,,2338.0,Current,CHI De Qiang,Independent Non Executive Director,,2023-06-28,
London,COMPAGNIE DE SAINT-GOBAIN,Industrials,1987-7-2 0:00,France,Europe,MAIN MARKET,Yes,16524.57,,,,,,,
Hong Kong,Renco Holdings Group Limited,Industrials,,,,,,,2323.0,Current,LI Yong Jun,Executive Director,Chairman,2023-02-17,
London,BABCOCK INTERNATIONAL GROUP PLC,Industrials,1989-8-14 0:00,United Kingdom,Europe,MAIN MARKET,No,1098.16,,,,,,,
London,RESTORE PLC,Industrials,2005-6-30 0:00,United Kingdom,Europe,AIM,No,402.09,,,,,,,
Hong Kong,"CALB Group Co., Ltd.",Industrials,,,,,,,3931.0,Current,CHEN Ze Tong,Independent Non Executive Director,,2021-12-25,
Hong Kong,TK Group (Holdings) Limited,Industrials,,,,,,,2283.0,Current,CHEUNG Fong Wa,Executive Director,,2013-11-27,
London,CORAL PRODUCTS PLC,Industrials,2011-9-6 0:00,United Kingdom,Europe,AIM,No,4.11,,,,,,,
London,OXFORD INSTRUMENTS PLC,Industrials,1983-10-12 0:00,United Kingdom,Europe,MAIN MARKET,No,911.13,,,,,,,
Hong Kong,Global Link Communications Holdings Limited,Industrials,,,,,,,8060.0,Current,CHEUNG Sai Ming,Independent Non Executive Director - A/F,,2016-05-26,
London,NETWORK INTERNATIONAL HOLDINGS PLC,Industrials,2019-4-10 0:00,United Kingdom,Europe,MAIN MARKET,No,1223.2,,,,,,,
London,CARILLION PLC,Industrials,1999-7-30 0:00,United Kingdom,Europe,MAIN MARKET,No,61.1,,,,,,,
Hong Kong,Central New Energy Holding Group Limited,Industrials,,,,,,,1735.0,Current,LI Meng Lin,Executive Director,,2020-04-30,
London,KIER GROUP PLC,Industrials,1996-12-12 0:00,United Kingdom,Europe,MAIN MARKET,No,76.52,,,,,,,
London,FRP ADVISORY GROUP PLC,Industrials,2020-3-6 0:00,United Kingdom,Europe,AIM,No,247.94,,,,,,,
Hong Kong,Asia-express Logistics Holdings Limited,Industrials,,,,,,,8620.0,Current,CHAN Chi Ho,Independent Non Executive Director,,2020-03-23,
London,TUNGSTEN CORPORATION PLC,Industrials,2012-5-21 0:00,United Kingdom,Europe,AIM,No,36.98,,,,,,,
Hong Kong,"COSCO SHIPPING International (Hong Kong) Co., Ltd.",Industrials,,,,,,,517.0,Current,JIANG Xiao Ming Simon,Independent Non Executive Director - A/F,,2007-04-12,
Hong Kong,CN Logistics International Holdings Limited,Industrials,,,,,,,2130.0,Current,CHAN Chun Hung Vincent,Independent Non Executive Director,,2020-09-17,
London,BUNZL PLC,Industrials,1957-6-20 0:00,United Kingdom,Europe,MAIN MARKET,No,8087.09,,,,,,,
Hong Kong,China Railway Signal & Communication Corporation Limited,Industrials,,,,,,,3969.0,Current,FU Jun Yuan,Independent Non Executive Director - A/F,,2022-02-25,
Hong Kong,FAR International Holdings Group Company Limited,Industrials,,,,,,,2516.0,Current,REN Tian Gan,Independent Non Executive Director,,2023-12-01,
Hong Kong,CHTC FONG'S INTERNATIONAL COMPANY LIMITED,Industrials,,,,,,,641.0,Current,CHEN Peng,Executive Director,,2022-06-16,
Hong Kong,Neway Group Holdings Limited,Industrials,,,,,,,55.0,Current,CHAN Kwing Choi Warren,Non Executive Director,,2007-11-29,
London,TRAVIS PERKINS PLC,Industrials,1986-9-19 0:00,United Kingdom,Europe,MAIN MARKET,No,2676.51,,,,,,,
London,INTERTEK GROUP PLC,Industrials,2002-5-29 0:00,United Kingdom,Europe,MAIN MARKET,No,8992.83,,,,,,,
Hong Kong,Lonking Holdings Limited,Industrials,,,,,,,3339.0,Current,CHEN Chao,Executive Director,,2005-02-17,
Hong Kong,Xinyi Solar Holdings Limited,Industrials,,,,,,,968.0,Current,CHU Charn Fai,Executive Director,,2023-06-02,
London,MORGAN ADVANCED MATERIALS PLC,Industrials,1946-10-2 0:00,United Kingdom,Europe,MAIN MARKET,No,713.42,,,,,,,
London,SPEEDY HIRE PLC,Industrials,1993-10-18 0:00,United Kingdom,Europe,MAIN MARKET,No,279.31,,,,,,,
Hong Kong,China Ocean Group Development Limited,Industrials,,,,,,,8047.0,Current,CAI Hai Ming,Executive Director,"Chairman, CEO",2023-09-21,
Hong Kong,China Conch Venture Holdings Limited,Industrials,,,,,,,586.0,Current,CHAN Chi On Derek,Independent Non Executive Director,,2013-12-03,
Hong Kong,China Strategic Technology Group Limited,Industrials,,,,,,,1725.0,Current,BORIS Tadic,Independent Non Executive Director,,2024-10-02,
Hong Kong,Zhonghua Gas Holdings Limited,Industrials,,,,,,,8246.0,Current,CHAN Wing Yuen Hubert,Executive Director,CEO,2014-08-15,
Hong Kong,Chu Kong Shipping Enterprises (Group) Company Limited,Industrials,,,,,,,560.0,Current,CHAN Kay Cheung,Independent Non Executive Director,,1998-04-03,
Hong Kong,T.S. Lines Limited,Industrials,,,,,,,2510.0,Current,CHANG Shan Hui,Independent Non Executive Director - A/F,,2024-10-15,
London,SIGNATURE AVIATION PLC,Industrials,1960-11-11 0:00,United Kingdom,Europe,MAIN MARKET,No,1959.36,,,,,,,
London,ROBERT WALTERS PLC,Industrials,2000-7-13 0:00,United Kingdom,Europe,MAIN MARKET,No,304.27,,,,,,,
Hong Kong,COSCO SHIPPING Energy Transportation Co Ltd,Industrials,,,,,,,1138.0,Current,HUANG Victor,Independent Non Executive Director - A/F,,2020-06-22,
London,MACFARLANE GROUP PLC,Industrials,1973-6-20 0:00,United Kingdom,Europe,MAIN MARKET,No,129.25,,,,,,,
London,EXPERIAN PLC,Industrials,2006-10-11 0:00,Jersey,Europe,MAIN MARKET,No,25837.52,,,,,,,
London,SDI GROUP PLC,Industrials,2008-12-8 0:00,United Kingdom,Europe,AIM,No,70.38,,,,,,,
Hong Kong,Courage Investment Group Limited,Industrials,,,,,,,1145.0,Current,DENG Bang Hao,Independent Non Executive Director,,2025-03-10,
Hong Kong,COSCO SHIPPING Ports Limited,Industrials,,,,,,,1199.0,Current,CHAN Ka Lok,Independent Non Executive Director,,2016-10-24,
London,SMART METERING SYSTEMS PLC,Industrials,2011-7-8 0:00,United Kingdom,Europe,AIM,No,656.13,,,,,,,
Hong Kong,Truly International Holdings Limited,Industrials,,,,,,,732.0,Current,CHEUNG Wai Yin Wilson,Independent Non Executive Director - A/F,,2023-03-25,
London,KIN AND CARTA PLC,Industrials,1985-10-3 0:00,United Kingdom,Europe,MAIN MARKET,No,134.94,,,,,,,
Hong Kong,Sunny Optical Technology (Group) Company Limited,Industrials,,,,,,,2382.0,Current,CHEN Gang,Independent Non Executive Director,,2025-01-01,
London,SMITHS GROUP PLC,Industrials,1950-12-20 0:00,United Kingdom,Europe,MAIN MARKET,No,5269.03,,,,,,,
London,KINGSPAN GROUP PLC,Industrials,1995-6-8 0:00,Ireland,Europe,MAIN MARKET,Yes,12182.82,,,,,,,
London,MARLOWE PLC,Industrials,2016-3-31 0:00,United Kingdom,Europe,AIM,No,301.54,,,,,,,
London,CROMA SECURITY SOLUTIONS GROUP PLC,Industrials,2004-4-16 0:00,United Kingdom,Europe,AIM,No,8.79,,,,,,,
London,SMURFIT KAPPA GROUP PLC,Industrials,2007-3-20 0:00,Ireland,Europe,MAIN MARKET,Yes,6947.1,,,,,,,
London,TYMAN PLC,Industrials,2007-4-27 0:00,United Kingdom,Europe,MAIN MARKET,No,524.97,,,,,,,
London,MITIE GROUP PLC,Industrials,1988-11-29 0:00,United Kingdom,Europe,MAIN MARKET,No,330.22,,,,,,,
London,ASIA CEMENT CORPORATION,Industrials,1996-9-16 0:00,Taiwan,Asia,PROFESSIONAL SECURITIES MARKET,Yes,,,,,,,,
London,IBSTOCK PLC,Industrials,2015-10-22 0:00,United Kingdom,Europe,MAIN MARKET,No,657.75,,,,,,,
London,SURESERVE GROUP PLC,Industrials,2015-3-23 0:00,United Kingdom,Europe,AIM,No,76.38,,,,,,,
Hong Kong,Beijing Enterprises Environment Group Limited,Industrials,,,,,,,154.0,Current,CHEN Xin Guo,Executive Director,Chairman,2021-10-25,
Hong Kong,China Infrastructure & Logistics Group Ltd.,Industrials,,,,,,,1719.0,Current,CHAU Kwok Keung,Independent Non Executive Director - A/F,,2022-05-25,
London,KEYSTONE LAW GROUP PLC,Industrials,2017-10-26 0:00,United Kingdom,Europe,AIM,No,144.64,,,,,,,
London,XP POWER LIMITED,Industrials,2007-4-25 0:00,Singapore,Asia,MAIN MARKET,Yes,785.39,,,,,,,
Hong Kong,"Liaoning Port Co., Ltd.",Industrials,,,,,,,2880.0,Current,CHAN Wai Hei William,Independent Non Executive Director - A/F,,2023-06-15,
Hong Kong,Asia Energy Logistics Group Limited,Industrials,,,,,,,351.0,Current,HON Ming Sang Stephen,Independent Non Executive Director - A/F,,2020-11-06,
London,DE LA RUE PLC,Industrials,1947-3-27 0:00,United Kingdom,Europe,MAIN MARKET,No,262.88,,,,,,,
London,BALFOUR BEATTY PLC,Industrials,1945-6-28 0:00,United Kingdom,Europe,MAIN MARKET,No,1473.28,,,,,,,
London,EMPRESARIA GROUP PLC,Industrials,2004-11-3 0:00,United Kingdom,Europe,AIM,No,20.94,,,,,,,
London,CRH PLC,Industrials,1973-2-2 0:00,Ireland,Europe,MAIN MARKET,Yes,21352.18,,,,,,,
London,FONIX MOBILE PLC,Industrials,2020-10-12 0:00,United Kingdom,Europe,AIM,No,95.5,,,,,,,
London,RICARDO PLC,Industrials,1962-4-5 0:00,United Kingdom,Europe,MAIN MARKET,No,192.26,,,,,,,
London,STHREE PLC,Industrials,2005-11-16 0:00,United Kingdom,Europe,MAIN MARKET,No,326.87,,,,,,,
Hong Kong,Unity Group Holdings International Limited,Industrials,,,,,,,1539.0,Current,CAI Xin Xin Linda,Non Executive Director,,2024-07-31,
London,GRAFTON GROUP PLC,Industrials,1974-9-6 0:00,Ireland,Europe,MAIN MARKET,Yes,1604.82,,,,,,,
Hong Kong,Golden Power Group Holdings Limited,Industrials,,,,,,,3919.0,Current,CHU Ho Wa,Executive Director,,2013-04-01,
Hong Kong,"Goldwind Science & Technology Co., Ltd.",Industrials,,,,,,,2208.0,Current,CAO Zhi Gang,Executive Director,,2013-06-25,
London,MARSHALLS PLC,Industrials,2004-7-8 0:00,United Kingdom,Europe,MAIN MARKET,No,1339.35,,,,,,,
London,FISHER (JAMES) & SONS PLC,Industrials,1996-12-31 0:00,United Kingdom,Europe,MAIN MARKET,No,571.03,,,,,,,
London,RPS GROUP PLC,Industrials,1995-4-10 0:00,United Kingdom,Europe,MAIN MARKET,No,139.8,,,,,,,
Hong Kong,Best Linking Group Holdings Limited,Industrials,,,,,,,9882.0,Current,CHAN Lung Pan,Executive Director,,2019-03-12,
London,MELROSE INDUSTRIES PLC,Industrials,2016-8-31 0:00,United Kingdom,Europe,MAIN MARKET,No,5812.9,,,,,,,
Hong Kong,AAC Technologies Holdings Inc.,Industrials,,,,,,,2018.0,Current,KWOK Lam Kwong Larry,Independent Non Executive Director,,2018-02-01,
London,COSTAIN GROUP PLC,Industrials,1979-1-3 0:00,United Kingdom,Europe,MAIN MARKET,No,89.77,,,,,,,
Hong Kong,"China International Marine Containers (Group) Co., Ltd.",Industrials,,,,,,,2039.0,Current,MAI Bo Liang,Executive Director,"Chairman, CEO",1994-03-08,
Hong Kong,Janco Holdings Limited,Industrials,,,,,,,8035.0,Current,CHAN Kwok Wai,Executive Director,CEO,2024-12-18,
Hong Kong,Green Energy Group Limited,Industrials,,,,,,,979.0,Current,HO Wai Hung,Executive Director,,2018-03-12,
London,AGGREKO PLC,Industrials,1997-9-29 0:00,United Kingdom,Europe,MAIN MARKET,No,1130.55,,,,,,,
London,ANDREWS SYKES GROUP PLC,Industrials,2001-12-24 0:00,United Kingdom,Europe,AIM,No,210.87,,,,,,,
London,MEARS GROUP PLC,Industrials,2008-6-23 0:00,United Kingdom,Europe,MAIN MARKET,No,116.58,,,,,,,
London,G4S PLC,Industrials,2004-7-20 0:00,United Kingdom,Europe,MAIN MARKET,No,3166.8,,,,,,,
London,ROTORK PLC,Industrials,1968-7-23 0:00,United Kingdom,Europe,MAIN MARKET,No,2452.46,,,,,,,
London,SPECTRA SYSTEMS CORPORATION,Industrials,2011-7-25 0:00,United States,North America,AIM,Yes,83.56,,,,,,,
Hong Kong,Avichina Industry & Technology Company Limited,Industrials,,,,,,,2357.0,Current,HU Shi Wei,Non Executive Director,,2024-07-12,
Hong Kong,"COSCO SHIPPING Development Co., Ltd.",Industrials,,,,,,,2866.0,Current,CHAN Kwok Leung,Independent Non Executive Director,,2023-02-27,
London,QINETIQ GROUP PLC,Industrials,2006-2-15 0:00,United Kingdom,Europe,MAIN MARKET,No,1357.54,,,,,,,
Hong Kong,"Huaxin Cement Co., Ltd.",Real Estate,,,,,,,6655.0,Current,JIANG Hong,Independent Non Executive Director - A/F,,2021-04-01,
Hong Kong,KWG Group Holdings Limited,Real Estate,,,,,,,1813.0,Current,CAI Feng Jia,Executive Director,,2018-09-03,
Hong Kong,E. Bon Holdings Limited,Real Estate,,,,,,,599.0,Current,LAU Shiu Sun,Executive Director,,2001-12-10,
Hong Kong,Central China Management Company Limited,Real Estate,,,,,,,9982.0,Current,HU Bing,Executive Director,,2020-11-06,
Hong Kong,Hong Kong Ferry (Holdings) Company Limited,Real Estate,,,,,,,50.0,Current,AU Siu Kee Alexander,Non Executive Director,,2005-11-07,
London,M WINKWORTH PLC,Real Estate,2009-11-12 0:00,United Kingdom,Europe,AIM,No,16.23,,,,,,,
Hong Kong,Jiayuan Services Holdings Limited,Real Estate,,,,,,,1153.0,Current,CAI Si Tao,Independent Non Executive Director,,2024-12-10,
Hong Kong,Far East Consortium International Limited,Real Estate,,,,,,,35.0,Current,CHIU Jennifer Wendy,Executive Director,Managing Director,2024-01-01,
Hong Kong,ISP Holdings Limited,Real Estate,,,,,,,2340.0,Current,CHU Chun Ho Kingston,Executive Director,Chairman,2017-03-09,
Hong Kong,Lai Fung Holdings Limited,Real Estate,,,,,,,1125.0,Current,AU Hoi Fung,Independent Non Executive Director - A/F,,2023-08-01,
London,GRAINGER PLC,Real Estate,1984-2-21 0:00,United Kingdom,Europe,MAIN MARKET,No,1883.88,,,,,,,
London,WORKSPACE GROUP PLC,Real Estate,1993-12-15 0:00,United Kingdom,Europe,MAIN MARKET,No,1117.43,,,,,,,
London,DOLPHIN CAPITAL INVESTORS LIMITED,Real Estate,2005-12-8 0:00,British Virgin Islands,North America,AIM,Yes,29.4,,,,,,,
Hong Kong,China Supply Chain Holdings Limited,Real Estate,,,,,,,3708.0,Current,LAI Ai Zhong,Executive Director,,2019-11-21,
London,HIBERNIA REIT P.L.C.,Real Estate,2013-12-11 0:00,Ireland,Europe,MAIN MARKET,Yes,624.39,,,,,,,
London,PRIMARY HEALTH PROPERTIES PLC,Real Estate,1998-11-5 0:00,United Kingdom,Europe,MAIN MARKET,No,1893.83,,,,,,,
Hong Kong,Prosperity Group International Limited,Real Estate,,,,,,,1421.0,Current,CHAN Sheung Yu,Independent Non Executive Director,,2024-12-27,
Hong Kong,BBMG Corporation,Real Estate,,,,,,,2009.0,Current,GU Tie Min,Non Executive Director,,2021-05-12,
